기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202412|26|11200|11200000|1114000000|경기|강남구|역삼동|서초1동|NH4822|푸르지오|11572|2|4|0.023|0.15|0.015|0.018|0.105|0.075|0.021|0.041|0.034|0.045|0.107|0.175|0.078|0.059|0.052
202412|47|45110|47110000|4413000000|부산|서초구|서초동|역삼1동|NH8864|자이|2220|2|6|0.091|0.101|0.024|0.144|0.041|0.03|0.02|0.103|0.097|0.013|0.055|0.027|0.161|0.071|0.022
202412|43|47110|42110000|4711000000|인천|수원시|역삼동|역삼1동|NH1520|힐스테이트|3092|2|4|0.021|0.055|0.061|0.084|0.027|0.272|0.054|0.085|0.01|0.037|0.028|0.076|0.019|0.17|0.0
202412|26|11170|26110000|4611000000|인천|강남구|서초동|서초1동|NH7848|자이|9375|2|6|0.26|0.015|0.053|0.026|0.017|0.069|0.053|0.09|0.187|0.041|0.1|0.001|0.015|0.013|0.062
202412|44|11200|26110000|1120000000|서울|강남구|서초동|역삼1동|NH6270|자이|13970|2|4|0.064|0.004|0.074|0.073|0.058|0.008|0.018|0.185|0.033|0.22|0.038|0.048|0.035|0.079|0.062
202412|46|11200|11110000|1114000000|인천|성남시|인계동|역삼1동|NH3566|자이|13048|1|4|0.026|0.009|0.062|0.039|0.028|0.042|0.148|0.088|0.043|0.16|0.119|0.143|0.011|0.076|0.005
202412|41|27110|44130000|4111000000|서울|서초구|인계동|서초1동|NH4271|푸르지오|7322|1|4|0.076|0.041|0.027|0.031|0.116|0.087|0.15|0.089|0.007|0.029|0.105|0.07|0.018|0.115|0.039
202412|47|41130|41130000|4611000000|부산|성남시|인계동|역삼1동|NH3959|푸르지오|17436|1|4|0.183|0.106|0.043|0.047|0.216|0.046|0.006|0.136|0.026|0.0|0.019|0.027|0.005|0.02|0.12
202412|47|42110|11140000|4115000000|서울|서초구|역삼동|서초1동|NH4338|자이|12643|2|3|0.003|0.09|0.06|0.11|0.106|0.043|0.087|0.136|0.024|0.173|0.007|0.108|0.021|0.015|0.017
202412|41|47110|41150000|2614000000|경기|수원시|인계동|서초1동|NH3407|푸르지오|4240|1|4|0.031|0.053|0.044|0.009|0.135|0.103|0.023|0.042|0.043|0.347|0.008|0.048|0.08|0.03|0.002
202412|41|11170|47110000|4111000000|인천|강남구|서초동|역삼1동|NH8290|래미안|2428|1|3|0.002|0.051|0.006|0.097|0.008|0.081|0.047|0.449|0.002|0.017|0.023|0.002|0.034|0.054|0.126
