기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202405|42|47110|44130000|1111000000|서울|서초구|서초동|서초1동|NH6994|푸르지오|2066|x|4|0.014|0.001|0.146|0.377|0.014|0.079|0.011|0.053|0.013|0.015|0.082|0.012|0.168|0.013|0.002
202405|43|11110|27110000|1117000000|서울|성남시|역삼동|서초1동|NH6890|푸르지오|15869|2|2|0.051|0.02|0.359|0.011|0.054|0.028|0.045|0.018|0.198|0.046|0.082|0.004|0.044|0.02|0.022
202405|42|44130|41130000|1111000000|경기|서초구|역삼동|서초1동|NH5169|푸르지오|2762|x|4|0.103|0.074|0.107|0.001|0.034|0.01|0.047|0.057|0.019|0.085|0.036|0.014|0.047|0.295|0.069
202405|43|41150|41150000|4511000000|서울|서초구|역삼동|역삼1동|NH4396|힐스테이트|3878|1|6|0.063|0.056|0.008|0.2|0.053|0.059|0.061|0.094|0.04|0.011|0.04|0.026|0.064|0.223|0.0
202405|46|11140|26110000|1117000000|부산|성남시|인계동|역삼1동|NH3308|자이|17401|1|4|0.123|0.139|0.043|0.002|0.093|0.018|0.081|0.107|0.02|0.082|0.109|0.059|0.056|0.04|0.025
202405|26|43110|41130000|1111000000|부산|성남시|서초동|역삼1동|NH8780|래미안|5880|1|2|0.164|0.014|0.116|0.063|0.203|0.046|0.05|0.117|0.077|0.024|0.107|0.012|0.001|0.005|0.0
202405|44|28110|11200000|1114000000|부산|성남시|역삼동|서초1동|NH2758|푸르지오|4727|1|4|0.047|0.072|0.18|0.036|0.02|0.018|0.018|0.055|0.034|0.074|0.02|0.009|0.078|0.197|0.142
202405|47|11170|43110000|2614000000|인천|수원시|서초동|서초1동|NH5506|자이|10307|2|2|0.117|0.076|0.089|0.071|0.094|0.009|0.139|0.001|0.09|0.034|0.075|0.089|0.033|0.078|0.005
202405|42|26110|11200000|4511000000|부산|강남구|역삼동|역삼1동|NH7296|힐스테이트|13997|x|4|0.015|0.057|0.023|0.055|0.005|0.049|0.121|0.047|0.053|0.108|0.233|0.006|0.06|0.041|0.128
202405|41|11140|41150000|2711000000|경기|강남구|서초동|역삼1동|NH3901|래미안|19159|1|6|0.016|0.078|0.086|0.006|0.028|0.004|0.023|0.068|0.05|0.046|0.094|0.038|0.005|0.418|0.04
202405|26|43110|44130000|4511000000|부산|수원시|역삼동|서초1동|NH9249|힐스테이트|5505|2|5|0.013|0.056|0.074|0.012|0.023|0.035|0.113|0.221|0.239|0.026|0.057|0.08|0.004|0.003|0.044
202405|45|27110|42110000|4413000000|인천|수원시|인계동|역삼1동|NH2986|푸르지오|2236|1|5|0.135|0.054|0.088|0.028|0.122|0.182|0.032|0.119|0.112|0.012|0.033|0.012|0.054|0.01|0.006
202405|11|41110|42110000|1117000000|부산|성남시|서초동|서초1동|NH8977|힐스테이트|8506|1|5|0.008|0.196|0.178|0.002|0.036|0.045|0.006|0.091|0.025|0.045|0.009|0.092|0.058|0.078|0.132
202405|45|26140|41150000|4111000000|인천|강남구|인계동|역삼1동|NH5677|힐스테이트|12973|2|2|0.021|0.073|0.055|0.104|0.089|0.083|0.138|0.02|0.044|0.053|0.112|0.048|0.028|0.078|0.056
202405|47|41150|11200000|1120000000|서울|수원시|역삼동|역삼1동|NH1698|푸르지오|5460|1|4|0.094|0.156|0.036|0.007|0.033|0.043|0.134|0.006|0.054|0.135|0.05|0.035|0.053|0.043|0.121
202405|44|26110|45110000|4211000000|경기|성남시|서초동|역삼1동|NH5639|래미안|6209|2|2|0.045|0.01|0.019|0.157|0.215|0.071|0.018|0.082|0.011|0.14|0.037|0.072|0.049|0.019|0.055
202405|41|46110|26110000|2811000000|부산|수원시|서초동|서초1동|NH1382|힐스테이트|3369|1|5|0.064|0.277|0.212|0.036|0.143|0.002|0.01|0.077|0.017|0.012|0.039|0.048|0.034|0.009|0.02
202405|46|11110|47110000|4511000000|서울|성남시|서초동|서초1동|NH9396|자이|12061|1|4|0.201|0.022|0.018|0.062|0.043|0.044|0.145|0.137|0.014|0.118|0.002|0.0|0.117|0.073|0.003
202405|27|11110|27110000|2614000000|인천|강남구|역삼동|서초1동|NH3897|푸르지오|9241|x|3|0.036|0.011|0.016|0.066|0.033|0.095|0.076|0.269|0.08|0.191|0.011|0.047|0.04|0.013|0.017
202405|41|41150|41150000|4115000000|부산|성남시|서초동|서초1동|NH2088|자이|19150|2|3|0.007|0.142|0.034|0.223|0.118|0.032|0.014|0.143|0.116|0.026|0.004|0.022|0.007|0.069|0.045
202405|27|47110|46110000|1114000000|서울|강남구|인계동|서초1동|NH1601|자이|19649|1|4|0.009|0.161|0.098|0.041|0.25|0.078|0.041|0.062|0.013|0.012|0.068|0.045|0.069|0.005|0.047
202405|44|41110|41150000|1111000000|서울|수원시|서초동|서초1동|NH1972|래미안|11326|1|4|0.013|0.036|0.053|0.232|0.024|0.011|0.044|0.116|0.044|0.154|0.019|0.051|0.099|0.037|0.066
202405|45|28110|11200000|4115000000|인천|성남시|역삼동|서초1동|NH5313|자이|8237|2|4|0.067|0.022|0.011|0.184|0.039|0.006|0.115|0.139|0.121|0.051|0.043|0.004|0.087|0.014|0.095
202405|45|42110|27110000|4113000000|인천|강남구|서초동|역삼1동|NH9844|푸르지오|10606|1|3|0.078|0.141|0.152|0.02|0.044|0.003|0.015|0.054|0.073|0.051|0.027|0.028|0.03|0.129|0.155
202405|26|11200|41110000|4711000000|인천|성남시|인계동|서초1동|NH6848|푸르지오|4954|1|2|0.01|0.174|0.165|0.088|0.04|0.064|0.066|0.197|0.005|0.04|0.015|0.004|0.11|0.02|0.003
202405|27|11110|27110000|4113000000|인천|서초구|역삼동|역삼1동|NH2268|힐스테이트|16180|2|4|0.072|0.047|0.079|0.045|0.103|0.009|0.288|0.003|0.035|0.02|0.099|0.142|0.038|0.015|0.005
202405|41|41150|42110000|4413000000|부산|수원시|인계동|역삼1동|NH2726|자이|3893|x|4|0.008|0.013|0.086|0.009|0.198|0.027|0.051|0.057|0.215|0.016|0.111|0.019|0.077|0.036|0.076
202405|45|11170|46110000|2811000000|서울|성남시|서초동|역삼1동|NH3402|자이|2936|1|5|0.005|0.311|0.025|0.002|0.1|0.004|0.021|0.022|0.089|0.046|0.112|0.013|0.092|0.136|0.022
202405|45|26110|44130000|2614000000|서울|서초구|인계동|서초1동|NH2041|푸르지오|15522|1|3|0.114|0.111|0.069|0.122|0.021|0.053|0.067|0.012|0.117|0.017|0.074|0.105|0.068|0.008|0.044
202405|27|42110|46110000|2811000000|부산|서초구|서초동|서초1동|NH4957|자이|6685|2|3|0.181|0.023|0.118|0.027|0.033|0.131|0.104|0.066|0.004|0.011|0.006|0.155|0.07|0.062|0.007
202405|43|44130|41130000|2811000000|부산|강남구|인계동|서초1동|NH4829|푸르지오|6968|1|6|0.008|0.133|0.041|0.012|0.235|0.146|0.087|0.086|0.01|0.016|0.078|0.107|0.009|0.029|0.003
202405|47|45110|27110000|2711000000|서울|서초구|서초동|역삼1동|NH6873|힐스테이트|11648|1|5|0.047|0.107|0.003|0.315|0.015|0.086|0.007|0.014|0.131|0.093|0.0|0.012|0.127|0.024|0.019
202405|46|41130|11140000|4711000000|인천|강남구|역삼동|역삼1동|NH5940|자이|2409|2|4|0.033|0.017|0.039|0.004|0.027|0.038|0.073|0.009|0.016|0.104|0.12|0.041|0.062|0.296|0.123
202405|44|44130|28110000|4511000000|부산|강남구|역삼동|역삼1동|NH3886|자이|5043|x|5|0.049|0.141|0.026|0.103|0.094|0.201|0.077|0.028|0.026|0.006|0.064|0.035|0.012|0.037|0.1
202405|47|26140|46110000|1111000000|경기|수원시|역삼동|서초1동|NH3096|힐스테이트|11773|2|2|0.064|0.022|0.026|0.361|0.003|0.112|0.024|0.009|0.096|0.023|0.088|0.113|0.017|0.022|0.021
202405|43|11140|27110000|2811000000|경기|강남구|서초동|서초1동|NH2588|푸르지오|15534|2|6|0.199|0.026|0.041|0.077|0.037|0.008|0.142|0.061|0.125|0.013|0.025|0.061|0.102|0.037|0.046
202405|42|41130|26110000|2811000000|인천|강남구|인계동|역삼1동|NH9878|자이|4045|2|5|0.13|0.012|0.071|0.016|0.1|0.023|0.163|0.008|0.191|0.127|0.007|0.083|0.018|0.002|0.049
202405|43|11140|41110000|4111000000|부산|강남구|역삼동|역삼1동|NH1012|자이|16774|1|5|0.108|0.01|0.018|0.038|0.149|0.004|0.077|0.041|0.105|0.025|0.023|0.03|0.149|0.112|0.111
202405|45|11140|41110000|1120000000|인천|서초구|인계동|서초1동|NH7887|자이|6545|1|6|0.014|0.016|0.004|0.253|0.119|0.034|0.021|0.071|0.029|0.181|0.029|0.011|0.128|0.034|0.059
202405|45|41110|46110000|4511000000|인천|서초구|역삼동|역삼1동|NH3058|푸르지오|3343|2|5|0.068|0.023|0.005|0.048|0.037|0.124|0.13|0.106|0.022|0.002|0.082|0.068|0.08|0.168|0.036
202405|42|28110|42110000|1114000000|인천|성남시|역삼동|서초1동|NH8849|자이|11475|2|6|0.005|0.192|0.011|0.125|0.03|0.111|0.076|0.07|0.008|0.057|0.027|0.017|0.002|0.162|0.107
202405|11|27110|26140000|1114000000|경기|성남시|서초동|역삼1동|NH1880|푸르지오|7321|1|3|0.144|0.125|0.017|0.012|0.116|0.005|0.099|0.056|0.118|0.006|0.075|0.106|0.046|0.029|0.045
202405|11|27110|42110000|4311000000|부산|서초구|서초동|서초1동|NH1707|힐스테이트|19658|2|2|0.027|0.004|0.041|0.034|0.001|0.036|0.194|0.131|0.153|0.128|0.064|0.083|0.04|0.017|0.047
202405|11|45110|11170000|4115000000|서울|성남시|역삼동|역삼1동|NH8778|래미안|14683|2|4|0.02|0.054|0.075|0.127|0.013|0.063|0.159|0.074|0.087|0.013|0.02|0.071|0.137|0.084|0.003
202405|47|27110|11200000|2711000000|경기|강남구|인계동|역삼1동|NH1630|자이|17192|1|5|0.066|0.103|0.027|0.008|0.063|0.031|0.028|0.039|0.094|0.098|0.037|0.056|0.026|0.093|0.231
202405|41|28110|27110000|4611000000|부산|성남시|인계동|역삼1동|NH4539|래미안|13161|1|6|0.082|0.006|0.012|0.001|0.042|0.005|0.133|0.003|0.07|0.027|0.387|0.043|0.028|0.136|0.027
202405|44|42110|43110000|2611000000|인천|성남시|서초동|서초1동|NH3374|힐스테이트|6991|2|4|0.027|0.031|0.056|0.02|0.053|0.034|0.081|0.084|0.029|0.057|0.173|0.02|0.087|0.056|0.192
202405|26|28110|45110000|2611000000|부산|성남시|인계동|역삼1동|NH9687|자이|17804|x|4|0.039|0.022|0.027|0.02|0.085|0.057|0.03|0.005|0.019|0.107|0.017|0.08|0.086|0.339|0.068
202405|46|41130|47110000|1120000000|부산|성남시|서초동|서초1동|NH3879|래미안|19794|x|3|0.122|0.093|0.012|0.024|0.054|0.06|0.016|0.019|0.028|0.227|0.047|0.0|0.086|0.056|0.157
202405|44|44130|11170000|1120000000|경기|수원시|역삼동|역삼1동|NH5057|힐스테이트|15746|x|4|0.033|0.008|0.03|0.09|0.093|0.02|0.171|0.01|0.143|0.108|0.018|0.073|0.098|0.049|0.057
202405|41|45110|26110000|4311000000|서울|서초구|역삼동|서초1동|NH8291|자이|13037|1|2|0.131|0.085|0.013|0.025|0.027|0.004|0.035|0.019|0.185|0.289|0.002|0.007|0.053|0.12|0.004
202405|46|41130|28110000|4111000000|부산|서초구|서초동|역삼1동|NH4571|푸르지오|7287|1|3|0.127|0.077|0.071|0.089|0.065|0.019|0.065|0.071|0.035|0.036|0.077|0.008|0.029|0.015|0.216
