기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202402|44|26140|27110000|4311000000|서울|서초구|역삼동|서초1동|NH6089|푸르지오|2483|2|6|0.098|0.005|0.096|0.113|0.182|0.091|0.033|0.102|0.031|0.09|0.009|0.058|0.065|0.026|0.001
202402|26|46110|42110000|4111000000|경기|성남시|서초동|역삼1동|NH6337|힐스테이트|14675|1|3|0.019|0.209|0.003|0.03|0.18|0.052|0.146|0.028|0.027|0.03|0.111|0.059|0.033|0.031|0.043
202402|42|42110|27110000|1111000000|인천|수원시|인계동|역삼1동|NH2182|래미안|10555|1|3|0.107|0.264|0.055|0.021|0.045|0.055|0.002|0.005|0.01|0.1|0.097|0.028|0.025|0.173|0.012
202402|47|26140|46110000|4413000000|인천|서초구|역삼동|서초1동|NH4346|자이|13893|2|2|0.195|0.01|0.053|0.04|0.005|0.153|0.031|0.021|0.123|0.18|0.039|0.033|0.005|0.025|0.087
202402|43|28110|28110000|1117000000|인천|성남시|서초동|서초1동|NH4008|푸르지오|11981|2|4|0.099|0.012|0.019|0.121|0.144|0.053|0.16|0.006|0.027|0.06|0.114|0.01|0.114|0.006|0.055
202402|46|41150|41110000|1120000000|인천|강남구|서초동|서초1동|NH8703|래미안|17629|2|4|0.045|0.006|0.134|0.032|0.028|0.05|0.094|0.018|0.017|0.013|0.024|0.115|0.044|0.22|0.159
202402|43|41130|42110000|1117000000|서울|강남구|역삼동|역삼1동|NH4924|자이|2910|2|3|0.047|0.261|0.04|0.006|0.089|0.047|0.089|0.019|0.163|0.042|0.035|0.012|0.099|0.036|0.017
202402|42|43110|26140000|4311000000|부산|서초구|역삼동|역삼1동|NH6357|자이|16786|1|5|0.013|0.039|0.024|0.029|0.054|0.048|0.042|0.333|0.101|0.005|0.034|0.037|0.102|0.08|0.059
202402|11|41150|41150000|1117000000|인천|수원시|인계동|역삼1동|NH8761|힐스테이트|5967|x|5|0.071|0.002|0.119|0.143|0.116|0.143|0.001|0.044|0.05|0.082|0.079|0.043|0.014|0.063|0.028
202402|43|45110|26110000|4511000000|서울|수원시|서초동|서초1동|NH4764|래미안|18560|2|2|0.263|0.055|0.014|0.094|0.059|0.079|0.016|0.043|0.018|0.003|0.075|0.149|0.113|0.014|0.006
