기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202401|44|47110|41150000|1120000000|인천|강남구|인계동|역삼1동|NH5803|래미안|12459|1|5|0.01|0.002|0.075|0.048|0.035|0.042|0.134|0.223|0.042|0.165|0.139|0.039|0.004|0.013|0.028
202401|11|26110|47110000|2811000000|인천|서초구|역삼동|역삼1동|NH6312|푸르지오|4353|2|5|0.033|0.191|0.059|0.116|0.029|0.003|0.021|0.03|0.159|0.009|0.155|0.016|0.013|0.067|0.1
202401|43|11110|43110000|2811000000|경기|성남시|역삼동|서초1동|NH2369|힐스테이트|10073|1|6|0.26|0.103|0.032|0.043|0.156|0.02|0.092|0.017|0.005|0.03|0.014|0.073|0.061|0.082|0.011
202401|46|43110|26110000|1114000000|인천|강남구|인계동|역삼1동|NH9081|푸르지오|14632|1|4|0.067|0.005|0.03|0.234|0.043|0.069|0.05|0.002|0.008|0.022|0.194|0.008|0.058|0.079|0.13
202401|46|11110|11140000|2611000000|경기|수원시|역삼동|서초1동|NH5507|래미안|11018|2|4|0.174|0.008|0.286|0.001|0.002|0.061|0.154|0.015|0.031|0.015|0.095|0.065|0.013|0.021|0.059
202401|43|11200|42110000|2611000000|서울|서초구|서초동|서초1동|NH8644|힐스테이트|2073|1|5|0.011|0.011|0.177|0.053|0.009|0.072|0.009|0.01|0.114|0.098|0.142|0.144|0.013|0.013|0.123
202401|44|11200|41150000|4611000000|서울|서초구|인계동|역삼1동|NH4027|래미안|3201|2|3|0.05|0.002|0.139|0.094|0.102|0.024|0.029|0.03|0.003|0.0|0.218|0.043|0.089|0.044|0.133
202401|26|27110|44130000|4611000000|서울|수원시|역삼동|서초1동|NH1843|푸르지오|17734|1|6|0.017|0.039|0.01|0.205|0.006|0.077|0.02|0.089|0.122|0.102|0.045|0.19|0.041|0.028|0.005
202401|43|41130|43110000|4113000000|부산|성남시|인계동|서초1동|NH5482|자이|12950|2|4|0.115|0.041|0.022|0.052|0.029|0.042|0.061|0.122|0.003|0.024|0.193|0.017|0.204|0.05|0.026
202401|45|11200|11110000|4511000000|서울|서초구|인계동|역삼1동|NH3229|힐스테이트|8271|2|6|0.041|0.066|0.032|0.045|0.144|0.135|0.082|0.034|0.024|0.162|0.141|0.025|0.007|0.058|0.005
202401|47|41110|47110000|2811000000|인천|서초구|인계동|서초1동|NH2582|자이|15865|1|5|0.108|0.079|0.012|0.031|0.119|0.038|0.006|0.044|0.02|0.141|0.072|0.176|0.075|0.077|0.002
202401|44|11110|46110000|4211000000|인천|성남시|역삼동|역삼1동|NH1841|푸르지오|12720|x|5|0.046|0.179|0.081|0.064|0.045|0.058|0.036|0.037|0.114|0.056|0.006|0.118|0.028|0.038|0.093
202401|47|41110|43110000|4311000000|서울|강남구|역삼동|서초1동|NH3587|래미안|15790|1|5|0.087|0.009|0.026|0.089|0.318|0.066|0.006|0.049|0.022|0.013|0.083|0.094|0.042|0.033|0.063
202401|26|47110|45110000|1120000000|인천|강남구|역삼동|서초1동|NH7971|자이|12169|2|3|0.014|0.14|0.008|0.051|0.1|0.004|0.037|0.002|0.366|0.123|0.017|0.032|0.05|0.014|0.043
202401|11|27110|27110000|2711000000|경기|강남구|서초동|역삼1동|NH8549|푸르지오|2508|1|5|0.002|0.035|0.003|0.048|0.068|0.051|0.031|0.19|0.138|0.175|0.074|0.056|0.013|0.101|0.016
202401|41|46110|45110000|4711000000|인천|수원시|인계동|서초1동|NH6056|힐스테이트|3721|2|6|0.219|0.008|0.034|0.12|0.0|0.009|0.008|0.006|0.07|0.235|0.026|0.083|0.065|0.078|0.037
202401|11|44130|11170000|1120000000|인천|성남시|서초동|서초1동|NH6571|힐스테이트|7171|1|3|0.145|0.126|0.034|0.032|0.019|0.004|0.015|0.071|0.022|0.074|0.041|0.033|0.078|0.086|0.219
202401|46|41150|11200000|1114000000|인천|서초구|역삼동|서초1동|NH7097|자이|17553|2|3|0.165|0.002|0.043|0.0|0.028|0.062|0.047|0.057|0.218|0.004|0.014|0.043|0.123|0.118|0.078
202401|27|45110|11110000|4311000000|부산|수원시|역삼동|역삼1동|NH8765|푸르지오|13609|1|3|0.003|0.056|0.065|0.163|0.077|0.018|0.186|0.004|0.002|0.25|0.102|0.001|0.019|0.023|0.031
