기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202403|42|11110|47110000|1120000000|부산|서초구|인계동|서초1동|NH5772|힐스테이트|17615|1|5|0.059|0.126|0.078|0.063|0.018|0.033|0.072|0.004|0.055|0.001|0.1|0.032|0.1|0.241|0.018
202403|41|43110|11170000|4311000000|부산|서초구|서초동|역삼1동|NH7488|자이|10294|1|4|0.06|0.005|0.045|0.081|0.166|0.124|0.008|0.073|0.006|0.006|0.022|0.028|0.072|0.011|0.294
202403|11|11170|45110000|4511000000|경기|강남구|서초동|서초1동|NH8271|자이|12081|1|6|0.002|0.01|0.235|0.015|0.001|0.165|0.073|0.027|0.004|0.162|0.063|0.028|0.056|0.033|0.127
202403|45|27110|47110000|4113000000|인천|성남시|역삼동|역삼1동|NH2670|자이|6358|2|5|0.044|0.035|0.004|0.008|0.07|0.123|0.237|0.108|0.023|0.003|0.056|0.007|0.039|0.047|0.197
202403|41|41150|28110000|4711000000|인천|강남구|역삼동|서초1동|NH5344|자이|15467|x|5|0.093|0.128|0.008|0.055|0.137|0.025|0.029|0.038|0.012|0.059|0.078|0.05|0.056|0.165|0.068
202403|27|26110|44130000|4311000000|부산|수원시|서초동|서초1동|NH1859|힐스테이트|18467|2|5|0.006|0.017|0.025|0.042|0.03|0.033|0.092|0.016|0.121|0.367|0.168|0.042|0.009|0.017|0.017
202403|41|41110|46110000|1120000000|경기|수원시|역삼동|서초1동|NH2026|힐스테이트|11226|1|6|0.019|0.143|0.049|0.049|0.081|0.032|0.182|0.103|0.013|0.113|0.059|0.094|0.016|0.008|0.037
202403|42|45110|26110000|1114000000|인천|서초구|서초동|서초1동|NH8776|자이|2921|1|5|0.144|0.031|0.017|0.101|0.034|0.016|0.199|0.026|0.127|0.006|0.028|0.042|0.038|0.172|0.017
202403|45|41150|11110000|1114000000|서울|수원시|역삼동|서초1동|NH5050|래미안|5410|2|3|0.011|0.003|0.026|0.129|0.018|0.13|0.101|0.142|0.007|0.046|0.122|0.17|0.041|0.038|0.016
202403|11|11110|11200000|4211000000|서울|서초구|역삼동|서초1동|NH3497|자이|13181|1|5|0.023|0.072|0.015|0.112|0.067|0.071|0.054|0.043|0.069|0.024|0.073|0.19|0.073|0.048|0.067
