기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202407|27|11140|27110000|4711000000|부산|성남시|인계동|서초1동|NH5404|자이|12894|1|5|0.094|0.045|0.038|0.006|0.134|0.022|0.088|0.047|0.067|0.197|0.058|0.107|0.021|0.004|0.074
202407|27|28110|41110000|2811000000|인천|강남구|인계동|서초1동|NH6755|푸르지오|4805|x|6|0.05|0.003|0.073|0.09|0.052|0.033|0.089|0.069|0.01|0.004|0.044|0.103|0.194|0.029|0.158
202407|47|47110|41110000|4115000000|인천|수원시|서초동|서초1동|NH5292|힐스테이트|15893|1|5|0.048|0.015|0.048|0.031|0.059|0.011|0.073|0.073|0.075|0.013|0.009|0.072|0.014|0.154|0.306
202407|45|11170|44130000|4113000000|인천|성남시|서초동|역삼1동|NH1328|힐스테이트|14804|2|2|0.095|0.003|0.001|0.05|0.048|0.104|0.112|0.083|0.251|0.004|0.029|0.017|0.055|0.088|0.061
202407|45|26110|11200000|4311000000|경기|서초구|역삼동|서초1동|NH9949|힐스테이트|11237|1|5|0.011|0.019|0.059|0.099|0.094|0.019|0.091|0.052|0.019|0.117|0.048|0.041|0.094|0.168|0.069
202407|11|11140|44130000|2711000000|부산|강남구|역삼동|서초1동|NH7998|푸르지오|18611|1|3|0.052|0.018|0.183|0.114|0.068|0.112|0.117|0.016|0.013|0.021|0.067|0.037|0.036|0.132|0.014
202407|42|11140|44130000|4413000000|서울|서초구|역삼동|역삼1동|NH1667|힐스테이트|2591|x|5|0.014|0.04|0.26|0.033|0.006|0.185|0.057|0.002|0.011|0.003|0.032|0.056|0.141|0.022|0.138
202407|47|43110|26110000|4611000000|인천|수원시|인계동|역삼1동|NH6527|자이|2893|2|3|0.014|0.002|0.066|0.027|0.201|0.095|0.0|0.145|0.186|0.087|0.005|0.006|0.048|0.027|0.093
202407|44|26140|41110000|1111000000|경기|강남구|역삼동|역삼1동|NH7791|푸르지오|13284|1|4|0.005|0.079|0.058|0.004|0.331|0.097|0.001|0.035|0.004|0.021|0.125|0.056|0.03|0.102|0.051
202407|27|28110|28110000|4711000000|부산|강남구|역삼동|역삼1동|NH8500|푸르지오|13041|2|3|0.009|0.085|0.049|0.033|0.063|0.021|0.017|0.095|0.105|0.141|0.078|0.011|0.144|0.052|0.099
202407|46|46110|46110000|4311000000|서울|수원시|역삼동|서초1동|NH6340|힐스테이트|8194|2|5|0.037|0.185|0.054|0.101|0.061|0.007|0.005|0.007|0.107|0.021|0.086|0.006|0.023|0.217|0.08
202407|27|42110|11110000|1114000000|서울|성남시|인계동|역삼1동|NH4711|푸르지오|16615|2|4|0.027|0.144|0.027|0.008|0.101|0.046|0.035|0.078|0.122|0.116|0.005|0.086|0.036|0.041|0.129
202407|45|26110|28110000|2811000000|부산|강남구|역삼동|역삼1동|NH2594|래미안|17126|2|5|0.062|0.046|0.145|0.055|0.008|0.036|0.185|0.053|0.011|0.04|0.024|0.029|0.068|0.079|0.158
202407|44|47110|11110000|4611000000|인천|성남시|인계동|역삼1동|NH6073|래미안|13782|2|5|0.088|0.018|0.023|0.05|0.017|0.018|0.071|0.091|0.015|0.289|0.077|0.011|0.065|0.13|0.036
202407|26|45110|26140000|4511000000|부산|성남시|역삼동|서초1동|NH2004|힐스테이트|8255|2|6|0.039|0.009|0.011|0.169|0.024|0.174|0.075|0.01|0.011|0.035|0.084|0.057|0.169|0.083|0.05
202407|44|42110|41130000|2614000000|부산|성남시|역삼동|서초1동|NH2592|자이|18396|2|4|0.0|0.166|0.033|0.006|0.056|0.004|0.072|0.029|0.145|0.077|0.092|0.283|0.007|0.006|0.024
