기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202404|27|43110|45110000|2614000000|경기|서초구|역삼동|서초1동|NH3935|자이|15899|2|3|0.007|0.024|0.065|0.236|0.092|0.024|0.002|0.043|0.034|0.03|0.079|0.085|0.009|0.089|0.182
202404|27|43110|41110000|4711000000|부산|수원시|인계동|역삼1동|NH3224|힐스테이트|10323|2|6|0.021|0.087|0.08|0.063|0.033|0.058|0.047|0.202|0.034|0.026|0.122|0.006|0.023|0.193|0.004
202404|41|43110|45110000|4511000000|경기|강남구|역삼동|서초1동|NH5255|자이|18891|1|6|0.01|0.225|0.001|0.108|0.06|0.008|0.046|0.012|0.093|0.05|0.057|0.026|0.195|0.094|0.018
202404|26|26110|41150000|4311000000|부산|수원시|역삼동|서초1동|NH4011|푸르지오|15855|1|5|0.047|0.012|0.076|0.277|0.015|0.348|0.005|0.013|0.016|0.057|0.006|0.029|0.035|0.05|0.014
202404|41|45110|11110000|4211000000|부산|서초구|역삼동|역삼1동|NH5908|래미안|14348|2|6|0.075|0.026|0.096|0.054|0.12|0.047|0.02|0.015|0.069|0.047|0.014|0.02|0.086|0.145|0.164
202404|45|41130|28110000|4111000000|인천|강남구|서초동|역삼1동|NH3552|자이|6841|1|4|0.058|0.016|0.166|0.152|0.077|0.025|0.049|0.033|0.064|0.0|0.01|0.192|0.031|0.058|0.07
202404|47|26140|11200000|4511000000|부산|수원시|역삼동|역삼1동|NH3527|래미안|10002|1|5|0.106|0.0|0.048|0.143|0.014|0.072|0.137|0.025|0.034|0.01|0.088|0.198|0.078|0.04|0.007
202404|43|46110|26110000|4111000000|경기|수원시|역삼동|역삼1동|NH8774|자이|14875|2|6|0.147|0.072|0.053|0.05|0.082|0.033|0.047|0.004|0.018|0.152|0.246|0.026|0.016|0.004|0.05
202404|44|41110|41150000|4113000000|인천|수원시|역삼동|역삼1동|NH7506|자이|2140|1|5|0.092|0.028|0.104|0.009|0.049|0.054|0.176|0.04|0.045|0.016|0.139|0.027|0.01|0.132|0.078
202404|42|43110|41150000|4111000000|경기|서초구|역삼동|역삼1동|NH5194|푸르지오|18740|1|3|0.107|0.098|0.001|0.09|0.088|0.04|0.193|0.024|0.123|0.079|0.01|0.058|0.027|0.015|0.046
202404|41|11110|11170000|4711000000|부산|강남구|인계동|서초1동|NH5284|래미안|9345|1|6|0.113|0.004|0.172|0.029|0.015|0.059|0.154|0.033|0.046|0.108|0.021|0.004|0.052|0.046|0.144
202404|11|11170|11110000|4211000000|서울|서초구|인계동|역삼1동|NH6637|푸르지오|18954|2|4|0.031|0.055|0.053|0.104|0.05|0.009|0.048|0.081|0.156|0.01|0.215|0.037|0.025|0.026|0.1
202404|41|26110|26110000|4113000000|인천|수원시|서초동|역삼1동|NH4577|푸르지오|5047|1|4|0.028|0.019|0.157|0.049|0.011|0.063|0.007|0.061|0.048|0.095|0.222|0.102|0.03|0.011|0.096
202404|45|42110|44130000|4511000000|경기|강남구|역삼동|서초1동|NH2531|푸르지오|16090|2|6|0.087|0.041|0.012|0.207|0.18|0.109|0.057|0.005|0.045|0.026|0.03|0.053|0.082|0.025|0.042
202404|47|11140|11140000|4711000000|경기|강남구|역삼동|서초1동|NH6916|래미안|7024|2|5|0.015|0.323|0.092|0.049|0.138|0.029|0.075|0.03|0.027|0.021|0.001|0.001|0.011|0.18|0.009
202404|26|47110|28110000|4115000000|경기|강남구|인계동|서초1동|NH6337|자이|4801|1|5|0.057|0.023|0.047|0.045|0.038|0.184|0.02|0.02|0.044|0.023|0.107|0.26|0.038|0.06|0.034
202404|41|41110|42110000|2711000000|인천|서초구|인계동|역삼1동|NH9179|푸르지오|16584|1|5|0.01|0.133|0.175|0.01|0.145|0.068|0.033|0.055|0.084|0.027|0.002|0.014|0.224|0.015|0.004
202404|42|11200|28110000|4115000000|인천|강남구|인계동|서초1동|NH8130|자이|6889|2|3|0.006|0.05|0.001|0.116|0.039|0.079|0.114|0.073|0.023|0.056|0.045|0.042|0.074|0.049|0.232
202404|27|42110|41150000|4311000000|부산|수원시|서초동|서초1동|NH2898|래미안|8835|1|3|0.164|0.127|0.049|0.093|0.034|0.196|0.071|0.05|0.071|0.01|0.012|0.023|0.0|0.043|0.057
202404|27|41150|46110000|2711000000|인천|수원시|역삼동|역삼1동|NH6694|래미안|2758|2|4|0.181|0.031|0.009|0.055|0.101|0.05|0.099|0.086|0.026|0.098|0.008|0.036|0.135|0.036|0.049
202404|43|28110|28110000|1117000000|서울|수원시|역삼동|서초1동|NH5521|자이|15006|2|6|0.087|0.032|0.112|0.158|0.005|0.035|0.001|0.057|0.126|0.103|0.139|0.063|0.025|0.048|0.008
202404|47|44130|41110000|2711000000|경기|강남구|인계동|서초1동|NH2439|래미안|11217|2|6|0.121|0.188|0.018|0.09|0.013|0.025|0.047|0.24|0.066|0.013|0.037|0.003|0.089|0.027|0.023
202404|43|26110|28110000|2614000000|부산|강남구|역삼동|서초1동|NH9839|푸르지오|3066|1|5|0.049|0.023|0.028|0.1|0.207|0.139|0.001|0.137|0.05|0.034|0.007|0.073|0.057|0.065|0.03
202404|44|11200|45110000|4611000000|경기|서초구|서초동|서초1동|NH2355|푸르지오|5245|1|4|0.032|0.03|0.116|0.051|0.174|0.119|0.108|0.034|0.015|0.091|0.03|0.017|0.002|0.13|0.05
202404|44|42110|11170000|1114000000|인천|수원시|서초동|서초1동|NH1778|푸르지오|11773|2|2|0.089|0.094|0.098|0.035|0.046|0.098|0.095|0.021|0.082|0.007|0.033|0.015|0.039|0.007|0.242
202404|44|11170|44130000|1111000000|부산|강남구|인계동|역삼1동|NH3769|자이|4686|1|5|0.039|0.027|0.031|0.031|0.094|0.093|0.027|0.021|0.038|0.087|0.155|0.011|0.103|0.225|0.02
