기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202408|45|41110|41150000|1114000000|경기|성남시|서초동|역삼1동|NH2846|푸르지오|2306|2|5|0.139|0.089|0.008|0.007|0.015|0.121|0.129|0.025|0.017|0.251|0.013|0.042|0.006|0.094|0.044
202408|46|43110|44130000|4113000000|경기|성남시|서초동|서초1동|NH5063|힐스테이트|17782|1|6|0.059|0.015|0.174|0.058|0.125|0.007|0.031|0.026|0.121|0.028|0.02|0.09|0.102|0.04|0.102
202408|11|44130|11140000|1114000000|서울|서초구|역삼동|서초1동|NH3286|힐스테이트|16443|x|4|0.028|0.189|0.113|0.117|0.05|0.004|0.069|0.017|0.004|0.118|0.036|0.04|0.078|0.074|0.062
202408|46|46110|44130000|1111000000|경기|강남구|인계동|서초1동|NH3485|푸르지오|17743|1|2|0.098|0.055|0.145|0.034|0.029|0.016|0.054|0.078|0.005|0.02|0.045|0.037|0.287|0.029|0.068
202408|45|11200|11170000|1120000000|인천|강남구|역삼동|역삼1동|NH1618|자이|6821|1|4|0.018|0.041|0.028|0.001|0.002|0.047|0.059|0.114|0.008|0.077|0.165|0.007|0.005|0.327|0.1
202408|43|44130|47110000|4511000000|부산|강남구|역삼동|서초1동|NH7662|래미안|12850|2|3|0.006|0.035|0.219|0.028|0.049|0.039|0.07|0.042|0.205|0.002|0.008|0.089|0.19|0.017|0.001
202408|46|42110|11170000|4413000000|인천|서초구|인계동|역삼1동|NH3684|래미안|6030|1|2|0.121|0.021|0.023|0.189|0.049|0.154|0.203|0.018|0.04|0.013|0.049|0.009|0.003|0.022|0.086
202408|44|41150|11170000|1111000000|인천|수원시|서초동|서초1동|NH6727|푸르지오|8255|1|4|0.004|0.009|0.019|0.153|0.007|0.148|0.0|0.01|0.013|0.01|0.021|0.185|0.092|0.199|0.131
202408|43|46110|41150000|2711000000|인천|수원시|역삼동|역삼1동|NH3893|힐스테이트|15875|x|6|0.064|0.312|0.013|0.019|0.053|0.045|0.054|0.245|0.044|0.063|0.026|0.015|0.018|0.004|0.024
202408|42|26140|11200000|1120000000|부산|서초구|역삼동|서초1동|NH6579|힐스테이트|11532|1|5|0.081|0.23|0.026|0.011|0.01|0.018|0.097|0.09|0.079|0.046|0.009|0.073|0.194|0.002|0.035
202408|47|11200|11140000|4113000000|부산|성남시|인계동|역삼1동|NH7038|힐스테이트|13810|1|6|0.043|0.175|0.014|0.026|0.121|0.006|0.032|0.133|0.075|0.023|0.113|0.077|0.105|0.036|0.021
202408|44|11200|11110000|4111000000|서울|서초구|역삼동|역삼1동|NH1622|힐스테이트|10847|1|4|0.019|0.062|0.023|0.051|0.049|0.004|0.175|0.007|0.022|0.063|0.012|0.231|0.062|0.133|0.089
202408|11|11170|27110000|4111000000|서울|성남시|역삼동|역삼1동|NH2343|푸르지오|13531|2|5|0.107|0.058|0.009|0.044|0.167|0.107|0.059|0.04|0.094|0.122|0.0|0.033|0.01|0.063|0.087
202408|45|41130|45110000|2614000000|경기|성남시|역삼동|서초1동|NH4017|푸르지오|13162|1|4|0.011|0.123|0.028|0.007|0.049|0.119|0.088|0.093|0.006|0.102|0.024|0.076|0.108|0.148|0.019
202408|27|28110|11200000|4413000000|서울|성남시|인계동|서초1동|NH2723|힐스테이트|18665|1|4|0.013|0.036|0.01|0.077|0.046|0.12|0.006|0.141|0.03|0.018|0.106|0.05|0.231|0.026|0.09
202408|26|26140|44130000|4413000000|경기|서초구|인계동|서초1동|NH7900|푸르지오|5462|1|6|0.093|0.005|0.029|0.199|0.077|0.075|0.077|0.01|0.041|0.083|0.008|0.065|0.021|0.088|0.128
202408|42|41110|27110000|2611000000|서울|성남시|서초동|역삼1동|NH9657|자이|11936|2|5|0.106|0.134|0.013|0.0|0.233|0.144|0.015|0.004|0.01|0.017|0.031|0.046|0.211|0.035|0.0
