기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202407|CNTY_GU|41|44130|41150000|부산|수원시|인계동|1114000000|인계동|2|70|0|1|4|40|404|404|836|41758|31529.0|15213.0|5171.0|11145.0|30493|11096|4616|12737716.0|6146052.0|2089084.0|4502580.0|4661707|2271839|539575|70045|116|225|120|30|4921318|17782129|3768062|1260803|6.11|9|2.86|7|347|472|3123.0
202407|PRVNC|26|45110|41130000|부산|성남시|서초동|1117000000|역삼1가|1|35|0|1|3|351|408|408|487|87955|6598.0|2550.0|1032.0|3016.0|6156|2544|1003|2691984.0|1040400.0|421056.0|1230528.0|4776836|2672489|24145|127246|50|181|88|26|9571320|9901019|1418145|447601|2.28|27|1.27|48|170|431|4590.0
202407|CNTY_GU|11|11140|11110000|인천|성남시|인계동|4311000000|역삼1가|1|60|1|2|7|616|428|428|180|64281|19593.0|12847.0|7165.0|0.0|15318|10532|6479|8385804.0|5498516.0|3066620.0|0.0|25496|1644318|359368|91299|55|201|116|20|5281878|3373167|3075723|1181263|4.72|57|3.1|46|278|98|15846.0
202407|ADM|26|11110|41150000|서울|서초구|인계동|2811000000|인계동|2|50|1|1|5|1765|46|46|166|96620|2783.0|1235.0|999.0|549.0|2217|1138|766|128018.0|56810.0|45954.0|25254.0|1942544|1825255|650528|413373|7|27|8|4|1552812|17004|3978044|56362|6.52|5|1.51|100|269|165|1345.0
202407|CNTY_GU|26|41130|11110000|부산|성남시|서초동|1120000000|역삼1가|1|50|1|2|5|1132|156|156|772|53208|25244.0|18808.0|9444.0|0.0|23021|14622|7388|3938064.0|2934048.0|1473264.0|0.0|128181|2961088|692616|99177|29|90|36|8|2170730|11412142|1344171|1511287|7.91|14|2.75|88|97|370|1358.0
202407|ADM|27|46110|41110000|부산|서초구|서초동|2811000000|인계동|2|30|0|2|1|1313|180|180|635|78292|2921.0|1617.0|543.0|761.0|2902|1485|537|525780.0|291060.0|97740.0|136980.0|4153515|1231589|632628|61274|27|101|48|11|6454119|5063372|4035912|1816144|3.6|26|4.3|39|195|24|5070.0
202407|CNTY_GU|27|45110|27110000|부산|서초구|역삼동|1114000000|인계동|1|70|2|1|9|153|222|222|838|27190|20681.0|14208.0|7226.0|0.0|17613|10806|5198|4591182.0|3154176.0|1604172.0|0.0|3551229|607213|265671|169070|31|130|27|21|2049968|927405|1060942|1362716|3.87|23|1.71|86|221|393|5083.0
202407|ADM|47|45110|41130000|대구|서초구|서초동|1120000000|서초1동|1|50|1|2|4|233|237|237|734|77465|31435.0|20080.0|7931.0|3424.0|22563|19488|6918|7450095.0|4758960.0|1879647.0|811488.0|552981|1433243|687852|403986|69|108|30|18|3041262|6674765|4615481|1650589|2.52|5|4.44|81|120|119|600.0
202407|PRVNC|41|45110|41130000|서울|강남구|역삼동|4511000000|인계동|1|45|0|1|8|1270|30|30|451|67878|35554.0|12763.0|7983.0|14808.0|31963|12087|7127|1066620.0|382890.0|239490.0|444240.0|2579809|2958906|114440|167989|5|12|4|1|5267479|17160729|106976|11396|3.33|0|2.37|140|0|455|0.0
202407|CNTY_GU|46|28110|42110000|서울|성남시|인계동|1114000000|인계동|2|30|3|1|8|325|419|419|722|26812|49104.0|34440.0|12179.0|2485.0|41147|26183|10181|20574576.0|14430360.0|5103001.0|1041215.0|4656241|51477|211272|473451|79|226|109|11|4095131|7878433|4926233|1796589|2.58|6|2.21|77|451|472|2706.0
202407|CNTY_GU|42|46110|41130000|인천|서초구|인계동|4413000000|인계동|2|70|1|1|5|334|196|196|822|14551|48904.0|37126.0|14808.0|0.0|43975|29264|12930|9585184.0|7276696.0|2902368.0|0.0|4638431|1482108|55153|116742|26|95|50|12|4470050|6089453|742464|1255125|3.86|18|2.07|33|280|346|5040.0
202407|CNTY_GU|26|45110|46110000|경기|강남구|인계동|2811000000|역삼1가|1|50|1|2|4|169|478|478|794|95338|45053.0|23197.0|8424.0|13432.0|38129|19380|7221|21535334.0|11088166.0|4026672.0|6420496.0|539160|2136467|973305|155692|103|260|128|8|7329035|17622586|3722797|752573|5.96|67|3.63|81|123|288|8241.0
202407|ADM|47|41130|28110000|부산|성남시|인계동|2611000000|인계동|2|45|0|2|10|1199|265|265|955|57461|4946.0|2455.0|1199.0|1292.0|4554|1998|990|1310690.0|650575.0|317735.0|342380.0|2709616|418149|406907|87868|64|151|53|4|2454731|5371927|3056939|1769022|2.22|35|1.36|119|94|479|3290.0
202407|ADM|43|26110|46110000|인천|수원시|서초동|2614000000|인계동|2|70|0|2|3|102|387|387|331|56585|37943.0|15242.0|5551.0|17150.0|33819|11298|4973|14683941.0|5898654.0|2148237.0|6637050.0|4438049|1137926|357991|392848|88|179|54|16|6388840|3114947|4332743|1998132|6.2|13|2.37|138|90|372|1170.0
202407|CNTY_GU|44|46110|46110000|대구|성남시|역삼동|1120000000|인계동|2|60|1|2|5|944|1|1|211|33484|47090.0|33021.0|6043.0|8026.0|44497|30561|5666|47090.0|33021.0|6043.0|8026.0|457312|714527|569502|408591|0|0|0|0|224761|7767174|1799562|228805|2.4|0|4.46|82|0|402|0.0
202407|ADM|26|41130|45110000|부산|강남구|서초동|4413000000|서초1동|2|55|0|2|7|417|304|304|307|54300|45469.0|32563.0|7036.0|5870.0|32276|31847|5006|13822576.0|9899152.0|2138944.0|1784480.0|198723|1823187|94281|219551|87|178|66|26|2036078|10395476|2057015|1728702|5.92|3|3.18|79|93|353|279.0
