기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202402|ADM|41|45110|44130000|서울|강남구|서초동|4311000000|역삼1가|2|45|0|2|6|1377|111|111|974|60866|13598.0|8135.0|4651.0|812.0|13209|6004|3902|1509378.0|902985.0|516261.0|90132.0|4070387|1727708|62312|228366|25|45|25|2|3008372|5266379|151361|1028717|6.86|6|1.27|75|160|436|960.0
202402|ADM|44|41150|41110000|인천|수원시|인계동|4211000000|서초1동|1|25|0|2|8|1169|415|415|780|30896|45513.0|36197.0|15200.0|0.0|35333|32737|11732|18887895.0|15021755.0|6308000.0|0.0|3510641|277821|9326|263783|78|194|52|17|1094629|19266229|21334|1080053|4.18|37|2.45|165|464|431|17168.0
202402|ADM|11|42110|11170000|부산|성남시|역삼동|1114000000|인계동|1|50|2|2|1|353|456|456|386|50897|15906.0|6153.0|4738.0|5015.0|13430|4690|3679|7253136.0|2805768.0|2160528.0|2286840.0|2520602|1356611|28207|303490|105|263|54|2|9523534|14934792|3652760|1978327|6.14|26|3.45|96|130|344|3380.0
202402|ADM|44|46110|11200000|부산|서초구|역삼동|4311000000|역삼1가|2|70|0|1|5|1771|146|146|250|82975|15012.0|7389.0|5025.0|2598.0|12268|6270|4662|2191752.0|1078794.0|733650.0|379308.0|4536658|2760349|149858|276454|30|60|24|13|583459|12885495|4070548|1997799|7.72|3|4.1|39|189|312|567.0
202402|ADM|42|26110|47110000|서울|강남구|역삼동|4311000000|역삼1가|2|60|0|2|5|619|490|490|702|24053|966.0|739.0|122.0|105.0|951|560|100|473340.0|362110.0|59780.0|51450.0|1711607|2939814|686377|499957|140|215|56|13|8621131|13169998|2108367|893699|6.58|58|4.22|134|33|137|1914.0
202402|PRVNC|43|41110|26110000|부산|수원시|서초동|2811000000|서초1동|1|30|0|2|3|1621|265|265|24|95292|36132.0|23340.0|7661.0|5131.0|27117|19022|6111|9574980.0|6185100.0|2030165.0|1359715.0|3833122|493596|817961|19226|32|157|77|2|8985537|17461244|1776205|565902|6.77|33|4.49|86|19|125|627.0
202402|ADM|47|26140|41130000|대구|성남시|서초동|4413000000|역삼1가|1|35|3|2|9|10|122|122|36|40636|45829.0|15353.0|9209.0|21267.0|37101|14274|6960|5591138.0|1873066.0|1123498.0|2594574.0|1246809|1872353|51569|77167|27|58|33|9|439735|18400809|3746945|458787|3.89|17|3.7|26|170|437|2890.0
202402|ADM|42|11170|42110000|부산|서초구|서초동|4115000000|서초1동|2|35|3|1|5|1402|433|433|499|79406|28861.0|21403.0|11384.0|0.0|25932|15160|11364|12496813.0|9267499.0|4929272.0|0.0|214511|1604908|629253|43560|82|248|125|40|9530291|3207234|1524454|847914|3.01|13|1.56|119|365|244|4745.0
202402|CNTY_GU|44|41110|11170000|경기|서초구|서초동|4711000000|인계동|1|20|3|2|9|1550|73|73|911|26411|45425.0|17916.0|10981.0|16528.0|35648|13769|8878|3316025.0|1307868.0|801613.0|1206544.0|4126499|1422059|581714|340975|20|34|21|6|8661269|13036156|3970517|321954|6.45|3|2.11|8|302|344|906.0
202402|CNTY_GU|45|41130|11170000|서울|성남시|역삼동|4311000000|서초1동|1|25|0|1|5|149|130|130|324|74843|20699.0|8919.0|2378.0|9402.0|17871|8708|1802|2690870.0|1159470.0|309140.0|1222260.0|2290285|278462|190139|259504|35|65|18|4|2773668|18300025|2857914|162228|4.67|5|3.43|122|346|482|1730.0
