기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202408|ADM|26|41150|27110000|부산|서초구|서초동|4211000000|서초1동|1|20|0|1|5|1254|143|143|299|94368|3907.0|2052.0|701.0|1154.0|2747|1750|596|558701.0|293436.0|100243.0|165022.0|4914011|2212668|27186|416629|40|80|40|10|3648722|10240944|769426|1236143|6.93|17|2.33|150|429|377|7293.0
202408|ADM|11|26110|11110000|서울|서초구|인계동|2614000000|역삼1가|1|60|1|2|9|1665|106|106|196|86646|36605.0|17384.0|6886.0|12335.0|27117|14099|6306|3880130.0|1842704.0|729916.0|1307510.0|1252061|515674|221905|402503|25|42|13|4|7151747|8950592|1856357|969497|5.08|0|3.39|102|0|476|0.0
202408|ADM|27|11140|47110000|서울|서초구|역삼동|4511000000|인계동|2|45|0|1|3|198|490|490|579|54139|17163.0|11213.0|3915.0|2035.0|12312|10053|3213|8409870.0|5494370.0|1918350.0|997150.0|376856|531598|409318|286793|83|277|146|21|8500196|18190823|3210365|766084|2.38|18|4.01|152|344|207|6192.0
202408|ADM|43|45110|27110000|부산|수원시|인계동|2614000000|인계동|1|55|2|1|5|460|12|12|163|45323|34507.0|19028.0|10570.0|4909.0|33643|14256|9281|414084.0|228336.0|126840.0|58908.0|1834637|171526|41753|54520|2|6|3|0|4075283|19986535|2750975|1055070|6.14|1|3.17|99|11|379|11.0
202408|CNTY_GU|42|42110|27110000|부산|서초구|역삼동|1117000000|인계동|2|55|2|1|3|1184|306|306|435|80829|37116.0|19750.0|10412.0|6954.0|36428|16416|7541|11357496.0|6043500.0|3186072.0|2127924.0|3010493|2704962|881869|360728|70|122|69|23|3788681|12270392|619447|1363280|4.95|27|3.02|132|368|220|9936.0
202408|ADM|45|28110|41150000|경기|성남시|역삼동|2811000000|인계동|2|50|0|2|3|1199|497|497|905|67745|28076.0|10757.0|6088.0|11231.0|24522|8455|4853|13953772.0|5346229.0|3025736.0|5581807.0|867523|2315611|307387|146838|118|201|113|16|3553716|4774307|945351|989558|3.18|15|4.29|25|194|447|2910.0
202408|CNTY_GU|46|28110|47110000|인천|성남시|역삼동|4113000000|서초1동|1|45|2|1|6|837|425|425|208|28122|12579.0|5891.0|2190.0|4498.0|11981|5850|2134|5346075.0|2503675.0|930750.0|1911650.0|99390|2491102|784675|96488|93|237|66|17|2311984|3512938|544661|213809|3.49|56|3.8|111|60|240|3360.0
202408|CNTY_GU|44|26140|26110000|경기|강남구|역삼동|1114000000|역삼1가|1|55|2|1|6|54|467|467|395|92281|32669.0|25173.0|7413.0|83.0|23796|19793|5282|15256423.0|11755791.0|3461871.0|38761.0|2574976|2061287|853505|489712|124|206|71|19|7425688|1864865|4700148|979555|5.52|4|1.02|92|51|261|204.0
202408|ADM|45|27110|41130000|대구|성남시|역삼동|2611000000|서초1동|1|60|2|1|5|1053|271|271|186|15135|0.0|0.0|0.0|0.0|0|0|0|0.0|0.0|0.0|0.0|1306665|659629|398298|54892|72|127|71|3|9359752|2235681|3418576|728638|5.72|11|2.43|139|247|409|2717.0
202408|CNTY_GU|26|26110|11140000|인천|수원시|역삼동|4711000000|역삼1가|1|50|0|2|4|784|148|148|97|36874|43211.0|28322.0|14067.0|822.0|37448|25305|12373|6395228.0|4191656.0|2081916.0|121656.0|4828904|1755100|932738|110376|31|74|41|5|663188|10167701|3801728|540109|4.94|5|2.73|26|33|358|165.0
