기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202412|CNTY_GU|45|41130|11110000|인천|수원시|역삼동|4611000000|역삼1가|2|45|0|1|7|145|2|2|256|82389|45875.0|31307.0|17080.0|0.0|32510|26493|14835|91750.0|62614.0|34160.0|0.0|1954547|81976|288839|357668|0|0|0|0|2562430|6214998|2254798|313534|5.82|0|4.7|79|0|469|0.0
202412|ADM|46|46110|47110000|부산|서초구|서초동|4413000000|역삼1가|2|40|1|2|1|1062|420|420|907|26655|33901.0|14100.0|6312.0|13489.0|31845|10889|5045|14238420.0|5922000.0|2651040.0|5665380.0|1796761|2354198|997772|50834|122|210|113|7|6032190|17678250|1719784|1137471|3.32|3|1.42|92|79|317|237.0
202412|CNTY_GU|47|45110|47110000|대구|서초구|역삼동|4111000000|서초1동|2|60|2|2|4|649|148|148|639|50959|14354.0|7533.0|3221.0|3600.0|13843|5809|2719|2124392.0|1114884.0|476708.0|532800.0|4062342|2785481|242442|272727|21|69|33|9|7539946|2717721|1824068|1805511|3.57|19|2.38|108|382|216|7258.0
202412|ADM|26|11200|26110000|대구|서초구|서초동|2811000000|역삼1가|2|60|3|1|8|412|496|496|177|51949|13750.0|8460.0|3149.0|2141.0|10053|6047|2483|6820000.0|4196160.0|1561904.0|1061936.0|236696|1766362|395120|79628|86|292|118|21|3193412|11595639|1967638|1942494|3.07|9|2.7|147|370|262|3330.0
202412|CNTY_GU|46|43110|47110000|인천|강남구|서초동|4111000000|인계동|1|35|1|1|9|934|360|360|973|49260|12409.0|8163.0|3403.0|843.0|9997|7538|3009|4467240.0|2938680.0|1225080.0|303480.0|4168057|33096|645595|79754|101|175|65|15|1877849|4172449|4420990|1365302|6.01|47|4.85|94|133|53|6251.0
202412|CNTY_GU|47|26110|41150000|대구|강남구|인계동|4111000000|인계동|2|60|2|1|9|1994|258|258|842|52482|48468.0|38177.0|7515.0|2776.0|34881|33158|5510|12504744.0|9849666.0|1938870.0|716208.0|3315846|485118|192927|211343|31|105|63|9|9394096|16118843|855586|1247463|7.73|17|3.51|53|286|23|4862.0
202412|ADM|47|41110|41150000|경기|성남시|서초동|4711000000|역삼1가|1|45|1|1|10|707|170|170|122|43485|24141.0|17427.0|3473.0|3241.0|21633|12860|3428|4103970.0|2962590.0|590410.0|550970.0|3805068|1951896|90048|373388|43|101|20|0|5272953|15782045|4372542|1945183|3.6|6|4.76|13|497|129|2982.0
202412|CNTY_GU|47|11140|41130000|부산|수원시|역삼동|4311000000|서초1동|2|30|3|1|1|316|471|471|123|50609|47273.0|23170.0|5305.0|18798.0|37950|22943|3910|22265583.0|10913070.0|2498655.0|8853858.0|1393186|2599313|189520|182996|108|223|128|27|209659|2423886|4808746|1618019|7.04|42|4.47|25|464|300|19488.0
202412|PRVNC|11|41110|41130000|부산|성남시|역삼동|2614000000|역삼1가|1|65|2|1|7|523|252|252|884|99352|7128.0|4776.0|1740.0|612.0|6881|3987|1529|1796256.0|1203552.0|438480.0|154224.0|534375|1997988|618019|354777|31|111|58|21|2626972|17139211|4466117|1476977|6.72|15|2.82|137|372|374|5580.0
202412|CNTY_GU|47|45110|44130000|인천|성남시|인계동|1114000000|서초1동|1|50|3|1|6|1694|412|412|329|60788|18894.0|6036.0|4526.0|8332.0|17912|4559|3570|7784328.0|2486832.0|1864712.0|3432784.0|1444236|163774|254020|395874|82|244|103|9|9808055|5861399|3852911|1867338|2.04|55|4.41|21|462|491|25410.0
