기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202403|ADM|43|41110|41130000|경기|강남구|인계동|4511000000|인계동|2|50|0|2|2|1696|26|26|363|60515|43680.0|32922.0|4871.0|5887.0|43399|26563|4504|1135680.0|855972.0|126646.0|153062.0|4299318|1707787|969418|134383|5|14|7|1|5633186|4389999|4125289|1257101|6.54|3|4.73|134|152|129|456.0
202403|ADM|41|28110|41130000|부산|강남구|서초동|1114000000|역삼1가|2|70|0|2|2|1023|354|354|649|61665|20609.0|12080.0|7067.0|1462.0|15082|9246|6297|7295586.0|4276320.0|2501718.0|517548.0|2268979|932442|20088|445209|46|204|98|29|4566655|4291636|1916067|1726640|6.12|51|3.56|158|366|194|18666.0
202403|ADM|44|41150|11170000|대구|수원시|역삼동|4113000000|서초1동|2|55|2|1|3|890|243|243|314|43097|35190.0|21781.0|7809.0|5600.0|26471|21768|6232|8551170.0|5292783.0|1897587.0|1360800.0|4154095|2410828|545269|458603|72|112|49|2|8266353|19007452|2418389|461377|6.92|11|2.0|133|458|63|5038.0
202403|ADM|41|26140|27110000|대구|강남구|서초동|2614000000|역삼1가|2|50|0|1|3|1391|234|234|783|93896|12164.0|4489.0|3860.0|3815.0|10062|4137|3334|2846376.0|1050426.0|903240.0|892710.0|4410803|421076|877944|102106|31|137|65|23|8392528|18976857|2382671|1856064|4.81|6|1.58|40|381|454|2286.0
202403|PRVNC|46|27110|26140000|경기|서초구|인계동|4511000000|역삼1가|2|50|0|1|6|1170|352|352|623|83980|6203.0|4113.0|1351.0|739.0|4594|3325|1020|2183456.0|1447776.0|475552.0|260128.0|438127|113623|929801|208935|77|192|69|28|6331534|17184698|12025|1263051|6.01|48|2.77|57|95|308|4560.0
202403|ADM|42|41130|26110000|인천|성남시|인계동|1114000000|서초1동|1|45|0|1|6|584|160|160|614|33614|20458.0|11902.0|6805.0|1751.0|18138|10302|5855|3273280.0|1904320.0|1088800.0|280160.0|2120366|2038249|347987|474135|25|74|41|14|5711330|4397981|2647651|1837614|5.29|0|1.67|147|0|218|0.0
202403|CNTY_GU|47|11170|45110000|인천|수원시|서초동|4611000000|인계동|1|40|0|1|9|1946|159|159|312|86217|48175.0|22554.0|14411.0|11210.0|43778|21314|13679|7659825.0|3586086.0|2291349.0|1782390.0|1773285|2539574|119636|76708|45|82|32|4|2150950|13414125|3871577|436101|6.52|3|4.85|112|317|304|951.0
202403|ADM|42|28110|26110000|부산|성남시|역삼동|4413000000|역삼1가|1|35|3|2|5|1356|6|6|652|79199|43080.0|27351.0|12996.0|2733.0|39192|21912|11381|258480.0|164106.0|77976.0|16398.0|1540731|758478|944036|476937|1|3|1|0|6651624|18299907|1037892|829358|6.46|0|4.58|70|0|94|0.0
202403|ADM|44|41110|47110000|서울|성남시|서초동|2614000000|서초1동|1|50|2|1|6|1353|255|255|808|54915|48006.0|36438.0|17498.0|0.0|47032|28513|13672|12241530.0|9291690.0|4461990.0|0.0|18426|1091461|270947|411994|69|140|61|9|3542356|16818945|874512|189278|6.06|26|1.46|24|84|348|2184.0
202403|ADM|43|47110|11140000|인천|강남구|역삼동|4113000000|인계동|1|25|0|2|8|1457|483|483|326|54553|8807.0|6692.0|3061.0|0.0|6580|4731|2533|4253781.0|3232236.0|1478463.0|0.0|2066466|2516056|129686|296528|106|257|82|11|8991011|7957390|1922420|799793|2.9|67|4.69|105|452|94|30284.0
202403|ADM|45|47110|11200000|인천|서초구|역삼동|2614000000|서초1동|1|20|3|2|2|1750|66|66|503|50484|28298.0|8984.0|7009.0|12305.0|26464|7048|6077|1867668.0|592944.0|462594.0|812130.0|1603717|1610503|234693|473160|11|37|10|1|8702333|3571249|369892|389473|7.27|5|3.6|134|105|217|525.0
202403|ADM|46|11170|11170000|경기|성남시|인계동|4711000000|서초1동|1|50|3|2|2|313|373|373|326|29270|13906.0|4813.0|4150.0|4943.0|12317|4595|3657|5186938.0|1795249.0|1547950.0|1843739.0|1576939|2217768|664542|41874|85|167|94|35|3344464|1187568|2357351|1972395|7.47|43|1.75|26|83|104|3569.0
202403|CNTY_GU|43|11110|43110000|인천|서초구|역삼동|1114000000|역삼1가|2|40|2|1|10|1840|465|465|409|91276|337.0|193.0|71.0|73.0|311|187|61|156705.0|89745.0|33015.0|33945.0|3520367|2896577|320502|201459|54|278|136|29|813972|8258006|3289876|1692797|3.99|18|3.43|102|361|354|6498.0
202403|ADM|43|44130|11110000|서울|강남구|역삼동|4511000000|역삼1가|2|60|2|1|1|283|346|346|148|42501|23194.0|14225.0|6911.0|2058.0|18148|11224|6573|8025124.0|4921850.0|2391206.0|712068.0|4868829|1243561|84803|14719|35|139|61|15|2055564|13598460|924717|1830292|6.05|35|1.89|38|387|148|13545.0
202403|ADM|26|26140|26110000|경기|수원시|서초동|1117000000|역삼1가|2|60|0|2|7|1190|100|100|62|39298|43295.0|33204.0|7792.0|2299.0|32753|32970|5593|4329500.0|3320400.0|779200.0|229900.0|1267398|1159378|770606|148981|19|58|27|9|958777|15674672|3073820|267295|3.87|3|1.38|72|421|47|1263.0
202403|ADM|42|26110|11140000|부산|서초구|서초동|4711000000|인계동|1|65|1|1|1|1014|140|140|24|58562|10710.0|6512.0|2910.0|1288.0|9537|6500|2566|1499400.0|911680.0|407400.0|180320.0|4085431|555935|702312|275033|24|69|30|6|7392074|17879517|4934944|1041113|4.03|18|1.95|166|263|214|4734.0
202403|CNTY_GU|44|11140|11170000|서울|수원시|서초동|4113000000|역삼1가|2|45|1|1|9|1968|128|128|674|89727|45008.0|31458.0|15496.0|0.0|35264|24957|12983|5761024.0|4026624.0|1983488.0|0.0|580494|180397|404707|273329|34|75|35|9|6871551|3395004|103394|1505606|2.81|6|2.44|25|187|135|1122.0
202403|ADM|47|11110|27110000|서울|서초구|인계동|4711000000|인계동|2|65|2|1|2|1995|7|7|175|61460|27064.0|17690.0|6806.0|2568.0|25960|12505|5071|189448.0|123830.0|47642.0|17976.0|4653055|1012033|17775|284865|1|2|2|0|5613583|14059847|1676035|1718713|3.9|0|4.3|82|0|372|0.0
202403|CNTY_GU|45|42110|11170000|인천|수원시|역삼동|1114000000|서초1동|2|55|2|1|4|1614|213|213|795|84257|6931.0|3581.0|2112.0|1238.0|6929|3295|1513|1476303.0|762753.0|449856.0|263694.0|756188|2560391|629772|17140|60|123|55|1|9542995|2570541|3175684|1793982|3.02|12|1.78|18|400|107|4800.0
202403|CNTY_GU|44|27110|41150000|인천|강남구|역삼동|1111000000|역삼1가|1|70|0|2|9|1576|272|272|613|31102|42191.0|19745.0|7859.0|14587.0|40290|14240|7480|11475952.0|5370640.0|2137648.0|3967664.0|3392433|1675968|85402|444761|31|143|33|23|6585184|2311120|2376046|584979|3.25|23|4.66|74|89|241|2047.0
202403|ADM|27|26140|45110000|서울|강남구|인계동|4311000000|역삼1가|1|45|0|2|5|602|3|3|903|25712|24019.0|14875.0|8307.0|837.0|22085|10639|8129|72057.0|44625.0|24921.0|2511.0|638719|306954|134715|480419|0|1|0|0|6572156|9065806|306733|602025|7.14|0|1.2|71|0|360|0.0
202403|CNTY_GU|42|41130|47110000|경기|강남구|역삼동|4413000000|인계동|1|55|3|1|10|1481|445|445|970|54998|13032.0|8115.0|3150.0|1767.0|12655|7220|2753|5799240.0|3611175.0|1401750.0|786315.0|1203530|1403639|261756|361267|92|178|127|9|9730622|6900498|890648|700077|7.85|15|1.99|53|111|73|1665.0
202403|ADM|46|47110|28110000|경기|강남구|인계동|2811000000|역삼1가|2|35|0|1|6|1096|477|477|306|22710|46588.0|22266.0|10204.0|14118.0|44891|21552|10189|22222476.0|10620882.0|4867308.0|6734286.0|1561811|2355945|91318|346514|47|248|102|20|479931|5209655|2834289|1679743|5.34|21|4.69|110|186|488|3906.0
202403|ADM|41|11140|43110000|서울|수원시|인계동|4511000000|인계동|2|60|0|2|5|1931|42|42|210|44401|11225.0|5087.0|1224.0|4914.0|10400|3627|950|471450.0|213654.0|51408.0|206388.0|977817|1769709|561950|198188|4|22|5|2|9474376|1529265|4755095|1670606|7.6|1|3.68|81|457|136|457.0
202403|ADM|43|11170|41150000|대구|성남시|인계동|4511000000|인계동|1|55|2|1|1|1002|328|328|481|19752|42198.0|15027.0|5479.0|21692.0|36600|13777|3956|13840944.0|4928856.0|1797112.0|7114976.0|3045801|1846827|940334|469457|97|177|73|12|7189055|16188394|1279791|546332|7.06|21|4.16|167|147|119|3087.0
202403|PRVNC|11|11200|11140000|대구|서초구|역삼동|4115000000|역삼1가|2|55|2|1|1|1967|361|361|662|55528|668.0|232.0|91.0|345.0|652|214|86|241148.0|83752.0|32851.0|124545.0|2395144|2829949|508830|370370|53|212|103|10|2472301|19953405|3714230|1352822|3.41|2|4.5|119|369|436|738.0
202403|ADM|44|28110|46110000|경기|강남구|인계동|4211000000|역삼1가|2|30|0|1|6|750|331|331|517|90725|47723.0|16406.0|11725.0|19592.0|37251|12612|9155|15796313.0|5430386.0|3880975.0|6484952.0|28290|2501675|360486|310986|41|144|64|23|4996311|14660472|3080848|735971|6.01|49|1.63|156|367|193|17983.0
202403|CNTY_GU|42|43110|43110000|인천|성남시|서초동|1114000000|인계동|2|45|3|1|2|893|364|364|327|63315|42975.0|27928.0|5293.0|9754.0|36482|21065|4583|15642900.0|10165792.0|1926652.0|3550456.0|4174432|2799894|636990|364684|78|183|98|14|4733504|3727721|368918|856768|7.14|15|4.63|76|115|285|1725.0
