기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202409|ADM|41|11110|46110000|부산|성남시|서초동|4211000000|인계동|1|35|0|1|6|516|491|491|593|72380|30818.0|10414.0|6773.0|13631.0|28636|8144|6319|15131638.0|5113274.0|3325543.0|6692821.0|4429986|685114|491666|134581|59|264|78|13|6017113|17884230|745630|1767596|4.32|35|4.5|102|286|384|10010.0
202409|PRVNC|42|47110|26110000|인천|서초구|역삼동|1114000000|서초1동|2|60|0|2|2|1181|461|461|484|37502|0.0|0.0|0.0|0.0|0|0|0|0.0|0.0|0.0|0.0|3431558|2198702|91711|331746|82|235|57|45|2225001|18137202|2852252|809872|4.99|54|1.48|30|315|29|17010.0
202409|CNTY_GU|26|41110|46110000|서울|강남구|서초동|4413000000|역삼1가|2|70|0|2|6|1027|165|165|210|79388|14535.0|4550.0|3087.0|6898.0|14181|3231|3009|2398275.0|750750.0|509355.0|1138170.0|2395560|2535204|11199|404116|37|68|43|11|3596816|7929190|3847871|1689790|2.41|13|2.3|141|264|38|3432.0
202409|ADM|43|41150|47110000|서울|강남구|인계동|4211000000|인계동|2|50|0|1|8|1058|212|212|859|30376|41028.0|24004.0|8576.0|8448.0|35790|18558|7275|8697936.0|5088848.0|1818112.0|1790976.0|913753|1184689|719194|270889|36|103|28|8|4361528|11190861|1792353|1477405|7.35|29|4.37|112|270|415|7830.0
202409|CNTY_GU|45|47110|44130000|부산|강남구|서초동|4611000000|인계동|2|25|0|1|3|1655|404|404|643|91739|1677.0|676.0|655.0|346.0|1438|587|558|677508.0|273104.0|264620.0|139784.0|4343070|2631171|784038|324213|52|189|71|27|7192925|19276909|1552822|1936383|4.16|54|3.74|105|248|479|13392.0
202409|ADM|41|42110|47110000|경기|강남구|역삼동|4113000000|서초1동|1|45|0|2|4|1240|127|127|415|68604|33387.0|23333.0|12214.0|0.0|32459|17054|9398|4240149.0|2963291.0|1551178.0|0.0|1727958|1693595|22229|317772|14|57|33|11|3514111|16352674|3305207|1922438|7.16|11|2.19|156|431|264|4741.0
202409|PRVNC|41|11110|11140000|인천|수원시|서초동|4111000000|인계동|2|30|0|1|9|690|487|487|610|93283|46121.0|19326.0|7383.0|19412.0|32431|16047|5622|22460927.0|9411762.0|3595521.0|9453644.0|1933174|1111091|509134|190961|123|283|133|41|4420591|13567268|1113946|290261|6.12|32|5.0|53|94|34|3008.0
202409|PRVNC|46|11140|26140000|부산|성남시|인계동|1114000000|역삼1가|2|50|3|2|10|441|465|465|657|59945|43418.0|14227.0|7064.0|22127.0|31091|13464|6761|20189370.0|6615555.0|3284760.0|10289055.0|458231|1879889|427188|390956|88|194|81|12|3620846|19218101|3395149|753992|2.17|39|1.84|32|301|204|11739.0
202409|CNTY_GU|47|11140|11110000|부산|수원시|역삼동|4611000000|서초1동|1|45|2|2|1|1983|407|407|576|45043|12894.0|8454.0|4359.0|81.0|12646|7094|3325|5247858.0|3440778.0|1774113.0|32967.0|3783242|2174214|871051|362253|82|195|104|33|4831175|19547420|2620990|906658|4.94|47|1.87|162|135|14|6345.0
202409|ADM|44|26110|41130000|인천|강남구|역삼동|1117000000|인계동|1|55|2|2|9|1266|476|476|525|72059|14233.0|11210.0|4600.0|0.0|11243|9450|3669|6774908.0|5335960.0|2189600.0|0.0|558121|2783376|276806|130909|63|198|50|16|57609|1559005|1154831|587054|6.35|47|1.65|73|332|34|15604.0
202409|PRVNC|41|43110|26110000|경기|수원시|서초동|4611000000|역삼1가|1|20|2|1|5|1054|216|216|900|60338|27875.0|22162.0|7923.0|0.0|22666|21615|7145|6021000.0|4786992.0|1711368.0|0.0|959305|2999915|376783|139278|63|107|52|18|7230566|6894354|286018|823226|3.25|20|2.8|5|245|186|4900.0
202409|CNTY_GU|44|26140|28110000|경기|강남구|인계동|4511000000|역삼1가|2|45|2|2|2|1802|114|114|157|83095|35626.0|25496.0|7958.0|2172.0|29746|22674|6623|4061364.0|2906544.0|907212.0|247608.0|2596160|2939599|106491|443497|17|56|19|4|8065737|110338|4893054|1114505|3.92|9|3.34|128|480|188|4320.0
202409|ADM|46|26140|26110000|대구|수원시|역삼동|4611000000|인계동|1|20|2|1|1|407|272|272|885|66086|13872.0|8893.0|3323.0|1656.0|10120|7224|3186|3773184.0|2418896.0|903856.0|450432.0|4359571|2690973|941611|471102|58|144|45|27|6669392|11424492|1092461|1867254|7.28|23|3.56|119|486|208|11178.0
202409|ADM|47|26110|28110000|대구|강남구|인계동|4113000000|인계동|2|20|0|1|6|904|130|130|137|76954|4320.0|3021.0|1097.0|202.0|3283|2413|1050|561600.0|392730.0|142610.0|26260.0|2433640|915964|476703|174623|20|58|13|9|1393031|6893555|3282672|1357341|2.22|11|4.17|98|268|496|2948.0
