기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202406|ADM|42|46110|43110000|대구|수원시|인계동|1120000000|서초1동|1|30|2|2|9|1100|249|249|844|61494|47692.0|25072.0|9226.0|13394.0|37858|18906|8000|11875308.0|6242928.0|2297274.0|3335106.0|3072783|1674740|25618|269683|42|133|63|24|2698881|13844732|1579204|804130|6.45|36|2.87|136|227|250|8172.0
202406|ADM|47|28110|11200000|대구|수원시|서초동|4711000000|역삼1가|1|35|2|2|2|1138|100|100|488|41391|14120.0|6347.0|4978.0|2795.0|9892|4961|4610|1412000.0|634700.0|497800.0|279500.0|2274239|75582|487202|228576|21|53|23|0|3289979|18435302|2178933|846618|6.08|0|2.14|110|0|143|0.0
202406|PRVNC|42|11140|11140000|경기|성남시|역삼동|4511000000|역삼1가|1|55|1|1|6|1559|3|3|681|46146|29752.0|13501.0|11431.0|4820.0|24126|12657|9314|89256.0|40503.0|34293.0|14460.0|4719123|2267839|332113|424386|0|1|0|0|9137437|18303983|1431012|1049960|4.68|0|3.84|101|0|172|0.0
202406|CNTY_GU|44|27110|44130000|인천|수원시|인계동|4413000000|서초1동|2|60|3|1|1|435|17|17|82|28946|35899.0|20825.0|4016.0|11058.0|29056|14645|3740|610283.0|354025.0|68272.0|187986.0|4972414|1913771|732349|71258|2|6|2|1|2517826|8671667|4880622|443936|3.2|0|4.83|161|0|325|0.0
202406|PRVNC|27|44130|27110000|부산|서초구|인계동|4511000000|인계동|2|70|0|1|5|1637|486|486|379|46196|30116.0|23292.0|7371.0|0.0|21707|17903|5325|14636376.0|11319912.0|3582306.0|0.0|2111142|2238746|741713|339961|126|266|139|36|1306231|12337406|3509074|1303956|6.52|21|4.63|77|256|192|5376.0
202406|ADM|11|28110|45110000|인천|성남시|역삼동|4511000000|인계동|1|35|2|1|10|995|232|232|458|76225|16678.0|5209.0|4301.0|7168.0|13872|4640|4205|3869296.0|1208488.0|997832.0|1662976.0|2368673|287971|965630|215369|29|100|41|14|6518401|4836031|26113|1215211|4.81|2|2.59|135|277|75|554.0
202406|PRVNC|43|26140|47110000|경기|서초구|인계동|4511000000|역삼1가|1|55|1|2|6|1952|46|46|14|20779|4757.0|2522.0|1384.0|851.0|3842|2153|999|218822.0|116012.0|63664.0|39146.0|689370|266960|32243|64806|8|25|5|3|2974782|14119042|2593438|1641439|5.41|1|2.92|39|193|230|193.0
202406|CNTY_GU|47|26110|41150000|경기|성남시|서초동|1111000000|역삼1가|2|40|0|1|9|1477|254|254|719|32463|4949.0|2193.0|1029.0|1727.0|4001|2025|1012|1257046.0|557022.0|261366.0|438658.0|43995|2713683|224152|245778|41|109|46|8|1152715|14076309|2774009|1749119|7.49|34|2.47|47|453|471|15402.0
202406|CNTY_GU|46|41130|44130000|서울|수원시|역삼동|4611000000|인계동|2|45|0|1|8|111|269|269|20|36900|7277.0|5171.0|1291.0|815.0|6166|5003|1011|1957513.0|1390999.0|347279.0|219235.0|4708000|2877462|349729|18856|66|120|70|1|7285246|17593629|2118696|1387490|4.92|27|1.34|179|394|210|10638.0
202406|CNTY_GU|42|41150|45110000|인천|수원시|서초동|2614000000|서초1동|1|20|1|2|6|897|187|187|848|17663|39646.0|27088.0|9882.0|2676.0|34365|22414|8078|7413802.0|5065456.0|1847934.0|500412.0|2203034|1723127|807532|290742|52|78|24|16|4969193|3612123|796718|659181|5.02|8|2.45|148|211|42|1688.0
202406|CNTY_GU|46|47110|46110000|부산|서초구|역삼동|4311000000|역삼1가|2|35|3|2|2|845|72|72|890|14206|16406.0|6716.0|4750.0|4940.0|11751|6275|4405|1181232.0|483552.0|342000.0|355680.0|4604895|513301|161645|127640|18|35|19|1|2373819|17028736|964832|410901|3.23|8|3.98|57|355|415|2840.0
202406|ADM|44|41130|11200000|서울|서초구|인계동|4113000000|인계동|1|60|2|1|6|720|450|450|623|43749|18854.0|8054.0|5004.0|5796.0|16829|5893|3926|8484300.0|3624300.0|2251800.0|2608200.0|4740491|92069|770188|170038|70|200|119|38|6612956|337875|4098050|1541853|3.11|10|2.94|120|18|70|180.0
202406|CNTY_GU|46|47110|27110000|경기|강남구|서초동|1111000000|인계동|1|30|1|1|8|549|428|428|529|34096|18829.0|14868.0|3849.0|112.0|17166|13264|3785|8058812.0|6363504.0|1647372.0|47936.0|1648929|476634|475628|205274|85|228|61|1|2987915|17065774|4878534|1252347|4.48|47|3.68|26|324|168|15228.0
202406|CNTY_GU|27|28110|27110000|부산|강남구|서초동|4711000000|인계동|2|20|0|2|4|1995|442|442|558|27136|13305.0|10454.0|3251.0|0.0|11138|7714|2984|5880810.0|4620668.0|1436942.0|0.0|2187645|1945032|27320|54834|130|217|79|31|3644297|1218685|1924053|799964|7.93|35|2.46|89|212|32|7420.0
202406|ADM|47|26140|46110000|경기|서초구|인계동|1111000000|인계동|2|30|1|1|10|377|67|67|501|60291|8046.0|2827.0|1430.0|3789.0|5822|2788|1095|539082.0|189409.0|95810.0|253863.0|1137090|771790|677746|334065|15|38|12|6|9697370|3867102|3216343|1715887|3.2|3|3.29|167|33|288|99.0
202406|ADM|41|46110|11140000|경기|성남시|역삼동|1114000000|서초1동|2|65|2|2|1|1185|323|323|603|56970|47978.0|19437.0|13680.0|14861.0|34656|15772|10421|15496894.0|6278151.0|4418640.0|4800103.0|892052|1547712|530893|79007|38|129|91|24|3944915|12148735|969815|400069|3.02|15|4.16|126|403|73|6045.0
202406|ADM|26|43110|41150000|대구|서초구|인계동|4413000000|역삼1가|1|70|0|1|2|497|57|57|613|82160|5434.0|4232.0|2054.0|0.0|5155|3316|1638|309738.0|241224.0|117078.0|0.0|4681629|1284972|764341|401729|14|31|15|3|2617441|6176072|1450329|275623|3.36|7|2.66|165|243|307|1701.0
202406|ADM|47|47110|11200000|인천|성남시|역삼동|2811000000|역삼1가|1|60|1|2|7|302|374|374|26|92835|32465.0|10432.0|11814.0|10219.0|24972|9031|10501|12141910.0|3901568.0|4418436.0|3821906.0|4686061|597480|498500|207306|86|149|81|35|7868057|8296722|3454005|1886134|2.79|11|3.47|122|124|156|1364.0
202406|CNTY_GU|41|41150|26110000|대구|수원시|역삼동|4111000000|역삼1가|2|40|3|1|3|1986|201|201|511|40990|35803.0|13795.0|7387.0|14621.0|34864|9690|7264|7196403.0|2772795.0|1484787.0|2938821.0|4585297|1628930|864010|16550|36|108|41|17|703995|8888675|339085|1301041|4.72|7|2.07|134|464|23|3248.0
202406|CNTY_GU|41|46110|47110000|부산|성남시|서초동|4211000000|인계동|2|20|0|1|10|969|165|165|57|47424|34113.0|14749.0|6014.0|13350.0|32300|14089|5535|5628645.0|2433585.0|992310.0|2202750.0|327404|2931622|805898|429392|42|80|32|3|5990974|4519957|3301045|1114314|6.69|11|3.16|170|364|169|4004.0
202406|PRVNC|26|43110|41150000|서울|서초구|서초동|1120000000|서초1동|1|45|1|2|6|467|108|108|355|80965|41829.0|13151.0|15125.0|13553.0|30823|11262|10672|4517532.0|1420308.0|1633500.0|1463724.0|2528447|1540654|661975|67630|12|63|15|3|8515976|3078148|4172227|1371423|7.85|3|1.75|102|23|453|69.0
202406|CNTY_GU|27|47110|44130000|대구|서초구|서초동|2711000000|역삼1가|2|35|0|1|10|601|419|419|705|93306|48213.0|18965.0|18321.0|10927.0|35229|17184|18231|20201247.0|7946335.0|7676499.0|4578413.0|2511127|537351|11957|144586|63|202|72|26|8061092|1683795|3368803|1342443|6.49|51|4.86|35|436|406|22236.0
202406|CNTY_GU|45|41150|41130000|경기|서초구|서초동|4413000000|역삼1가|2|40|2|1|9|1429|428|428|698|94008|4499.0|2660.0|1586.0|253.0|3564|2093|1487|1925572.0|1138480.0|678808.0|108284.0|163677|2826185|724338|403107|84|220|121|29|3386898|9146267|4746054|1711404|7.71|45|3.97|13|284|14|12780.0
202406|ADM|45|41130|28110000|인천|수원시|역삼동|1117000000|역삼1가|1|45|2|1|10|128|51|51|560|63151|2630.0|1229.0|666.0|735.0|2175|1205|555|134130.0|62679.0|33966.0|37485.0|4522854|2556810|12701|58114|7|24|6|1|1940540|4959330|3940292|1867420|2.18|4|3.29|44|109|26|436.0
202406|ADM|41|11140|42110000|대구|강남구|인계동|2811000000|서초1동|1|40|2|1|10|1519|487|487|990|31507|14532.0|6639.0|3961.0|3932.0|14503|6346|3644|7077084.0|3233193.0|1929007.0|1914884.0|1477762|2347170|510563|81327|80|274|123|18|3409770|3315118|3326768|1372418|5.01|26|4.61|107|416|272|10816.0
202406|CNTY_GU|42|42110|41130000|부산|서초구|서초동|1117000000|역삼1가|2|65|1|1|3|982|498|498|396|56459|14287.0|9610.0|4380.0|297.0|10019|8251|3350|7114926.0|4785780.0|2181240.0|147906.0|3844372|1444603|817618|290125|91|272|64|43|774276|1115615|4313876|753751|7.09|68|2.67|72|417|35|28356.0
202406|ADM|44|11200|46110000|부산|강남구|역삼동|4113000000|역삼1가|2|65|2|2|6|837|414|414|993|28151|4481.0|1827.0|602.0|2052.0|3172|1453|424|1855134.0|756378.0|249228.0|849528.0|2370290|2306402|129093|398016|104|241|54|36|2265083|848408|688680|227120|3.1|26|3.52|157|367|209|9542.0
