기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업구분|금융기관|분위코드(총대출잔액기준)|총대출_보유계좌수|유효대출계좌_대상자수|대출잔액_보유대상자수|대출잔액_최저금액|대출잔액_최대금액|대출잔액_평균금액|대출잔액_주택담보_평균금액|대출잔액_신용_평균금액|대출잔액_기타_평균금액|대출잔액_중위금액|대출잔액_주택담보_중위금액|대출잔액_신용_중위금액|총대출잔액|총대출잔액_주택담보|총대출잔액_신용|총대출잔액_기타|신규대출_약정금액합(당월)|신규대출_주택담보약정금액합(당월)|신규대출_신용약정금액합(당월)|신규대출_기타약정금액합(당월)|일시불상환_대출보유대상자수|분할상환_대출보유대상자수|한도대출_보유대상자수|기타대출_보유대상자수|대출잔액합_일시불|대출잔액합_분할상환|대출잔액합_한도|대출잔액합_기타|대출평균이자율|월 연체보유자수 합계|월평균연체건수|평균연체일|평균연체금액|중위연체금액|연체금액
202410|ADM|42|43110|44130000|서울|강남구|역삼동|2611000000|인계동|2|70|3|1|1|559|160|160|462|74674|21434.0|14208.0|8151.0|0.0|16707|13941|6056|3429440.0|2273280.0|1304160.0|0.0|1385271|1450619|694557|417484|17|91|35|11|2692465|13846945|4670685|90043|4.68|2|4.9|50|101|119|202.0
202410|ADM|41|11140|11140000|대구|수원시|인계동|2611000000|역삼1가|1|50|0|1|7|1608|55|55|497|87007|38466.0|18804.0|10485.0|9177.0|29552|16201|7472|2115630.0|1034220.0|576675.0|504735.0|360734|1348588|193846|315129|14|22|13|0|6879846|18167231|2176235|1775942|3.82|3|4.8|170|402|213|1206.0
202410|ADM|42|11170|47110000|대구|강남구|서초동|4711000000|역삼1가|1|50|1|1|9|217|65|65|518|48320|9418.0|5094.0|3238.0|1086.0|7302|4100|3022|612170.0|331110.0|210470.0|70590.0|124177|1523786|752114|363763|6|31|12|5|7297037|4477631|1823962|1169057|6.49|2|2.98|176|317|63|634.0
202410|PRVNC|43|43110|11140000|부산|강남구|서초동|4711000000|서초1동|2|70|0|2|1|1717|129|129|663|24760|40876.0|13178.0|4558.0|23140.0|31911|12574|3737|5273004.0|1699962.0|587982.0|2985060.0|1121956|2086970|369719|206705|36|69|25|4|1854896|5846426|1103504|1872594|2.61|1|3.5|90|18|249|18.0
202410|PRVNC|43|41130|41150000|부산|성남시|인계동|4413000000|인계동|2|30|1|2|3|1227|114|114|447|48686|34081.0|10808.0|11417.0|11856.0|28332|10555|9519|3885234.0|1232112.0|1301538.0|1351584.0|4501647|2124790|703657|132209|13|48|32|1|4377093|17225650|380018|958728|2.46|3|1.28|43|410|243|1230.0
202410|ADM|43|41150|43110000|인천|수원시|서초동|1111000000|역삼1가|1|35|3|1|5|148|381|381|48|75487|4024.0|2937.0|1263.0|0.0|2891|2712|953|1533144.0|1118997.0|481203.0|0.0|4269067|1504696|82209|397450|91|197|102|1|4791655|9284565|3362570|912293|5.02|47|1.6|47|80|218|3760.0
202410|ADM|46|42110|41130000|경기|성남시|역삼동|4111000000|서초1동|2|45|1|1|5|1154|203|203|958|49306|14255.0|8861.0|4676.0|718.0|13422|6854|3661|2893765.0|1798783.0|949228.0|145754.0|1236659|1795716|257621|310628|21|103|53|12|9233171|12214724|3008647|1865136|3.1|25|3.74|60|481|412|12025.0
202410|ADM|27|45110|11170000|경기|강남구|인계동|1111000000|역삼1가|2|50|3|2|2|1128|380|380|524|87892|42854.0|17482.0|9753.0|15619.0|39906|13935|9211|16284520.0|6643160.0|3706140.0|5935220.0|1809334|317530|607447|21732|80|194|103|2|2871544|3395975|3221361|1100472|6.56|36|1.51|119|39|420|1404.0
202410|CNTY_GU|47|43110|41130000|대구|성남시|서초동|2614000000|서초1동|2|25|0|1|1|1187|311|311|54|32279|6652.0|3984.0|2425.0|243.0|6088|2887|1874|2068772.0|1239024.0|754175.0|75573.0|872135|1605130|683957|124140|59|145|92|28|1390710|11082030|2421191|194444|2.66|42|3.25|21|117|314|4914.0
202410|CNTY_GU|41|43110|26140000|대구|강남구|서초동|4511000000|서초1동|1|20|3|1|10|826|344|344|691|36206|19061.0|5866.0|3461.0|9734.0|15681|5634|3095|6556984.0|2017904.0|1190584.0|3348496.0|833964|1524589|815844|195468|39|142|71|11|6603253|7068520|790564|5739|2.1|6|2.45|27|25|474|150.0
