기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202411|43|27110|41130000|4511000000|서울|수원시|역삼동|역삼1동|APT1494|힐스테이트|12459|1|5|0.017|0.181|0.047|0.005|0.223|0.03|0.007|0.042|0.03|0.115|0.061|0.095|0.038|0.08|0.03
202411|27|45110|11110000|2611000000|부산|수원시|인계동|서초1동|APT6310|래미안|10532|2|3|0.083|0.133|0.092|0.074|0.037|0.015|0.007|0.022|0.182|0.012|0.037|0.024|0.159|0.091|0.033
202411|41|43110|26140000|1114000000|경기|강남구|인계동|서초1동|APT6716|래미안|2876|2|3|0.046|0.476|0.001|0.025|0.011|0.003|0.022|0.045|0.067|0.012|0.015|0.139|0.053|0.068|0.017
202411|46|42110|41150000|2614000000|경기|강남구|인계동|서초1동|APT4096|래미안|5785|2|4|0.004|0.02|0.022|0.031|0.034|0.003|0.046|0.221|0.118|0.047|0.176|0.014|0.069|0.024|0.17
202411|26|41150|42110000|4511000000|인천|강남구|인계동|서초1동|APT5528|푸르지오|2976|2|4|0.005|0.027|0.025|0.157|0.028|0.12|0.013|0.017|0.041|0.089|0.11|0.038|0.262|0.015|0.052
202411|26|47110|26110000|2711000000|서울|수원시|역삼동|역삼1동|APT1631|힐스테이트|15991|1|4|0.001|0.004|0.041|0.022|0.076|0.034|0.098|0.002|0.042|0.27|0.035|0.027|0.12|0.101|0.128
202411|27|44130|41150000|1114000000|서울|성남시|서초동|역삼1동|APT9227|자이|18849|2|2|0.082|0.104|0.124|0.282|0.028|0.047|0.016|0.02|0.055|0.056|0.022|0.016|0.02|0.071|0.057
202411|41|41150|42110000|4511000000|부산|수원시|인계동|서초1동|APT8406|래미안|17775|1|4|0.067|0.041|0.034|0.033|0.03|0.163|0.232|0.0|0.034|0.019|0.077|0.07|0.132|0.029|0.038
202411|46|26140|28110000|1120000000|부산|서초구|인계동|서초1동|APT5437|힐스테이트|5208|2|4|0.113|0.076|0.087|0.02|0.021|0.005|0.033|0.052|0.114|0.067|0.012|0.166|0.053|0.052|0.13
202411|27|11170|11200000|4413000000|부산|성남시|서초동|서초1동|APT4556|자이|10398|1|4|0.051|0.027|0.077|0.048|0.104|0.008|0.132|0.149|0.008|0.012|0.173|0.075|0.052|0.064|0.019
