기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202405|41|46110|41110000|1117000000|부산|성남시|역삼동|서초1동|APT7748|푸르지오|12607|2|5|0.04|0.034|0.1|0.055|0.032|0.078|0.184|0.05|0.091|0.018|0.076|0.033|0.045|0.025|0.139
202405|46|46110|44130000|2711000000|경기|성남시|역삼동|서초1동|APT3577|힐스테이트|12571|1|3|0.034|0.005|0.166|0.129|0.069|0.047|0.083|0.005|0.171|0.006|0.073|0.138|0.008|0.061|0.004
202405|43|27110|42110000|1114000000|경기|서초구|서초동|역삼1동|APT7176|래미안|15509|2|3|0.049|0.021|0.078|0.01|0.025|0.09|0.085|0.002|0.062|0.083|0.155|0.002|0.18|0.145|0.012
202405|44|28110|41110000|4113000000|경기|성남시|서초동|서초1동|APT8928|자이|13286|1|5|0.039|0.017|0.11|0.083|0.079|0.037|0.008|0.135|0.057|0.083|0.031|0.008|0.044|0.109|0.161
202405|43|28110|43110000|2811000000|서울|수원시|인계동|역삼1동|APT9410|힐스테이트|5498|1|2|0.072|0.084|0.074|0.056|0.071|0.014|0.172|0.059|0.249|0.072|0.014|0.016|0.009|0.008|0.031
202405|42|42110|26140000|2611000000|서울|서초구|역삼동|서초1동|APT5308|푸르지오|3216|1|6|0.006|0.043|0.073|0.18|0.012|0.09|0.123|0.018|0.108|0.033|0.053|0.012|0.066|0.092|0.092
202405|44|27110|41150000|4611000000|서울|수원시|서초동|역삼1동|APT1560|힐스테이트|3672|2|6|0.038|0.194|0.033|0.0|0.017|0.053|0.103|0.242|0.037|0.025|0.048|0.054|0.036|0.098|0.021
202405|47|45110|26110000|4611000000|부산|성남시|서초동|서초1동|APT3370|푸르지오|12486|1|6|0.061|0.005|0.063|0.042|0.004|0.299|0.114|0.091|0.018|0.034|0.034|0.113|0.007|0.113|0.003
202405|46|11200|28110000|1111000000|경기|성남시|인계동|역삼1동|APT8142|자이|14582|1|2|0.018|0.078|0.049|0.006|0.016|0.099|0.061|0.038|0.194|0.163|0.012|0.049|0.008|0.177|0.03
202405|45|11110|43110000|1114000000|서울|서초구|서초동|역삼1동|APT8996|래미안|13167|2|4|0.014|0.234|0.116|0.018|0.035|0.084|0.006|0.022|0.025|0.034|0.29|0.008|0.003|0.004|0.106
