기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202402|27|11140|26110000|4211000000|인천|서초구|역삼동|역삼1동|APT5760|푸르지오|9454|1|5|0.114|0.018|0.154|0.035|0.041|0.003|0.084|0.026|0.106|0.173|0.071|0.059|0.022|0.085|0.009
202402|42|41150|41130000|4311000000|서울|서초구|서초동|역삼1동|APT6362|래미안|13318|2|4|0.03|0.166|0.007|0.192|0.026|0.057|0.031|0.143|0.041|0.112|0.032|0.024|0.017|0.063|0.061
202402|41|41130|11200000|1120000000|인천|수원시|서초동|역삼1동|APT9934|푸르지오|13676|2|4|0.151|0.032|0.08|0.095|0.305|0.0|0.007|0.024|0.038|0.013|0.04|0.002|0.102|0.043|0.068
202402|41|11170|44130000|4311000000|부산|서초구|인계동|역삼1동|APT2401|자이|11004|2|4|0.097|0.006|0.276|0.077|0.079|0.026|0.009|0.141|0.036|0.042|0.029|0.073|0.024|0.002|0.082
202402|11|44130|11110000|4711000000|서울|성남시|서초동|역삼1동|APT3627|힐스테이트|8470|2|6|0.111|0.011|0.115|0.072|0.065|0.102|0.006|0.015|0.075|0.006|0.062|0.217|0.034|0.078|0.031
202402|43|11140|45110000|2711000000|서울|성남시|인계동|서초1동|APT3844|푸르지오|17233|1|4|0.124|0.079|0.279|0.039|0.007|0.009|0.022|0.057|0.029|0.021|0.066|0.147|0.004|0.101|0.017
202402|43|41150|28110000|2614000000|서울|성남시|서초동|서초1동|APT6228|힐스테이트|15543|2|4|0.109|0.037|0.027|0.153|0.028|0.009|0.054|0.046|0.115|0.016|0.006|0.085|0.004|0.238|0.073
202402|11|11140|26110000|4115000000|부산|강남구|인계동|서초1동|APT9469|푸르지오|3512|1|3|0.026|0.098|0.106|0.078|0.009|0.153|0.146|0.001|0.066|0.003|0.123|0.096|0.021|0.045|0.028
202402|47|46110|41110000|4413000000|인천|수원시|서초동|서초1동|APT3940|힐스테이트|2715|2|3|0.061|0.027|0.096|0.059|0.006|0.024|0.052|0.082|0.005|0.114|0.022|0.023|0.035|0.294|0.099
202402|26|11200|28110000|4413000000|부산|강남구|역삼동|서초1동|APT5820|자이|2482|2|5|0.043|0.026|0.03|0.199|0.031|0.036|0.039|0.067|0.012|0.072|0.006|0.099|0.078|0.161|0.103
