기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202408|44|11140|11110000|4413000000|경기|강남구|역삼동|서초1동|APT9762|푸르지오|16452|2|4|0.071|0.051|0.211|0.045|0.083|0.072|0.026|0.111|0.027|0.009|0.001|0.056|0.056|0.144|0.038
202408|47|41110|11110000|4111000000|경기|수원시|인계동|역삼1동|APT7898|푸르지오|16533|2|4|0.036|0.014|0.055|0.032|0.013|0.056|0.037|0.025|0.035|0.061|0.129|0.095|0.167|0.168|0.076
202408|44|28110|11200000|4311000000|인천|성남시|역삼동|서초1동|APT9967|푸르지오|10632|x|5|0.104|0.003|0.023|0.026|0.058|0.135|0.012|0.027|0.085|0.074|0.043|0.183|0.014|0.135|0.079
202408|46|26110|11140000|2711000000|부산|수원시|인계동|역삼1동|APT6296|힐스테이트|3355|1|5|0.089|0.044|0.092|0.017|0.034|0.093|0.061|0.079|0.074|0.037|0.012|0.244|0.031|0.076|0.016
202408|45|42110|47110000|2611000000|경기|서초구|인계동|서초1동|APT8886|푸르지오|9434|2|3|0.19|0.047|0.08|0.111|0.01|0.033|0.006|0.199|0.007|0.115|0.145|0.026|0.007|0.021|0.002
202408|47|45110|11200000|4711000000|부산|성남시|역삼동|역삼1동|APT5579|푸르지오|13451|2|3|0.016|0.016|0.116|0.031|0.015|0.279|0.129|0.046|0.026|0.1|0.023|0.14|0.019|0.04|0.003
202408|41|44130|26110000|1117000000|경기|서초구|역삼동|서초1동|APT4254|푸르지오|7547|2|6|0.056|0.002|0.205|0.019|0.19|0.04|0.057|0.043|0.08|0.005|0.043|0.03|0.05|0.008|0.172
202408|44|26110|44130000|2711000000|경기|성남시|인계동|역삼1동|APT1868|푸르지오|5538|1|3|0.059|0.083|0.008|0.016|0.002|0.093|0.041|0.015|0.016|0.103|0.144|0.018|0.028|0.296|0.077
202408|26|27110|47110000|2711000000|경기|성남시|역삼동|서초1동|APT3712|힐스테이트|19209|1|5|0.0|0.016|0.053|0.018|0.27|0.149|0.0|0.079|0.054|0.117|0.094|0.003|0.126|0.006|0.014
202408|47|41130|41150000|4511000000|서울|성남시|서초동|역삼1동|APT1514|자이|12763|1|3|0.011|0.06|0.021|0.143|0.018|0.001|0.062|0.044|0.08|0.041|0.108|0.196|0.065|0.093|0.055
202408|26|11140|42110000|1114000000|서울|수원시|인계동|서초1동|APT1252|래미안|3177|1|4|0.109|0.148|0.026|0.016|0.034|0.0|0.172|0.154|0.025|0.111|0.017|0.048|0.023|0.064|0.054
202408|43|11110|27110000|2711000000|인천|수원시|인계동|역삼1동|APT5294|푸르지오|9812|1|3|0.062|0.043|0.001|0.002|0.024|0.006|0.245|0.013|0.004|0.073|0.06|0.056|0.047|0.22|0.144
202408|45|11110|26110000|4611000000|서울|강남구|역삼동|서초1동|APT5325|래미안|13234|1|6|0.028|0.19|0.005|0.06|0.125|0.016|0.057|0.056|0.06|0.2|0.03|0.04|0.001|0.125|0.008
202408|11|28110|41150000|4115000000|인천|성남시|역삼동|역삼1동|APT5410|푸르지오|16784|1|3|0.031|0.12|0.088|0.046|0.013|0.039|0.063|0.029|0.462|0.021|0.047|0.021|0.012|0.007|0.001
202408|45|41130|11140000|2811000000|경기|서초구|서초동|역삼1동|APT7794|자이|2479|2|6|0.053|0.0|0.085|0.013|0.034|0.308|0.032|0.013|0.011|0.074|0.119|0.071|0.007|0.124|0.056
202408|43|11140|41110000|4211000000|인천|성남시|인계동|서초1동|APT9665|힐스테이트|18362|1|4|0.217|0.173|0.079|0.041|0.072|0.036|0.018|0.024|0.035|0.033|0.049|0.085|0.0|0.026|0.112
202408|46|26140|26110000|4611000000|서울|강남구|서초동|서초1동|APT4426|푸르지오|6529|2|6|0.136|0.067|0.034|0.05|0.076|0.058|0.015|0.025|0.028|0.046|0.281|0.128|0.0|0.036|0.019
202408|45|42110|11200000|2811000000|인천|서초구|서초동|역삼1동|APT3756|래미안|16597|2|6|0.024|0.043|0.09|0.068|0.082|0.296|0.019|0.059|0.053|0.015|0.017|0.111|0.007|0.05|0.066
202408|43|46110|41150000|4611000000|부산|서초구|인계동|서초1동|APT6653|힐스테이트|6228|2|2|0.014|0.001|0.005|0.034|0.245|0.051|0.212|0.015|0.04|0.077|0.062|0.153|0.004|0.033|0.054
202408|47|41110|41130000|1111000000|인천|성남시|역삼동|역삼1동|APT6002|힐스테이트|19356|2|6|0.091|0.123|0.115|0.144|0.015|0.131|0.03|0.02|0.065|0.039|0.017|0.009|0.087|0.083|0.031
202408|42|11140|28110000|4611000000|인천|성남시|서초동|역삼1동|APT6926|힐스테이트|6860|1|4|0.255|0.059|0.064|0.014|0.125|0.016|0.1|0.03|0.004|0.028|0.075|0.078|0.042|0.073|0.036
202408|27|26110|26140000|4115000000|부산|서초구|서초동|서초1동|APT4685|푸르지오|11871|2|6|0.062|0.063|0.0|0.108|0.032|0.07|0.106|0.132|0.132|0.007|0.019|0.05|0.025|0.102|0.09
202408|43|27110|41150000|1111000000|서울|수원시|서초동|역삼1동|APT6260|힐스테이트|12146|2|4|0.036|0.028|0.014|0.021|0.142|0.061|0.005|0.391|0.002|0.016|0.051|0.018|0.143|0.034|0.038
