기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202409|47|44130|41150000|4113000000|경기|성남시|인계동|역삼1동|APT4618|힐스테이트|3457|1|3|0.203|0.08|0.102|0.014|0.033|0.019|0.006|0.119|0.042|0.107|0.093|0.081|0.01|0.087|0.005
202409|11|11200|46110000|2614000000|경기|강남구|서초동|서초1동|APT8662|푸르지오|5900|1|2|0.019|0.184|0.027|0.085|0.017|0.007|0.021|0.056|0.215|0.057|0.04|0.214|0.016|0.001|0.042
202409|47|11110|47110000|4115000000|인천|수원시|서초동|서초1동|APT6944|힐스테이트|15260|x|5|0.034|0.083|0.057|0.02|0.011|0.248|0.028|0.08|0.015|0.093|0.037|0.145|0.029|0.038|0.081
202409|45|26110|42110000|4211000000|인천|서초구|인계동|서초1동|APT5279|자이|2477|1|6|0.158|0.183|0.005|0.093|0.013|0.058|0.101|0.013|0.125|0.002|0.011|0.072|0.065|0.071|0.03
202409|45|47110|27110000|1114000000|인천|성남시|서초동|서초1동|APT4164|래미안|6620|1|6|0.048|0.087|0.029|0.036|0.006|0.002|0.124|0.074|0.001|0.083|0.154|0.185|0.055|0.027|0.09
202409|41|45110|41150000|4115000000|서울|성남시|서초동|서초1동|APT6537|자이|18693|x|3|0.015|0.009|0.042|0.046|0.205|0.081|0.1|0.007|0.055|0.001|0.147|0.02|0.0|0.088|0.184
202409|42|27110|11170000|1117000000|인천|성남시|인계동|서초1동|APT3050|푸르지오|6181|1|6|0.003|0.146|0.024|0.008|0.001|0.013|0.024|0.021|0.102|0.02|0.296|0.028|0.215|0.029|0.07
202409|45|26140|27110000|1111000000|부산|서초구|서초동|역삼1동|APT5773|푸르지오|6844|1|3|0.063|0.04|0.055|0.02|0.061|0.05|0.14|0.073|0.224|0.039|0.071|0.079|0.022|0.035|0.029
202409|46|44130|28110000|1114000000|인천|수원시|인계동|역삼1동|APT4001|힐스테이트|9199|2|5|0.025|0.014|0.027|0.055|0.195|0.034|0.116|0.127|0.087|0.149|0.053|0.003|0.058|0.005|0.052
202409|26|28110|27110000|4413000000|경기|서초구|역삼동|역삼1동|APT1858|힐스테이트|16296|x|6|0.024|0.219|0.105|0.066|0.014|0.025|0.102|0.108|0.039|0.006|0.013|0.045|0.108|0.066|0.059
202409|44|41150|11170000|4113000000|부산|성남시|역삼동|역삼1동|APT7584|푸르지오|17133|1|4|0.123|0.017|0.053|0.004|0.012|0.044|0.06|0.129|0.013|0.127|0.066|0.12|0.113|0.014|0.106
202409|27|45110|27110000|2611000000|부산|성남시|서초동|서초1동|APT5383|푸르지오|14850|2|5|0.024|0.128|0.07|0.004|0.146|0.037|0.078|0.066|0.019|0.136|0.137|0.077|0.015|0.026|0.037
