기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202406|45|27110|41150000|2614000000|서울|수원시|인계동|역삼1동|APT1655|푸르지오|2242|2|5|0.044|0.023|0.153|0.044|0.021|0.059|0.016|0.178|0.093|0.092|0.152|0.026|0.031|0.007|0.062
202406|43|45110|27110000|2611000000|경기|성남시|역삼동|역삼1동|APT6921|힐스테이트|19829|x|3|0.002|0.053|0.039|0.044|0.105|0.139|0.021|0.1|0.009|0.041|0.027|0.0|0.139|0.095|0.186
202406|27|43110|11110000|4115000000|인천|성남시|역삼동|역삼1동|APT2516|힐스테이트|19525|2|5|0.025|0.153|0.126|0.001|0.021|0.039|0.039|0.15|0.031|0.197|0.017|0.016|0.087|0.067|0.031
202406|41|46110|44130000|2614000000|인천|수원시|서초동|역삼1동|APT2529|힐스테이트|3978|1|5|0.055|0.08|0.01|0.03|0.035|0.115|0.01|0.027|0.126|0.035|0.022|0.059|0.257|0.099|0.039
202406|42|41130|46110000|1117000000|서울|서초구|역삼동|서초1동|APT3738|힐스테이트|14100|2|4|0.027|0.169|0.02|0.033|0.108|0.02|0.01|0.032|0.014|0.037|0.273|0.005|0.098|0.03|0.125
202406|47|47110|11170000|2811000000|부산|서초구|인계동|역삼1동|APT8611|래미안|10422|1|3|0.01|0.081|0.04|0.07|0.138|0.024|0.057|0.029|0.055|0.116|0.157|0.172|0.02|0.023|0.008
202406|44|26140|45110000|1117000000|경기|서초구|인계동|역삼1동|APT7353|힐스테이트|9997|1|6|0.029|0.135|0.014|0.166|0.114|0.005|0.094|0.015|0.046|0.062|0.1|0.095|0.024|0.055|0.046
202406|47|11110|28110000|2611000000|경기|서초구|역삼동|서초1동|APT5412|푸르지오|3917|2|4|0.019|0.008|0.014|0.005|0.257|0.048|0.012|0.028|0.041|0.138|0.112|0.059|0.029|0.106|0.125
202406|11|46110|41150000|4311000000|부산|성남시|서초동|역삼1동|APT6819|래미안|18247|2|3|0.214|0.036|0.023|0.001|0.166|0.033|0.01|0.108|0.005|0.101|0.027|0.048|0.031|0.055|0.142
202406|41|28110|46110000|2811000000|인천|성남시|인계동|역삼1동|APT8263|힐스테이트|3874|2|3|0.048|0.036|0.067|0.065|0.072|0.038|0.103|0.128|0.003|0.052|0.001|0.122|0.193|0.028|0.043
202406|44|42110|11110000|1117000000|경기|강남구|역삼동|서초1동|APT7517|푸르지오|16599|1|2|0.119|0.025|0.284|0.042|0.08|0.026|0.022|0.021|0.063|0.036|0.017|0.036|0.084|0.063|0.082
202406|11|26140|43110000|4211000000|부산|강남구|역삼동|역삼1동|APT2026|자이|2001|1|5|0.081|0.001|0.017|0.281|0.091|0.095|0.008|0.07|0.006|0.068|0.054|0.03|0.056|0.106|0.035
202406|46|42110|42110000|2711000000|인천|서초구|인계동|서초1동|APT8578|푸르지오|11886|2|4|0.134|0.045|0.072|0.039|0.087|0.008|0.023|0.009|0.024|0.027|0.019|0.035|0.368|0.102|0.007
202406|26|28110|44130000|2711000000|인천|성남시|역삼동|역삼1동|APT2798|힐스테이트|8273|1|4|0.135|0.001|0.087|0.15|0.009|0.004|0.06|0.223|0.029|0.025|0.041|0.046|0.01|0.173|0.008
202406|26|43110|11110000|4311000000|서울|서초구|인계동|역삼1동|APT8857|래미안|4129|2|3|0.166|0.015|0.047|0.002|0.013|0.098|0.149|0.014|0.036|0.087|0.208|0.039|0.02|0.09|0.016
202406|41|41110|42110000|1117000000|경기|서초구|서초동|역삼1동|APT8220|힐스테이트|2873|1|5|0.073|0.126|0.211|0.048|0.022|0.054|0.048|0.036|0.12|0.019|0.033|0.049|0.085|0.058|0.018
202406|44|28110|11140000|1114000000|부산|성남시|역삼동|역삼1동|APT4407|자이|9356|2|3|0.039|0.035|0.127|0.034|0.119|0.048|0.183|0.036|0.063|0.11|0.03|0.065|0.034|0.065|0.01
202406|27|11170|28110000|4115000000|경기|성남시|서초동|역삼1동|APT6358|힐스테이트|17867|2|5|0.004|0.072|0.118|0.059|0.001|0.253|0.019|0.015|0.055|0.127|0.158|0.032|0.059|0.011|0.016
202406|11|46110|41150000|2611000000|경기|서초구|서초동|서초1동|APT3007|자이|15164|x|3|0.056|0.093|0.076|0.079|0.036|0.029|0.174|0.026|0.149|0.075|0.018|0.012|0.027|0.032|0.117
202406|44|47110|47110000|1114000000|부산|강남구|인계동|역삼1동|APT1946|푸르지오|8283|2|3|0.131|0.114|0.044|0.02|0.124|0.011|0.002|0.083|0.012|0.001|0.105|0.059|0.011|0.09|0.192
202406|43|41110|11110000|2711000000|부산|성남시|역삼동|역삼1동|APT7802|래미안|11278|2|2|0.01|0.187|0.149|0.049|0.017|0.044|0.012|0.03|0.001|0.023|0.076|0.296|0.023|0.043|0.039
202406|44|41110|11170000|4211000000|경기|서초구|서초동|역삼1동|APT1721|푸르지오|3799|1|3|0.033|0.079|0.02|0.016|0.02|0.015|0.06|0.153|0.014|0.13|0.104|0.111|0.05|0.086|0.109
202406|41|47110|44130000|4211000000|부산|성남시|역삼동|서초1동|APT5051|푸르지오|13188|2|6|0.051|0.027|0.004|0.043|0.045|0.055|0.089|0.056|0.178|0.002|0.04|0.05|0.246|0.108|0.005
202406|11|41150|43110000|4211000000|경기|강남구|인계동|역삼1동|APT4453|푸르지오|18295|1|3|0.059|0.076|0.01|0.061|0.226|0.024|0.058|0.008|0.054|0.011|0.062|0.037|0.024|0.082|0.21
