기준연월|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드아파트단지코드|통합카드아파트단지명|연평균소득금액|통합카드성별코드|통합카드10세단위연령코드|영화관심비율|건강관심비율|게임관심비율|골프관심비율|독서관심비율|레저관심비율|뷰티관심비율|쇼핑관심비율|애완동물관심비율|여행관심비율|예술관심비율|온라인쇼핑관심비율|육아관심비율|식도락관심비율|자동차관심비율
202403|27|11110|26140000|4211000000|경기|강남구|인계동|서초1동|APT5931|푸르지오|16881|2|4|0.199|0.011|0.037|0.096|0.138|0.067|0.009|0.019|0.071|0.029|0.102|0.027|0.059|0.015|0.121
202403|45|47110|41130000|1117000000|경기|수원시|역삼동|서초1동|APT9758|푸르지오|4302|1|5|0.089|0.095|0.006|0.073|0.014|0.054|0.023|0.104|0.001|0.142|0.241|0.11|0.019|0.01|0.018
202403|43|27110|11140000|4113000000|경기|강남구|서초동|역삼1동|APT6106|자이|7773|2|2|0.003|0.012|0.341|0.182|0.052|0.05|0.067|0.056|0.078|0.004|0.037|0.049|0.025|0.017|0.027
202403|44|42110|26140000|2611000000|서울|성남시|인계동|역삼1동|APT6137|래미안|14925|1|5|0.013|0.083|0.023|0.041|0.161|0.111|0.013|0.025|0.133|0.003|0.029|0.086|0.157|0.088|0.036
202403|46|27110|42110000|1120000000|인천|성남시|서초동|역삼1동|APT3410|푸르지오|17119|2|4|0.028|0.184|0.027|0.02|0.03|0.008|0.037|0.063|0.055|0.221|0.074|0.187|0.008|0.02|0.037
202403|44|47110|41110000|2811000000|인천|성남시|인계동|역삼1동|APT2767|힐스테이트|3080|1|4|0.029|0.009|0.001|0.07|0.014|0.139|0.091|0.06|0.132|0.045|0.132|0.024|0.044|0.031|0.177
202403|45|41110|26110000|4111000000|부산|서초구|서초동|서초1동|APT2962|힐스테이트|2889|2|3|0.084|0.004|0.113|0.093|0.011|0.007|0.009|0.019|0.017|0.148|0.153|0.155|0.008|0.035|0.145
202403|42|26140|41110000|4115000000|부산|성남시|인계동|역삼1동|APT3460|푸르지오|8498|2|4|0.063|0.019|0.069|0.023|0.213|0.091|0.089|0.031|0.011|0.035|0.098|0.04|0.04|0.032|0.146
202403|27|26140|11200000|2811000000|경기|강남구|서초동|역삼1동|APT3058|푸르지오|13905|2|4|0.046|0.105|0.007|0.013|0.018|0.378|0.012|0.043|0.078|0.012|0.053|0.133|0.037|0.06|0.004
202403|44|43110|11140000|4711000000|인천|성남시|인계동|서초1동|APT4273|푸르지오|14700|x|5|0.045|0.007|0.034|0.112|0.194|0.028|0.067|0.042|0.15|0.043|0.095|0.143|0.014|0.003|0.025
202403|47|46110|47110000|4115000000|서울|성남시|서초동|역삼1동|APT6424|힐스테이트|3820|1|4|0.047|0.014|0.015|0.049|0.056|0.061|0.049|0.077|0.008|0.081|0.242|0.166|0.011|0.061|0.063
202403|45|28110|45110000|4511000000|인천|강남구|서초동|역삼1동|APT4094|래미안|8767|x|5|0.021|0.096|0.075|0.065|0.035|0.014|0.12|0.04|0.132|0.063|0.082|0.066|0.012|0.13|0.05
202403|45|11110|11110000|4511000000|인천|성남시|역삼동|역삼1동|APT8565|래미안|5501|1|5|0.023|0.074|0.17|0.109|0.072|0.051|0.086|0.078|0.001|0.025|0.085|0.099|0.076|0.041|0.01
202403|11|11110|47110000|2611000000|부산|서초구|역삼동|역삼1동|APT3193|푸르지오|13954|1|2|0.023|0.07|0.015|0.065|0.212|0.012|0.021|0.099|0.032|0.071|0.117|0.112|0.057|0.054|0.039
202403|43|11110|27110000|1120000000|부산|수원시|서초동|역삼1동|APT9154|푸르지오|10930|2|6|0.028|0.034|0.119|0.055|0.107|0.053|0.003|0.016|0.096|0.041|0.146|0.053|0.164|0.018|0.068
202403|26|45110|41130000|4311000000|인천|서초구|서초동|역삼1동|APT6883|자이|8366|1|4|0.024|0.162|0.168|0.157|0.068|0.036|0.023|0.022|0.062|0.012|0.051|0.023|0.038|0.014|0.141
202403|26|44130|11170000|4511000000|서울|서초구|인계동|역삼1동|APT6291|래미안|7110|x|5|0.039|0.016|0.003|0.012|0.115|0.034|0.049|0.076|0.187|0.159|0.037|0.076|0.029|0.147|0.021
202403|42|43110|41130000|1120000000|서울|서초구|역삼동|역삼1동|APT8493|자이|8785|1|4|0.017|0.044|0.135|0.09|0.008|0.069|0.093|0.035|0.05|0.007|0.025|0.13|0.085|0.205|0.008
202403|43|41110|11110000|2811000000|서울|수원시|인계동|역삼1동|APT8121|푸르지오|19113|2|6|0.179|0.029|0.086|0.036|0.039|0.149|0.027|0.035|0.057|0.002|0.121|0.037|0.058|0.112|0.032
202403|42|11200|26110000|4413000000|서울|강남구|인계동|역삼1동|APT4184|래미안|18167|1|4|0.015|0.13|0.017|0.027|0.068|0.0|0.189|0.025|0.017|0.112|0.093|0.149|0.038|0.092|0.027
202403|47|11170|11140000|2811000000|인천|성남시|인계동|서초1동|APT5283|자이|3864|2|6|0.176|0.117|0.032|0.04|0.003|0.067|0.092|0.075|0.057|0.066|0.096|0.125|0.003|0.043|0.008
202403|43|26110|42110000|4113000000|경기|강남구|서초동|역삼1동|APT4774|푸르지오|12379|2|6|0.035|0.319|0.0|0.039|0.011|0.032|0.024|0.001|0.116|0.166|0.032|0.016|0.048|0.005|0.155
202403|43|43110|11140000|4113000000|인천|성남시|서초동|역삼1동|APT2818|힐스테이트|11789|1|6|0.113|0.022|0.082|0.016|0.046|0.102|0.035|0.042|0.045|0.022|0.124|0.177|0.09|0.044|0.041
202403|41|42110|46110000|4511000000|경기|강남구|서초동|서초1동|APT4788|래미안|19577|2|5|0.135|0.02|0.053|0.019|0.024|0.039|0.117|0.023|0.005|0.108|0.059|0.08|0.056|0.107|0.155
202403|26|11200|11140000|4211000000|부산|서초구|서초동|서초1동|APT6745|푸르지오|15999|x|4|0.024|0.057|0.111|0.104|0.126|0.031|0.039|0.07|0.125|0.071|0.027|0.046|0.035|0.103|0.031
202403|41|28110|44130000|2611000000|인천|서초구|서초동|서초1동|APT3788|자이|14176|2|6|0.024|0.083|0.053|0.051|0.006|0.248|0.033|0.122|0.046|0.023|0.027|0.144|0.064|0.053|0.024
202403|11|41130|41130000|1120000000|인천|성남시|서초동|역삼1동|APT9391|자이|14716|2|4|0.038|0.08|0.349|0.075|0.031|0.019|0.253|0.004|0.025|0.022|0.03|0.002|0.014|0.023|0.035
202403|44|11110|11200000|4611000000|경기|수원시|인계동|서초1동|APT5268|래미안|5816|x|5|0.147|0.099|0.008|0.061|0.074|0.035|0.132|0.007|0.035|0.003|0.203|0.02|0.096|0.026|0.055
202403|44|11200|11110000|2614000000|부산|서초구|인계동|역삼1동|APT1330|힐스테이트|11599|x|6|0.017|0.026|0.069|0.055|0.238|0.062|0.007|0.012|0.082|0.039|0.067|0.146|0.005|0.042|0.133
202403|41|26110|11140000|4611000000|인천|서초구|인계동|역삼1동|APT4742|푸르지오|6632|x|2|0.086|0.206|0.056|0.023|0.073|0.001|0.129|0.003|0.063|0.057|0.109|0.014|0.002|0.156|0.022
202403|27|47110|46110000|4511000000|서울|수원시|서초동|역삼1동|APT2122|자이|18314|1|4|0.01|0.004|0.019|0.251|0.043|0.011|0.012|0.043|0.118|0.071|0.158|0.142|0.016|0.076|0.026
202403|43|11110|27110000|4413000000|부산|강남구|인계동|역삼1동|APT8791|푸르지오|2647|1|3|0.074|0.013|0.16|0.0|0.117|0.017|0.073|0.057|0.032|0.052|0.047|0.109|0.053|0.186|0.009
202403|47|26140|11170000|2811000000|경기|강남구|서초동|역삼1동|APT9195|래미안|8014|1|2|0.102|0.086|0.025|0.076|0.007|0.001|0.162|0.032|0.059|0.077|0.108|0.008|0.081|0.061|0.115
202403|26|46110|28110000|1117000000|인천|강남구|인계동|서초1동|APT6507|푸르지오|11939|2|2|0.035|0.12|0.087|0.05|0.121|0.019|0.054|0.016|0.028|0.044|0.0|0.166|0.168|0.049|0.044
202403|47|47110|41110000|2614000000|서울|성남시|서초동|역삼1동|APT2354|자이|11777|2|5|0.182|0.03|0.002|0.042|0.042|0.142|0.064|0.1|0.039|0.03|0.013|0.041|0.024|0.012|0.237
202403|47|43110|11200000|1111000000|부산|강남구|인계동|서초1동|APT3722|래미안|11138|2|3|0.008|0.02|0.028|0.295|0.008|0.08|0.055|0.14|0.066|0.139|0.024|0.005|0.012|0.098|0.022
202403|42|42110|42110000|4115000000|경기|수원시|서초동|서초1동|APT8243|래미안|16900|1|4|0.014|0.017|0.057|0.011|0.137|0.124|0.179|0.036|0.031|0.117|0.049|0.07|0.089|0.063|0.006
202403|11|41110|11200000|4511000000|서울|성남시|인계동|서초1동|APT7919|자이|9120|2|2|0.03|0.028|0.08|0.035|0.005|0.074|0.065|0.064|0.018|0.118|0.084|0.012|0.212|0.081|0.094
202403|47|43110|41110000|1117000000|서울|서초구|서초동|서초1동|APT3464|힐스테이트|9192|1|6|0.074|0.226|0.071|0.014|0.085|0.011|0.09|0.163|0.08|0.015|0.023|0.063|0.053|0.013|0.019
202403|42|41150|46110000|2614000000|인천|서초구|인계동|서초1동|APT3523|힐스테이트|7713|2|3|0.059|0.302|0.044|0.043|0.133|0.038|0.021|0.015|0.054|0.02|0.027|0.014|0.065|0.016|0.15
202403|11|11140|41130000|1120000000|인천|강남구|서초동|역삼1동|APT3408|자이|2035|1|6|0.018|0.027|0.009|0.047|0.111|0.034|0.036|0.001|0.313|0.026|0.099|0.079|0.095|0.048|0.056
202403|44|41130|26110000|1114000000|부산|서초구|인계동|서초1동|APT6997|래미안|4022|1|2|0.005|0.042|0.008|0.116|0.119|0.023|0.066|0.036|0.006|0.056|0.146|0.016|0.072|0.198|0.092
202403|11|11140|42110000|1117000000|부산|강남구|인계동|역삼1동|APT8305|푸르지오|7906|2|5|0.038|0.064|0.31|0.092|0.037|0.074|0.096|0.08|0.004|0.009|0.053|0.012|0.084|0.018|0.03
202403|41|11110|41150000|2614000000|경기|성남시|역삼동|역삼1동|APT9560|힐스테이트|10517|x|4|0.051|0.004|0.083|0.024|0.182|0.245|0.094|0.021|0.004|0.041|0.036|0.117|0.007|0.066|0.024
202403|44|11170|41130000|1117000000|경기|성남시|인계동|서초1동|APT4542|힐스테이트|18220|1|6|0.094|0.027|0.031|0.011|0.117|0.017|0.021|0.003|0.262|0.085|0.005|0.168|0.012|0.086|0.062
202403|41|11200|45110000|4115000000|서울|성남시|역삼동|역삼1동|APT1165|힐스테이트|10465|1|4|0.208|0.149|0.064|0.035|0.012|0.051|0.013|0.054|0.019|0.031|0.092|0.061|0.072|0.036|0.104
202403|45|47110|47110000|4711000000|서울|수원시|역삼동|서초1동|APT6844|자이|8685|1|4|0.023|0.19|0.009|0.089|0.086|0.023|0.004|0.134|0.104|0.053|0.012|0.054|0.022|0.007|0.189
202403|26|27110|28110000|1114000000|부산|서초구|역삼동|역삼1동|APT4593|래미안|12274|x|3|0.0|0.006|0.043|0.024|0.028|0.06|0.054|0.228|0.02|0.07|0.001|0.084|0.264|0.076|0.041
202403|11|44130|26140000|4111000000|인천|서초구|역삼동|서초1동|APT7593|래미안|14484|x|6|0.05|0.052|0.051|0.197|0.026|0.091|0.035|0.006|0.018|0.012|0.109|0.048|0.07|0.133|0.103
202403|26|42110|11170000|2611000000|경기|서초구|서초동|서초1동|APT5447|자이|14435|2|5|0.003|0.031|0.012|0.002|0.16|0.003|0.116|0.095|0.118|0.128|0.049|0.095|0.037|0.108|0.042
202403|44|26140|47110000|2711000000|경기|성남시|역삼동|역삼1동|APT1538|푸르지오|13202|1|5|0.053|0.008|0.005|0.253|0.065|0.057|0.099|0.08|0.065|0.029|0.095|0.062|0.076|0.029|0.024
202403|11|47110|41130000|4115000000|부산|성남시|서초동|서초1동|APT5679|래미안|19110|1|5|0.014|0.069|0.165|0.063|0.22|0.04|0.008|0.101|0.002|0.061|0.108|0.119|0.012|0.008|0.01
202403|43|11140|41110000|4311000000|인천|수원시|역삼동|서초1동|APT5901|힐스테이트|3972|2|4|0.033|0.026|0.006|0.059|0.03|0.054|0.066|0.037|0.172|0.102|0.096|0.084|0.105|0.082|0.047
202403|42|41130|47110000|4611000000|부산|성남시|역삼동|서초1동|APT8466|래미안|16030|1|3|0.116|0.043|0.095|0.036|0.001|0.016|0.005|0.043|0.07|0.005|0.021|0.077|0.374|0.097|0.0
202403|44|11140|41130000|4111000000|인천|수원시|서초동|역삼1동|APT9871|힐스테이트|7526|2|4|0.095|0.122|0.127|0.029|0.04|0.03|0.035|0.006|0.048|0.161|0.112|0.017|0.023|0.01|0.146
202403|41|28110|45110000|4211000000|경기|서초구|인계동|역삼1동|APT5810|푸르지오|7712|2|6|0.012|0.025|0.06|0.057|0.177|0.017|0.088|0.003|0.08|0.167|0.076|0.02|0.032|0.155|0.031
202403|44|41150|28110000|4311000000|서울|서초구|서초동|역삼1동|APT4096|힐스테이트|19555|1|4|0.113|0.062|0.235|0.058|0.002|0.023|0.029|0.018|0.016|0.028|0.075|0.055|0.089|0.127|0.069
202403|47|26110|41150000|4115000000|인천|강남구|인계동|역삼1동|APT4188|래미안|4508|x|4|0.024|0.093|0.139|0.106|0.136|0.088|0.11|0.015|0.04|0.045|0.099|0.001|0.013|0.032|0.06
202403|44|11110|41130000|2711000000|경기|서초구|인계동|서초1동|APT6168|래미안|2210|x|5|0.101|0.001|0.003|0.022|0.06|0.127|0.114|0.076|0.2|0.076|0.039|0.013|0.084|0.065|0.019
202403|45|41130|47110000|1114000000|서울|서초구|역삼동|서초1동|APT4139|푸르지오|18533|x|6|0.053|0.157|0.121|0.004|0.094|0.009|0.089|0.086|0.006|0.065|0.108|0.045|0.05|0.043|0.071
202403|44|41110|46110000|4511000000|인천|수원시|인계동|역삼1동|APT1891|래미안|2183|x|4|0.156|0.124|0.068|0.079|0.039|0.036|0.034|0.051|0.006|0.016|0.102|0.033|0.121|0.073|0.063
202403|42|41110|28110000|1111000000|경기|강남구|서초동|서초1동|APT3250|래미안|15694|1|5|0.23|0.009|0.054|0.143|0.005|0.086|0.005|0.001|0.033|0.039|0.028|0.03|0.019|0.046|0.271
202403|42|41130|11140000|1117000000|경기|강남구|인계동|서초1동|APT5275|자이|14797|2|3|0.004|0.15|0.053|0.045|0.326|0.076|0.109|0.019|0.024|0.066|0.013|0.005|0.023|0.004|0.083
202403|27|42110|44130000|2711000000|부산|성남시|서초동|역삼1동|APT5010|자이|18766|1|5|0.123|0.032|0.086|0.063|0.102|0.035|0.026|0.057|0.008|0.096|0.013|0.034|0.228|0.046|0.05
202403|41|28110|11200000|4511000000|인천|강남구|인계동|서초1동|APT2023|힐스테이트|11258|2|5|0.032|0.001|0.173|0.031|0.085|0.052|0.168|0.038|0.101|0.049|0.037|0.124|0.071|0.005|0.032
202403|46|47110|28110000|4611000000|인천|강남구|서초동|서초1동|APT7037|자이|7496|1|5|0.081|0.036|0.02|0.061|0.104|0.071|0.017|0.008|0.069|0.114|0.056|0.01|0.016|0.164|0.174
202403|47|11140|45110000|4413000000|서울|강남구|서초동|서초1동|APT9514|래미안|3685|1|6|0.008|0.015|0.17|0.004|0.05|0.022|0.003|0.126|0.014|0.114|0.002|0.1|0.08|0.191|0.1
202403|42|45110|46110000|2811000000|부산|서초구|서초동|서초1동|APT3957|자이|11226|2|5|0.036|0.011|0.003|0.005|0.025|0.196|0.02|0.044|0.083|0.146|0.119|0.062|0.221|0.022|0.009
202403|26|27110|11200000|2614000000|서울|강남구|서초동|서초1동|APT4530|래미안|13253|x|5|0.163|0.07|0.037|0.0|0.008|0.135|0.307|0.054|0.025|0.013|0.054|0.001|0.026|0.05|0.057
202403|27|47110|45110000|4111000000|인천|서초구|인계동|서초1동|APT1557|래미안|16252|1|5|0.124|0.062|0.142|0.011|0.001|0.062|0.115|0.032|0.014|0.093|0.061|0.163|0.085|0.001|0.032
202403|27|11110|28110000|4111000000|인천|성남시|서초동|역삼1동|APT2171|푸르지오|8083|2|4|0.118|0.127|0.096|0.051|0.061|0.011|0.096|0.09|0.017|0.03|0.04|0.015|0.014|0.019|0.215
202403|42|26140|47110000|4111000000|부산|성남시|인계동|서초1동|APT6647|푸르지오|17946|1|4|0.109|0.011|0.017|0.053|0.069|0.018|0.047|0.045|0.469|0.013|0.046|0.046|0.004|0.017|0.035
202403|47|47110|44130000|2711000000|부산|강남구|역삼동|서초1동|APT7035|자이|2651|1|4|0.004|0.047|0.022|0.033|0.028|0.202|0.051|0.09|0.046|0.071|0.164|0.047|0.073|0.069|0.054
202403|41|45110|44130000|4115000000|인천|성남시|서초동|서초1동|APT6951|힐스테이트|12365|1|3|0.011|0.057|0.063|0.047|0.048|0.009|0.187|0.097|0.04|0.074|0.023|0.069|0.11|0.07|0.095
202403|44|11170|41110000|1117000000|부산|성남시|서초동|서초1동|APT8437|푸르지오|6895|1|6|0.01|0.025|0.023|0.072|0.003|0.094|0.112|0.061|0.03|0.074|0.019|0.263|0.177|0.026|0.011
202403|47|11140|26110000|4115000000|인천|성남시|서초동|서초1동|APT3931|푸르지오|12227|x|2|0.016|0.033|0.112|0.055|0.043|0.085|0.008|0.022|0.055|0.229|0.005|0.002|0.057|0.098|0.179
