기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202405|PRVNC|26|41110|41110000|서울|서초구|역삼동|4111000000|역삼1가|2|25|0|10|242|27801|150|6805.0|6658|1020750
202405|CNTY_GU|44|11200|28110000|부산|강남구|서초동|4511000000|역삼1가|1|35|1|10|764|37352|329|5776.0|4560|1900304
202405|ADM|27|46110|26140000|경기|강남구|역삼동|4413000000|서초1동|2|35|0|1|183|7774|371|5331.0|4964|1977801
202405|CNTY_GU|27|11200|46110000|인천|수원시|서초동|4115000000|서초1동|1|65|3|2|422|42013|473|6568.0|5953|3106664
202405|CNTY_GU|42|11170|11200000|경기|성남시|서초동|1117000000|인계동|1|70|2|6|353|40108|84|5435.0|4194|456540
202405|PRVNC|47|41130|46110000|인천|성남시|서초동|1114000000|인계동|2|25|3|7|289|38772|312|4326.0|3352|1349712
202405|CNTY_GU|47|46110|45110000|인천|수원시|서초동|1114000000|역삼1가|2|65|2|7|582|5114|722|0.0|0|0
202405|PRVNC|46|11200|42110000|인천|서초구|인계동|4115000000|인계동|2|60|2|6|624|47573|77|3799.0|2857|292523
202405|CNTY_GU|11|46110|43110000|경기|서초구|서초동|4511000000|역삼1가|1|30|0|2|868|33983|739|7255.0|5754|5361445
202405|CNTY_GU|42|11200|43110000|서울|성남시|인계동|1114000000|인계동|2|45|1|5|660|31922|37|2800.0|2068|103600
202405|ADM|46|46110|42110000|대구|서초구|서초동|4115000000|서초1동|1|45|0|5|346|7964|768|5480.0|4249|4208640
202405|PRVNC|44|28110|11170000|경기|성남시|서초동|2711000000|역삼1가|1|30|1|9|550|39721|327|1067.0|862|348909
202405|ADM|41|27110|27110000|서울|성남시|역삼동|4611000000|서초1동|1|40|3|9|476|48020|555|6089.0|5278|3379395
202405|CNTY_GU|26|44130|41130000|인천|서초구|인계동|2711000000|인계동|1|30|0|9|754|46136|696|2102.0|1746|1462992
202405|ADM|42|41110|41110000|경기|서초구|서초동|4311000000|인계동|1|50|0|10|665|31331|614|5070.0|4032|3112980
202405|ADM|47|26110|44130000|부산|강남구|인계동|4711000000|역삼1가|2|40|0|2|420|26453|565|2554.0|1876|1443010
202405|ADM|27|27110|47110000|경기|수원시|서초동|2614000000|인계동|2|45|1|10|510|23898|59|1241.0|1077|73219
202405|ADM|26|26110|26110000|대구|서초구|역삼동|1117000000|서초1동|2|45|3|1|649|10333|246|5608.0|5339|1379568
202405|CNTY_GU|46|28110|44130000|경기|강남구|서초동|4711000000|역삼1가|1|45|1|1|481|21907|694|5805.0|5133|4028670
202405|ADM|46|41110|11170000|경기|성남시|서초동|4511000000|역삼1가|1|30|2|2|512|42753|748|6537.0|5687|4889676
202405|CNTY_GU|45|42110|47110000|서울|수원시|인계동|1120000000|서초1동|1|20|0|2|338|47135|235|6325.0|5154|1486375
202405|PRVNC|42|26140|41150000|서울|서초구|인계동|2614000000|서초1동|2|50|0|9|318|10320|526|4211.0|3618|2214986
202405|CNTY_GU|42|26110|47110000|경기|강남구|역삼동|4113000000|인계동|2|35|0|4|769|13348|365|7512.0|6770|2741880
202405|CNTY_GU|45|47110|46110000|경기|서초구|인계동|4111000000|서초1동|2|25|0|10|131|20018|671|0.0|0|0
202405|CNTY_GU|11|44130|11110000|경기|강남구|서초동|4111000000|인계동|1|40|2|7|312|25955|700|1385.0|1365|969500
202405|ADM|41|44130|47110000|경기|강남구|인계동|4611000000|인계동|2|70|2|7|189|40269|659|3616.0|2554|2382944
202405|ADM|11|27110|47110000|서울|강남구|서초동|4511000000|역삼1가|1|50|0|2|202|30923|614|5733.0|4589|3520062
202405|CNTY_GU|43|27110|28110000|인천|강남구|서초동|2811000000|서초1동|2|55|1|1|490|14458|498|5580.0|5550|2778840
202405|ADM|47|42110|28110000|서울|성남시|역삼동|4311000000|인계동|2|65|1|2|172|11037|796|7047.0|6646|5609412
202405|ADM|43|11170|28110000|부산|성남시|역삼동|4211000000|인계동|1|55|3|6|199|14594|751|4900.0|3511|3679900
202405|ADM|11|47110|41130000|경기|수원시|역삼동|4111000000|서초1동|1|45|0|9|906|13476|315|3873.0|3130|1219995
202405|CNTY_GU|42|11200|41150000|인천|성남시|역삼동|4611000000|서초1동|1|65|0|5|962|42251|361|2051.0|1858|740411
202405|ADM|43|11200|11140000|인천|서초구|서초동|4311000000|역삼1가|2|35|0|6|457|9930|306|7805.0|6753|2388330
202405|CNTY_GU|42|44130|11110000|경기|서초구|역삼동|1120000000|역삼1가|1|35|0|8|361|20315|629|4234.0|4150|2663186
202405|ADM|42|26110|11140000|서울|수원시|역삼동|2614000000|역삼1가|2|35|0|2|567|43391|708|6758.0|6330|4784664
202405|CNTY_GU|47|28110|41130000|서울|수원시|서초동|2614000000|역삼1가|1|40|3|8|155|27940|165|7773.0|6979|1282545
202405|ADM|27|47110|41130000|대구|서초구|인계동|4611000000|서초1동|2|60|3|7|275|6996|393|5693.0|5018|2237349
202405|CNTY_GU|42|11200|41150000|대구|수원시|인계동|4115000000|인계동|2|25|2|2|932|16790|753|2049.0|2048|1542897
202405|CNTY_GU|41|11140|26110000|서울|수원시|서초동|1111000000|서초1동|2|45|2|4|54|13643|176|4684.0|3984|824384
202405|ADM|26|41150|11170000|부산|서초구|서초동|2711000000|인계동|2|50|1|4|839|21430|585|3840.0|2693|2246400
202405|ADM|47|11110|26110000|인천|성남시|서초동|4211000000|서초1동|2|70|1|10|898|27775|654|5284.0|4875|3455736
202405|CNTY_GU|42|41150|45110000|대구|수원시|서초동|2811000000|인계동|2|40|3|3|251|40214|219|3326.0|2851|728394
202405|PRVNC|42|26110|28110000|경기|강남구|인계동|4211000000|역삼1가|2|45|3|10|501|47511|1|2019.0|1923|2019
202405|ADM|47|26140|41130000|서울|성남시|서초동|4311000000|인계동|2|55|0|6|668|43768|4|6223.0|5196|24892
202405|CNTY_GU|27|27110|11140000|부산|성남시|서초동|1114000000|서초1동|2|30|2|1|192|27521|653|7300.0|5465|4766900
202405|ADM|27|11170|45110000|대구|성남시|역삼동|4511000000|서초1동|2|40|0|1|722|26119|1|1269.0|1138|1269
202405|PRVNC|46|46110|11170000|서울|서초구|역삼동|4211000000|역삼1가|2|20|0|2|917|22154|779|2518.0|2453|1961522
202405|CNTY_GU|41|41130|41130000|대구|수원시|역삼동|2711000000|서초1동|2|20|0|6|494|27533|422|4171.0|3032|1760162
202405|PRVNC|42|27110|47110000|경기|강남구|인계동|2811000000|인계동|1|40|1|9|861|11114|96|6002.0|4528|576192
202405|ADM|27|41130|26140000|대구|수원시|서초동|2611000000|인계동|2|60|0|5|588|35658|609|2851.0|2191|1736259
202405|ADM|27|26140|28110000|부산|서초구|인계동|4115000000|역삼1가|2|40|3|4|24|10434|412|5009.0|3717|2063708
202405|ADM|41|28110|27110000|서울|성남시|인계동|4311000000|서초1동|2|50|1|6|843|17747|293|3084.0|2679|903612
202405|ADM|27|11170|26110000|대구|서초구|인계동|4113000000|서초1동|1|45|1|3|493|41768|267|3490.0|2523|931830
202405|ADM|42|47110|47110000|경기|수원시|인계동|4115000000|인계동|1|40|2|9|490|39052|592|3850.0|3832|2279200
202405|ADM|46|44130|43110000|서울|수원시|역삼동|4413000000|역삼1가|1|50|2|4|243|21435|339|3635.0|2728|1232265
202405|ADM|41|26140|28110000|대구|성남시|서초동|4311000000|인계동|2|70|2|5|456|47559|584|3041.0|2174|1775944
202405|ADM|27|41130|41150000|경기|성남시|인계동|4413000000|역삼1가|2|50|0|3|472|26568|655|2157.0|1726|1412835
202405|ADM|26|41110|41110000|인천|성남시|인계동|4611000000|서초1동|2|65|0|8|740|12711|747|4974.0|4192|3715578
202405|CNTY_GU|42|11140|47110000|인천|서초구|인계동|4211000000|역삼1가|1|40|0|7|578|47256|727|6405.0|6068|4656435
202405|ADM|41|41150|43110000|부산|강남구|역삼동|1120000000|서초1동|1|35|2|10|943|21507|768|3010.0|2663|2311680
202405|CNTY_GU|41|41110|26140000|경기|수원시|서초동|2611000000|서초1동|2|25|0|9|264|22812|531|3113.0|3097|1653003
202405|CNTY_GU|42|42110|44130000|경기|수원시|인계동|4311000000|역삼1가|1|50|0|1|922|10968|168|7421.0|6085|1246728
202405|ADM|43|26110|28110000|대구|수원시|인계동|1114000000|인계동|1|55|1|7|715|14980|26|3124.0|2274|81224
202405|ADM|42|45110|46110000|인천|강남구|역삼동|2611000000|인계동|1|50|0|1|616|9940|261|4131.0|4020|1078191
202405|PRVNC|26|43110|11110000|서울|성남시|인계동|4511000000|인계동|2|65|1|7|650|27159|394|3394.0|2960|1337236
202405|ADM|44|11200|42110000|경기|성남시|서초동|2611000000|역삼1가|1|30|1|2|545|31522|182|2085.0|1779|379470
202405|PRVNC|43|41130|41150000|인천|성남시|인계동|4311000000|서초1동|1|55|0|3|85|28934|619|3650.0|3048|2259350
202405|ADM|45|45110|26140000|부산|강남구|인계동|4311000000|역삼1가|1|45|3|8|626|17583|313|3023.0|2286|946199
202405|ADM|45|11110|41150000|서울|수원시|서초동|2711000000|인계동|1|35|1|3|253|5271|745|3300.0|2674|2458500
202405|CNTY_GU|46|11140|11170000|서울|서초구|서초동|2611000000|인계동|1|45|1|7|57|16749|34|6581.0|5249|223754
202405|CNTY_GU|45|44130|11170000|인천|수원시|역삼동|2614000000|인계동|2|55|2|2|387|48162|98|7296.0|5888|715008
202405|CNTY_GU|27|11140|28110000|인천|서초구|서초동|1111000000|서초1동|1|65|1|7|889|22747|386|1762.0|1379|680132
202405|CNTY_GU|26|27110|45110000|서울|성남시|역삼동|4113000000|역삼1가|1|50|0|10|71|15558|230|2217.0|1884|509910
202405|PRVNC|44|45110|11140000|대구|성남시|서초동|2811000000|인계동|1|55|1|7|36|36100|709|3658.0|3384|2593522
202405|ADM|26|44130|26110000|서울|성남시|역삼동|1117000000|서초1동|1|70|3|3|362|26604|406|4773.0|4715|1937838
202405|ADM|26|26140|46110000|대구|성남시|역삼동|2711000000|인계동|2|60|3|5|72|18257|581|7641.0|5618|4439421
202405|ADM|44|41130|28110000|부산|수원시|인계동|1117000000|서초1동|1|35|0|3|48|17958|560|6798.0|6547|3806880
202405|CNTY_GU|44|44130|47110000|대구|수원시|인계동|1111000000|서초1동|1|60|0|3|39|28887|453|1008.0|809|456624
202405|ADM|26|27110|11200000|대구|서초구|서초동|4211000000|역삼1가|1|30|0|5|772|49754|526|5942.0|5084|3125492
202405|CNTY_GU|47|44130|41110000|서울|수원시|서초동|2614000000|서초1동|2|30|3|2|729|41299|202|7798.0|5729|1575196
202405|ADM|11|45110|27110000|부산|수원시|역삼동|1120000000|서초1동|1|70|3|3|222|29453|327|2265.0|1678|740655
202405|ADM|46|42110|11110000|인천|수원시|인계동|2711000000|인계동|1|25|1|10|280|8213|199|3513.0|3318|699087
202405|ADM|46|42110|46110000|인천|강남구|인계동|4413000000|서초1동|1|60|2|8|736|35887|707|2810.0|2400|1986670
202405|PRVNC|44|11200|26140000|경기|수원시|인계동|4113000000|역삼1가|1|55|0|3|408|13199|68|2477.0|1913|168436
202405|CNTY_GU|41|45110|11140000|부산|서초구|역삼동|4311000000|서초1동|2|60|2|1|361|44019|688|3790.0|3702|2607520
