기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202403|PRVNC|41|11200|11140000|부산|수원시|인계동|2611000000|역삼1가|1|55|1|10|936|30534|516|1748.0|1378|901968
202403|ADM|26|42110|28110000|인천|수원시|서초동|2611000000|서초1동|2|50|0|4|548|31455|176|1146.0|875|201696
202403|ADM|11|11110|45110000|경기|수원시|서초동|2711000000|인계동|2|30|1|1|815|48885|351|7980.0|6030|2800980
202403|ADM|46|11170|41150000|서울|수원시|인계동|2614000000|역삼1가|1|25|0|8|11|44541|660|3230.0|3104|2131800
202403|CNTY_GU|42|46110|11140000|인천|강남구|역삼동|1117000000|서초1동|1|50|0|3|189|35232|312|1274.0|1269|397488
202403|ADM|43|46110|43110000|경기|서초구|서초동|4113000000|인계동|2|30|0|3|148|19633|155|6283.0|4699|973865
202403|ADM|11|47110|46110000|부산|서초구|인계동|2711000000|서초1동|1|50|2|8|71|9891|799|6540.0|6130|5225460
202403|PRVNC|26|11200|44130000|경기|성남시|인계동|1117000000|역삼1가|1|70|2|10|717|29590|231|7478.0|5745|1727418
202403|ADM|11|46110|11140000|서울|수원시|역삼동|4611000000|인계동|1|30|0|1|166|49488|528|5052.0|4327|2667456
202403|CNTY_GU|42|11110|11110000|부산|강남구|역삼동|4111000000|인계동|1|45|0|7|901|25805|132|5780.0|4387|762960
202403|ADM|43|27110|11170000|대구|서초구|서초동|1117000000|서초1동|1|70|1|4|747|49166|132|5325.0|4160|702900
202403|CNTY_GU|26|28110|26140000|대구|수원시|역삼동|1111000000|역삼1가|2|70|0|9|285|13245|604|5944.0|4893|3590176
202403|ADM|45|44130|46110000|인천|서초구|인계동|1114000000|인계동|2|20|2|9|269|7771|718|4620.0|4211|3317160
202403|CNTY_GU|26|42110|28110000|경기|수원시|인계동|2711000000|역삼1가|1|60|0|2|382|29348|24|1224.0|1030|29376
202403|ADM|46|27110|47110000|경기|성남시|인계동|2611000000|인계동|1|35|2|1|539|21823|780|2171.0|2047|1693380
