기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202402|ADM|46|27110|45110000|대구|수원시|역삼동|4111000000|역삼1가|1|25|0|9|788|30484|452|3465.0|2737|1566180
202402|CNTY_GU|42|45110|11140000|대구|성남시|인계동|2614000000|인계동|2|35|3|4|619|37725|185|4978.0|3572|920930
202402|ADM|45|45110|47110000|부산|강남구|서초동|4111000000|서초1동|2|25|1|6|257|12200|252|2824.0|2624|711648
202402|ADM|47|41110|28110000|부산|수원시|역삼동|2614000000|서초1동|1|65|0|2|716|20924|498|3626.0|2732|1805748
202402|ADM|41|26140|27110000|경기|성남시|역삼동|2614000000|인계동|2|40|2|10|996|5158|224|7200.0|5798|1612800
202402|CNTY_GU|47|26140|11200000|서울|서초구|역삼동|4113000000|역삼1가|2|40|1|7|656|44580|608|2603.0|2286|1582624
202402|ADM|42|46110|45110000|인천|서초구|역삼동|4711000000|서초1동|2|60|1|8|761|49506|383|2327.0|1676|891241
202402|ADM|43|11110|11170000|인천|수원시|역삼동|2711000000|서초1동|2|35|1|9|875|25081|775|5083.0|3866|3939325
202402|CNTY_GU|45|11110|45110000|경기|수원시|서초동|1120000000|역삼1가|1|55|0|10|715|28841|192|1698.0|1437|326016
202402|CNTY_GU|11|11140|43110000|경기|서초구|인계동|4311000000|인계동|1|60|0|3|877|11035|674|1008.0|833|679392
202402|CNTY_GU|45|46110|44130000|서울|성남시|서초동|2614000000|인계동|1|40|2|4|296|44426|393|7087.0|6146|2785191
202402|PRVNC|43|11140|11110000|대구|수원시|역삼동|4113000000|인계동|1|45|0|3|307|39536|71|2934.0|2695|208314
202402|CNTY_GU|44|47110|43110000|경기|수원시|인계동|2611000000|역삼1가|1|40|1|6|174|10168|565|1843.0|1485|1041295
202402|ADM|47|11200|47110000|대구|강남구|서초동|1120000000|인계동|2|40|1|9|182|28829|171|5592.0|4592|956232
202402|ADM|42|41130|27110000|부산|수원시|인계동|2611000000|서초1동|2|50|0|8|552|12725|113|4366.0|3412|493358
202402|ADM|47|47110|28110000|서울|성남시|서초동|2711000000|서초1동|2|40|0|6|926|31703|426|4185.0|3355|1782810
202402|ADM|43|11140|11140000|서울|수원시|서초동|4711000000|역삼1가|2|45|0|5|221|34555|629|4068.0|2909|2558772
202402|ADM|27|26110|41110000|인천|수원시|서초동|4211000000|서초1동|2|45|3|8|713|22330|208|2019.0|1764|419952
202402|ADM|44|43110|42110000|서울|수원시|역삼동|4211000000|인계동|1|20|3|5|77|24871|499|7009.0|5269|3497491
202402|CNTY_GU|26|44130|26140000|대구|강남구|서초동|1111000000|역삼1가|1|30|0|9|970|36982|14|1009.0|923|14126
202402|CNTY_GU|46|46110|43110000|대구|강남구|서초동|1111000000|서초1동|2|50|0|6|525|12016|150|4382.0|3122|657300
202402|ADM|26|11110|11140000|부산|수원시|역삼동|2614000000|서초1동|2|20|1|7|496|6600|604|2893.0|2077|1747372
202402|CNTY_GU|42|44130|42110000|경기|강남구|인계동|4611000000|서초1동|2|55|1|7|359|23745|13|5492.0|4313|71396
202402|ADM|46|26140|41150000|대구|강남구|인계동|1111000000|역삼1가|1|65|1|8|962|27102|288|4843.0|4027|1394784
202402|CNTY_GU|11|41130|11200000|부산|성남시|서초동|4413000000|역삼1가|1|60|1|5|419|17882|407|3694.0|3354|1503458
202402|CNTY_GU|42|46110|26140000|경기|서초구|인계동|4413000000|인계동|2|35|2|4|122|24222|55|4741.0|4303|260755
202402|ADM|43|46110|26110000|대구|성남시|역삼동|2611000000|서초1동|1|45|0|5|563|9607|782|2588.0|2567|2023816
202402|ADM|41|11200|41150000|경기|성남시|인계동|1114000000|인계동|2|55|3|10|590|38591|408|1917.0|1544|782136
202402|PRVNC|44|41110|41150000|인천|강남구|인계동|1117000000|서초1동|1|55|1|2|746|39490|272|7337.0|5266|1995664
202402|CNTY_GU|41|26110|41130000|부산|성남시|인계동|1114000000|서초1동|2|70|0|8|496|16964|2|5295.0|5074|10590
202402|CNTY_GU|41|41150|11200000|대구|서초구|서초동|4511000000|역삼1가|1|45|3|10|279|34330|448|5576.0|5125|2498048
202402|ADM|27|45110|11200000|서울|수원시|인계동|4413000000|서초1동|2|35|0|1|2|15517|543|7992.0|5757|4339656
202402|ADM|44|26140|44130000|경기|강남구|서초동|4211000000|인계동|2|40|0|7|986|22785|74|7328.0|5312|542272
202402|ADM|46|11170|28110000|대구|서초구|인계동|1114000000|역삼1가|1|70|0|6|192|19392|129|5094.0|4294|657126
202402|PRVNC|26|11140|28110000|인천|수원시|서초동|4711000000|역삼1가|1|50|2|4|350|48689|39|6546.0|5253|255294
202402|ADM|42|11110|26140000|부산|서초구|서초동|4211000000|역삼1가|2|65|1|1|153|26624|412|4693.0|4124|1933516
202402|ADM|27|27110|46110000|부산|수원시|역삼동|4511000000|서초1동|2|55|1|7|235|33481|669|2665.0|2040|1782885
202402|PRVNC|27|47110|26110000|경기|강남구|인계동|2711000000|역삼1가|2|70|0|6|60|14444|721|5358.0|5292|3863118
202402|ADM|47|26110|44130000|경기|강남구|역삼동|1120000000|인계동|2|45|0|8|340|46730|460|7391.0|6309|3399860
202402|ADM|45|27110|44130000|인천|수원시|역삼동|4413000000|역삼1가|1|70|0|1|948|35789|46|7157.0|6621|329222
202402|CNTY_GU|47|42110|26110000|서울|서초구|역삼동|1111000000|서초1동|1|65|1|10|223|9760|3|4536.0|3346|13608
202402|ADM|44|42110|11110000|부산|수원시|역삼동|1120000000|역삼1가|1|65|0|7|965|19922|511|7621.0|6745|3894331
202402|PRVNC|44|26110|26110000|서울|서초구|역삼동|1117000000|서초1동|1|70|1|5|633|27763|478|2382.0|2285|1138596
202402|ADM|45|11170|26110000|대구|강남구|서초동|1114000000|인계동|2|45|2|5|891|23968|577|1287.0|909|742599
202402|CNTY_GU|44|11170|43110000|부산|수원시|역삼동|4113000000|인계동|1|60|1|10|620|41033|447|3822.0|3294|1708434
202402|ADM|46|11200|41130000|경기|강남구|서초동|1120000000|인계동|1|50|1|6|988|30091|564|2434.0|1883|1372776
202402|CNTY_GU|41|11140|28110000|서울|성남시|서초동|4711000000|서초1동|1|60|1|6|551|30072|390|7703.0|6497|3004170
202402|CNTY_GU|26|28110|41110000|부산|강남구|서초동|4611000000|서초1동|1|60|0|7|830|21959|122|1810.0|1710|220820
202402|CNTY_GU|42|41150|47110000|인천|성남시|역삼동|1117000000|역삼1가|1|60|1|4|37|42990|66|4742.0|4301|312972
202402|CNTY_GU|11|42110|46110000|서울|서초구|서초동|4511000000|인계동|2|40|0|3|932|36555|726|6406.0|5934|4650756
202402|CNTY_GU|11|46110|11110000|인천|성남시|역삼동|1111000000|인계동|1|60|2|8|18|36764|354|1776.0|1355|628704
202402|ADM|11|26110|45110000|대구|강남구|서초동|2611000000|인계동|1|65|1|4|197|34528|259|1318.0|1251|341362
202402|ADM|11|42110|27110000|부산|서초구|역삼동|4211000000|인계동|1|50|1|1|738|34924|236|4875.0|4310|1150500
202402|ADM|45|46110|43110000|부산|서초구|인계동|1120000000|역삼1가|1|45|3|5|256|39057|44|7318.0|5274|321992
202402|ADM|43|11110|47110000|인천|강남구|인계동|1114000000|역삼1가|1|65|0|1|41|15530|756|1114.0|1068|842184
202402|ADM|47|44130|41110000|서울|서초구|서초동|1117000000|서초1동|2|60|0|6|862|28535|69|1143.0|819|78867
202402|CNTY_GU|27|11140|41150000|대구|강남구|서초동|4211000000|역삼1가|1|45|3|7|512|10905|177|7478.0|5299|1323606
202402|CNTY_GU|41|41130|28110000|부산|서초구|역삼동|1120000000|인계동|1|50|0|10|479|21533|367|5217.0|4956|1914639
202402|PRVNC|42|45110|11140000|인천|서초구|인계동|2611000000|서초1동|2|55|1|7|316|18108|288|5909.0|4159|1701792
202402|ADM|45|28110|11110000|부산|강남구|인계동|1120000000|역삼1가|2|55|0|4|716|14050|34|2929.0|2128|99586
202402|CNTY_GU|47|41130|27110000|경기|성남시|서초동|4511000000|서초1동|2|35|1|7|314|29626|265|3186.0|2246|844290
