기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202412|ADM|43|44130|26140000|서울|성남시|인계동|4413000000|서초1동|1|65|3|10|658|46258|237|7809.0|6897|1850733
202412|ADM|46|44130|41130000|부산|수원시|인계동|1114000000|서초1동|1|30|1|3|383|10501|500|3318.0|2925|1659000
202412|ADM|26|46110|47110000|서울|강남구|역삼동|4113000000|서초1동|2|40|0|3|8|47063|157|7336.0|6488|1151752
202412|CNTY_GU|27|28110|26140000|경기|수원시|역삼동|1114000000|역삼1가|2|35|3|7|336|32770|752|6257.0|5171|4705264
202412|ADM|42|41150|11170000|서울|성남시|인계동|1117000000|역삼1가|1|35|2|6|563|44279|580|3837.0|3701|2225460
202412|ADM|43|11200|28110000|경기|강남구|서초동|4113000000|인계동|2|25|0|1|51|45044|675|3429.0|3178|2314575
202412|CNTY_GU|44|11200|45110000|서울|강남구|역삼동|4711000000|서초1동|1|65|0|8|760|43084|580|5831.0|5108|3381980
202412|CNTY_GU|47|11140|26110000|경기|강남구|인계동|1111000000|서초1동|2|40|0|5|489|7736|169|2835.0|2220|479115
202412|CNTY_GU|26|41150|41150000|서울|서초구|역삼동|4211000000|인계동|2|30|0|8|713|40986|628|4023.0|3055|2526444
202412|PRVNC|41|11140|26140000|부산|강남구|서초동|1114000000|역삼1가|1|20|0|8|492|47920|272|5588.0|5142|1519936
202412|CNTY_GU|41|26140|41150000|인천|수원시|인계동|4115000000|인계동|1|25|3|6|823|9415|323|4495.0|3561|1451885
202412|CNTY_GU|41|42110|41150000|경기|강남구|인계동|4211000000|서초1동|1|30|1|7|85|34832|419|6953.0|5859|2913307
202412|ADM|41|28110|11110000|경기|수원시|인계동|1114000000|인계동|2|40|0|9|739|36228|665|3866.0|3802|2570890
202412|ADM|41|43110|11140000|경기|성남시|역삼동|2711000000|서초1동|1|20|0|9|999|15227|243|5858.0|5660|1423494
202412|CNTY_GU|43|45110|43110000|대구|서초구|서초동|4711000000|인계동|2|35|0|6|928|42736|76|6537.0|5296|496812
202412|CNTY_GU|47|45110|26110000|대구|강남구|역삼동|2811000000|인계동|2|35|0|1|73|28630|3|7168.0|6900|21504
202412|CNTY_GU|46|28110|11140000|인천|성남시|역삼동|2614000000|역삼1가|2|20|3|10|323|37098|742|5893.0|4672|4372606
202412|CNTY_GU|46|11140|41110000|대구|성남시|서초동|4611000000|역삼1가|1|35|1|1|226|17434|186|5541.0|5261|1030626
202412|ADM|27|42110|11170000|경기|성남시|서초동|4211000000|인계동|2|55|0|3|464|31021|703|1964.0|1390|1380692
202412|ADM|11|45110|27110000|부산|서초구|서초동|4115000000|서초1동|1|20|0|5|235|15735|627|2365.0|2047|1482855
202412|ADM|42|43110|44130000|대구|수원시|역삼동|4115000000|역삼1가|1|45|0|4|449|18106|192|1150.0|1000|220800
202412|ADM|26|46110|41130000|부산|수원시|인계동|2811000000|서초1동|1|60|0|4|0|19235|516|5502.0|4056|2839032
202412|PRVNC|11|11140|45110000|서울|수원시|역삼동|1120000000|인계동|1|50|1|7|670|5960|93|3651.0|3242|339543
202412|ADM|26|46110|44130000|경기|서초구|역삼동|4311000000|역삼1가|1|65|0|6|647|11866|754|4792.0|4344|3613168
202412|ADM|42|41130|45110000|서울|강남구|인계동|1111000000|역삼1가|1|50|1|4|56|14124|116|6391.0|5298|741356
202412|CNTY_GU|44|42110|11140000|서울|성남시|서초동|4711000000|역삼1가|1|35|0|9|128|37714|26|1451.0|1220|37726
202412|ADM|46|45110|41110000|부산|서초구|역삼동|4611000000|역삼1가|1|65|0|1|668|48744|734|5692.0|5232|4177928
202412|ADM|45|11170|45110000|대구|서초구|인계동|4115000000|역삼1가|2|40|3|5|187|16565|789|5226.0|3892|4123314
202412|ADM|47|27110|11170000|부산|성남시|서초동|1114000000|서초1동|2|40|3|1|656|34555|193|3871.0|3603|747103
202412|CNTY_GU|43|41110|11110000|부산|성남시|서초동|4511000000|역삼1가|1|20|2|6|432|34595|82|2179.0|1581|178678
202412|ADM|45|11170|41110000|서울|강남구|역삼동|2614000000|인계동|2|25|0|3|509|28095|288|1370.0|1027|394560
202412|CNTY_GU|47|11200|11200000|대구|수원시|인계동|4711000000|서초1동|2|60|1|5|821|48131|34|2706.0|2480|92004
202412|CNTY_GU|26|11200|46110000|경기|서초구|역삼동|2811000000|서초1동|2|50|0|2|133|10212|692|1332.0|1291|921744
202412|ADM|42|43110|11140000|대구|수원시|역삼동|1111000000|역삼1가|2|55|0|10|382|36609|201|6754.0|5877|1357554
202412|ADM|11|11140|41130000|대구|서초구|역삼동|2614000000|인계동|2|20|0|10|388|17467|196|7656.0|5987|1500576
202412|CNTY_GU|44|11170|11170000|인천|수원시|역삼동|4115000000|인계동|1|50|1|5|737|23679|16|1416.0|1137|22656
202412|PRVNC|26|41150|28110000|부산|수원시|역삼동|4413000000|인계동|2|35|1|6|554|42924|732|2848.0|2754|2084736
202412|ADM|42|41150|41150000|대구|강남구|인계동|2811000000|역삼1가|1|55|1|3|644|36305|143|1004.0|842|143572
202412|ADM|41|43110|26110000|부산|강남구|역삼동|4511000000|역삼1가|1|50|0|6|552|49186|62|4724.0|4541|292888
202412|CNTY_GU|46|11200|47110000|경기|강남구|인계동|4413000000|인계동|2|45|1|5|671|31784|224|5562.0|5260|1245888
202412|CNTY_GU|11|47110|11110000|대구|서초구|인계동|4611000000|인계동|1|45|3|5|543|8577|31|1825.0|1428|56575
