기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202406|CNTY_GU|27|45110|47110000|서울|강남구|서초동|4413000000|서초1동|1|45|3|7|278|7807|420|3283.0|2887|1378860
202406|ADM|46|28110|41110000|서울|수원시|역삼동|4711000000|역삼1가|1|30|0|5|431|48707|137|4013.0|3235|549781
202406|PRVNC|27|46110|11110000|인천|강남구|서초동|4211000000|인계동|2|25|0|4|223|13512|286|1879.0|1522|537394
202406|ADM|47|11110|47110000|서울|서초구|인계동|4711000000|역삼1가|1|40|1|9|740|44511|113|3981.0|3698|449853
202406|ADM|45|45110|41130000|서울|수원시|서초동|4211000000|서초1동|2|45|0|10|775|28454|601|3387.0|2861|2035587
202406|ADM|43|42110|11110000|경기|성남시|서초동|1111000000|서초1동|1|55|1|1|414|36373|189|7398.0|6905|1398222
202406|CNTY_GU|41|46110|41150000|서울|수원시|서초동|4113000000|역삼1가|2|55|1|7|315|40420|750|3006.0|2619|2254500
202406|PRVNC|41|27110|26110000|대구|강남구|인계동|1111000000|인계동|2|45|1|1|72|31396|257|5864.0|4181|1507048
202406|PRVNC|11|11170|11110000|경기|수원시|서초동|1117000000|역삼1가|2|40|3|1|260|49374|127|0.0|0|0
202406|ADM|42|11200|44130000|부산|서초구|인계동|1114000000|서초1동|1|35|2|2|503|27508|582|6191.0|5252|3603162
202406|CNTY_GU|26|44130|47110000|부산|서초구|역삼동|1111000000|인계동|1|60|1|4|881|38524|395|4105.0|3747|1621475
202406|PRVNC|43|11200|11140000|서울|서초구|서초동|4611000000|서초1동|1|65|0|1|650|9722|124|6179.0|5796|766196
202406|CNTY_GU|26|11170|41130000|서울|성남시|인계동|1117000000|역삼1가|2|50|2|3|519|45363|310|0.0|0|0
202406|ADM|46|11110|26140000|대구|수원시|역삼동|4511000000|서초1동|1|25|0|10|578|45423|175|4826.0|4273|844550
202406|PRVNC|11|11110|47110000|인천|강남구|인계동|2614000000|인계동|2|60|0|4|374|7820|546|4698.0|4274|2565108
202406|ADM|47|45110|45110000|부산|수원시|인계동|1111000000|서초1동|2|50|0|2|518|48956|303|3416.0|3250|1035048
202406|ADM|47|28110|43110000|부산|서초구|서초동|2614000000|인계동|1|55|0|4|899|15630|81|3352.0|2846|271512
202406|ADM|27|11110|11140000|인천|성남시|역삼동|1114000000|인계동|1|55|0|8|982|38384|21|6871.0|4893|144291
202406|CNTY_GU|46|47110|11200000|부산|서초구|인계동|2614000000|서초1동|1|45|0|8|279|48276|769|1790.0|1294|1376510
202406|PRVNC|27|27110|11170000|서울|서초구|역삼동|2614000000|서초1동|2|45|1|8|4|17864|203|3430.0|2842|696290
202406|CNTY_GU|42|45110|47110000|대구|강남구|서초동|1111000000|서초1동|1|35|0|2|274|38214|655|4267.0|3912|2794885
202406|ADM|46|41150|26140000|대구|강남구|서초동|2611000000|역삼1가|2|50|3|1|393|22600|373|4646.0|4572|1732958
202406|ADM|27|27110|11110000|부산|수원시|역삼동|1114000000|역삼1가|2|45|2|3|992|37128|546|2180.0|1770|1190280
202406|ADM|42|44130|43110000|부산|성남시|인계동|1111000000|서초1동|2|40|0|3|151|41528|446|2061.0|1838|919206
202406|ADM|41|26140|43110000|인천|서초구|서초동|4115000000|역삼1가|1|35|2|9|881|15797|336|5520.0|5052|1854720
202406|ADM|27|47110|27110000|서울|수원시|서초동|1114000000|역삼1가|1|50|3|9|382|42588|508|5146.0|3714|2614168
202406|CNTY_GU|42|11140|47110000|경기|성남시|서초동|4211000000|서초1동|1|45|0|9|767|33656|86|2304.0|1973|198144
202406|PRVNC|26|26110|45110000|인천|성남시|인계동|4211000000|역삼1가|1|30|1|7|353|18756|315|4290.0|3103|1351350
202406|ADM|43|47110|41130000|부산|수원시|역삼동|4511000000|인계동|2|60|3|7|748|42573|99|5802.0|4876|574398
202406|ADM|26|11110|11110000|서울|성남시|역삼동|4115000000|서초1동|2|50|0|8|46|35618|451|7149.0|6884|3224199
202406|ADM|27|11140|46110000|인천|수원시|인계동|2811000000|서초1동|2|50|2|9|230|7316|436|1176.0|1105|512736
202406|CNTY_GU|41|43110|11140000|서울|서초구|서초동|2711000000|인계동|2|50|0|9|142|47457|688|3119.0|2825|2145872
202406|CNTY_GU|42|26140|28110000|부산|서초구|역삼동|2611000000|인계동|1|50|0|3|777|31280|14|6264.0|6087|87696
202406|ADM|11|41110|45110000|서울|강남구|역삼동|2611000000|서초1동|1|25|2|1|767|38105|581|3128.0|2471|1817368
202406|CNTY_GU|11|27110|27110000|인천|수원시|인계동|1120000000|역삼1가|2|35|0|6|94|21504|533|1987.0|1661|1059071
202406|ADM|47|28110|27110000|인천|서초구|역삼동|4111000000|인계동|2|60|2|7|405|23372|461|1869.0|1467|861609
202406|CNTY_GU|47|47110|46110000|인천|수원시|인계동|4115000000|서초1동|2|60|2|1|612|20743|714|5302.0|4241|3785628
202406|CNTY_GU|43|43110|41110000|대구|수원시|서초동|4115000000|역삼1가|1|25|3|1|909|27582|621|4374.0|3927|2716254
202406|CNTY_GU|11|26110|46110000|서울|서초구|서초동|4311000000|서초1동|2|55|0|9|514|40868|269|2804.0|2532|754276
202406|ADM|46|47110|46110000|부산|수원시|역삼동|2614000000|서초1동|1|35|0|10|995|39526|236|6364.0|4690|1501904
202406|ADM|46|26110|44130000|경기|강남구|역삼동|4711000000|서초1동|2|60|1|8|757|29859|586|2319.0|2218|1358934
202406|ADM|42|11200|11170000|부산|서초구|인계동|1117000000|역삼1가|1|40|2|5|883|6340|765|5530.0|4290|4230450
202406|CNTY_GU|26|43110|11200000|경기|수원시|인계동|4311000000|인계동|2|35|1|1|972|8043|262|7334.0|5663|1921508
202406|ADM|47|41150|41150000|서울|수원시|서초동|4611000000|서초1동|2|35|0|4|648|44284|552|1621.0|1306|894792
202406|CNTY_GU|47|11140|26140000|경기|성남시|역삼동|4511000000|서초1동|1|55|0|10|695|49113|161|4278.0|3487|688758
202406|ADM|42|41150|43110000|서울|강남구|서초동|1114000000|인계동|2|55|0|2|558|11658|538|3101.0|2780|1668338
202406|ADM|42|41130|44130000|인천|수원시|서초동|4211000000|인계동|2|50|0|5|848|28423|229|6513.0|5906|1491477
202406|PRVNC|41|41150|28110000|인천|강남구|서초동|4511000000|역삼1가|2|70|0|7|736|45000|628|3275.0|2962|2056700
202406|ADM|43|11200|41130000|대구|서초구|인계동|2614000000|역삼1가|1|35|0|10|402|6167|569|6373.0|5483|3626237
202406|ADM|45|41130|26110000|대구|강남구|서초동|4113000000|역삼1가|1|50|1|9|8|49689|6|5205.0|4010|31230
202406|ADM|43|11140|43110000|서울|서초구|서초동|4111000000|서초1동|1|45|2|2|903|12467|595|6584.0|5092|3917480
202406|CNTY_GU|43|47110|11110000|부산|강남구|역삼동|2811000000|역삼1가|2|50|0|2|116|7298|115|6518.0|6418|749570
202406|CNTY_GU|43|47110|11170000|서울|수원시|인계동|4211000000|서초1동|1|30|1|6|819|27887|191|5934.0|4460|1133394
202406|ADM|41|26110|41130000|경기|강남구|인계동|2611000000|역삼1가|1|65|2|10|42|48290|459|7953.0|6649|3650427
202406|ADM|44|26140|11110000|경기|수원시|인계동|2614000000|역삼1가|2|65|3|5|696|39940|471|6776.0|6401|3191496
202406|ADM|11|45110|11200000|서울|수원시|서초동|4211000000|인계동|1|70|0|1|811|15215|487|2784.0|2384|1355808
202406|CNTY_GU|41|27110|26110000|인천|서초구|인계동|1114000000|서초1동|2|55|2|10|235|32999|268|1752.0|1729|469536
202406|ADM|26|42110|26110000|서울|성남시|역삼동|4111000000|서초1동|2|55|1|8|149|25952|717|2354.0|2332|1687818
202406|CNTY_GU|41|47110|43110000|경기|강남구|역삼동|4311000000|역삼1가|2|25|1|5|689|25487|505|4030.0|3837|2035150
202406|ADM|27|46110|26140000|서울|성남시|인계동|1114000000|인계동|1|45|1|1|918|8715|427|3960.0|3255|1690920
202406|ADM|11|41150|46110000|대구|수원시|인계동|2611000000|인계동|2|20|2|3|240|19191|591|6221.0|5949|3676611
202406|CNTY_GU|26|44130|41130000|부산|서초구|서초동|4413000000|역삼1가|1|70|2|3|601|15452|216|5732.0|5202|1238112
202406|CNTY_GU|46|45110|44130000|서울|강남구|인계동|4111000000|서초1동|1|50|1|2|995|49286|343|2015.0|1946|691145
202406|ADM|43|42110|46110000|서울|성남시|인계동|4211000000|인계동|1|25|3|2|996|16006|392|6027.0|4679|2362584
202406|ADM|45|27110|28110000|대구|성남시|역삼동|4511000000|서초1동|2|50|3|4|638|43562|97|5273.0|3844|511481
202406|CNTY_GU|41|11110|43110000|서울|강남구|서초동|4413000000|인계동|2|55|0|2|723|13373|254|6809.0|5892|1729486
202406|ADM|11|46110|44130000|인천|서초구|역삼동|2711000000|역삼1가|2|70|0|2|474|7120|648|4038.0|3388|2616624
202406|ADM|44|41150|41130000|인천|수원시|역삼동|1120000000|인계동|2|55|0|9|87|43063|545|3185.0|2792|1735825
202406|CNTY_GU|42|11140|41130000|부산|서초구|인계동|4211000000|서초1동|2|60|0|6|618|27468|733|2940.0|2828|2155020
202406|ADM|42|11200|11140000|서울|수원시|인계동|2614000000|인계동|2|60|2|7|487|48933|490|6886.0|6547|3374140
202406|CNTY_GU|26|11110|41110000|대구|수원시|역삼동|2611000000|역삼1가|2|55|0|5|240|12646|47|2761.0|1996|129767
202406|ADM|27|26140|11200000|경기|서초구|인계동|2614000000|역삼1가|2|25|1|10|172|18725|3|5690.0|4243|17070
202406|CNTY_GU|43|11200|28110000|서울|수원시|서초동|4111000000|역삼1가|1|40|2|8|839|49276|263|4208.0|3812|1106704
202406|ADM|42|27110|26110000|대구|강남구|역삼동|1117000000|인계동|2|60|0|3|80|38255|298|1134.0|977|337932
202406|CNTY_GU|44|47110|43110000|부산|수원시|역삼동|1120000000|인계동|2|65|0|2|753|13910|785|4541.0|3415|3564685
202406|CNTY_GU|45|45110|41150000|대구|서초구|서초동|4511000000|역삼1가|1|30|0|2|597|11832|542|7809.0|5518|4232478
202406|ADM|43|45110|47110000|대구|강남구|인계동|4611000000|역삼1가|2|20|0|6|196|24310|696|3329.0|2622|2316984
202406|CNTY_GU|43|46110|42110000|대구|강남구|인계동|2711000000|역삼1가|1|65|0|2|357|47544|755|2770.0|2149|2091350
202406|ADM|42|11140|46110000|대구|강남구|서초동|1114000000|인계동|2|35|0|3|97|9671|473|4554.0|3345|2154042
202406|CNTY_GU|42|44130|26110000|서울|성남시|인계동|2614000000|역삼1가|1|45|0|9|451|36381|318|1528.0|1522|485904
202406|CNTY_GU|44|45110|43110000|경기|성남시|인계동|2811000000|서초1동|1|70|0|8|597|11560|415|3663.0|3585|1520145
202406|ADM|41|11170|41130000|대구|성남시|서초동|4111000000|서초1동|1|60|0|4|451|36490|578|4102.0|3088|2370956
202406|ADM|42|27110|45110000|인천|성남시|인계동|2711000000|인계동|1|30|2|9|552|42490|591|3852.0|3479|2276532
202406|PRVNC|44|27110|43110000|인천|강남구|인계동|4711000000|역삼1가|1|70|1|6|108|16101|339|4742.0|4422|1607538
202406|ADM|46|41130|43110000|인천|강남구|역삼동|4413000000|인계동|2|30|0|9|429|35847|82|4398.0|3747|360636
202406|ADM|45|11110|41130000|서울|성남시|역삼동|2711000000|인계동|1|60|0|4|5|28625|306|4273.0|3642|1307538
202406|ADM|43|11140|44130000|인천|서초구|역삼동|4711000000|역삼1가|2|20|0|6|758|7710|357|3249.0|2551|1159893
202406|ADM|44|45110|47110000|경기|성남시|인계동|4611000000|인계동|2|35|2|6|919|23320|507|6375.0|5820|3232125
202406|CNTY_GU|26|28110|26140000|경기|강남구|역삼동|2614000000|역삼1가|2|25|0|3|27|39124|471|3373.0|2367|1588683
202406|ADM|43|11170|11200000|서울|서초구|인계동|4611000000|서초1동|1|50|1|7|352|44057|768|1818.0|1566|1396224
202406|PRVNC|44|26110|11170000|부산|강남구|역삼동|4611000000|역삼1가|2|50|1|4|470|42213|546|5734.0|4711|3130764
202406|ADM|41|42110|42110000|경기|수원시|역삼동|2614000000|인계동|1|55|0|2|66|34535|259|6684.0|6369|1731156
202406|CNTY_GU|45|11140|41110000|인천|수원시|역삼동|2614000000|역삼1가|1|35|0|7|791|36817|635|1057.0|1007|671195
202406|ADM|45|41130|11110000|서울|강남구|인계동|4115000000|역삼1가|2|70|1|10|370|17588|356|4394.0|3833|1564264
202406|CNTY_GU|47|44130|41110000|서울|성남시|서초동|4413000000|인계동|2|20|3|9|627|35101|273|1670.0|1316|455910
202406|ADM|46|26110|11140000|경기|강남구|인계동|4115000000|서초1동|1|35|0|4|678|9674|45|1540.0|1353|69300
202406|PRVNC|42|26140|28110000|서울|강남구|인계동|4115000000|역삼1가|2|25|0|6|471|14413|617|6398.0|5602|3947566
202406|CNTY_GU|26|41130|11110000|서울|수원시|서초동|2611000000|서초1동|2|40|0|2|554|41319|504|7826.0|6799|3944304
202406|ADM|26|43110|11170000|부산|성남시|서초동|4311000000|인계동|2|70|0|6|49|16886|59|1223.0|1030|72157
202406|ADM|47|26140|26140000|경기|서초구|인계동|4711000000|서초1동|2|35|1|8|286|7960|302|7258.0|5410|2191916
