기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202408|ADM|41|11170|47110000|서울|수원시|역삼동|4211000000|인계동|1|60|3|5|668|9985|765|1146.0|881|876690
202408|CNTY_GU|46|11140|28110000|대구|수원시|역삼동|4111000000|역삼1가|2|65|2|4|176|12063|260|6719.0|5910|1746940
202408|PRVNC|44|28110|26110000|경기|성남시|서초동|1114000000|역삼1가|2|60|1|5|726|28791|710|2558.0|2465|1816180
202408|CNTY_GU|26|44130|41110000|부산|서초구|서초동|1114000000|서초1동|2|35|3|1|987|49039|78|2614.0|2582|203892
202408|ADM|47|11140|11200000|서울|강남구|인계동|4611000000|인계동|1|40|1|6|73|10048|730|1130.0|993|824900
202408|CNTY_GU|26|46110|46110000|대구|성남시|서초동|4111000000|서초1동|2|70|3|7|66|19831|504|7402.0|6273|3730608
202408|ADM|11|47110|11170000|서울|성남시|인계동|1117000000|서초1동|2|70|3|3|981|21068|469|7410.0|6570|3475290
202408|CNTY_GU|42|41110|45110000|서울|서초구|역삼동|2614000000|서초1동|1|50|1|4|964|47458|335|1835.0|1628|614725
202408|ADM|46|11200|26140000|대구|성남시|역삼동|2611000000|서초1동|1|45|0|3|424|48540|733|6678.0|6618|4894974
202408|CNTY_GU|44|41110|11200000|서울|수원시|서초동|4111000000|서초1동|2|35|1|9|794|36631|459|7737.0|5942|3551283
202408|ADM|47|47110|42110000|대구|강남구|인계동|4211000000|인계동|1|50|2|1|25|26665|355|7928.0|7927|2814440
202408|ADM|45|11200|41110000|대구|수원시|서초동|2711000000|역삼1가|2|45|0|10|406|21888|237|7719.0|6402|1829403
202408|ADM|47|11170|28110000|대구|수원시|서초동|4611000000|역삼1가|2|65|1|9|44|14135|166|5017.0|4146|832822
202408|CNTY_GU|43|45110|45110000|인천|수원시|인계동|2811000000|서초1동|2|40|1|3|774|41360|476|4915.0|4627|2339540
202408|CNTY_GU|46|11200|26110000|부산|서초구|인계동|4115000000|역삼1가|2|65|0|6|195|33241|144|2127.0|1757|306288
202408|CNTY_GU|43|42110|41110000|부산|서초구|역삼동|2711000000|역삼1가|2|70|1|3|493|16520|126|5751.0|5106|724626
