기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202407|CNTY_GU|46|41130|26110000|경기|강남구|인계동|2711000000|역삼1가|2|65|2|9|182|43119|42|7811.0|5572|328062
202407|ADM|27|42110|28110000|경기|수원시|역삼동|1120000000|역삼1가|2|25|2|7|316|21006|88|3805.0|3451|334840
202407|ADM|11|41150|27110000|인천|수원시|인계동|4115000000|역삼1가|2|45|2|5|540|27499|505|1123.0|811|567115
202407|CNTY_GU|47|11170|11170000|대구|강남구|인계동|4711000000|역삼1가|1|40|1|1|473|15670|528|2108.0|1482|1113024
202407|CNTY_GU|26|43110|43110000|인천|성남시|역삼동|1117000000|인계동|2|60|2|3|951|25597|97|5502.0|4523|533694
202407|ADM|45|41130|11110000|경기|수원시|서초동|4111000000|서초1동|2|25|0|9|534|10591|298|6511.0|4669|1940278
202407|CNTY_GU|26|11200|11170000|경기|수원시|역삼동|2711000000|역삼1가|1|60|0|2|426|37407|674|4767.0|4079|3212958
202407|ADM|42|45110|11140000|인천|강남구|인계동|4311000000|서초1동|2|70|0|4|708|19309|153|5850.0|4892|895050
202407|CNTY_GU|27|47110|41130000|대구|수원시|인계동|4711000000|서초1동|2|55|2|8|694|30283|118|1093.0|895|128974
202407|ADM|11|46110|27110000|경기|강남구|서초동|1120000000|역삼1가|2|25|3|2|70|31570|31|5649.0|5404|175119
202407|CNTY_GU|45|26110|47110000|부산|성남시|서초동|2711000000|역삼1가|1|70|0|1|636|16526|195|5457.0|4234|1064115
202407|CNTY_GU|41|28110|44130000|대구|성남시|인계동|4511000000|서초1동|2|40|1|5|743|21607|757|7618.0|6800|5766826
202407|ADM|45|26110|26140000|경기|서초구|역삼동|4711000000|서초1동|1|50|1|5|633|17534|630|3755.0|2892|2365650
202407|ADM|46|11110|26140000|서울|성남시|서초동|2811000000|인계동|1|30|3|1|918|36447|114|6624.0|5363|755136
202407|CNTY_GU|26|41130|11110000|대구|서초구|인계동|2811000000|역삼1가|1|55|0|10|102|40292|741|2699.0|2334|1999959
202407|CNTY_GU|44|46110|42110000|서울|서초구|서초동|2811000000|인계동|1|40|2|1|645|32116|434|7291.0|6330|3164294
202407|CNTY_GU|43|11140|11170000|경기|수원시|역삼동|2811000000|인계동|2|35|2|7|633|15204|746|4864.0|4140|3628544
202407|ADM|27|41130|41130000|경기|서초구|서초동|1120000000|서초1동|2|55|0|4|304|10287|428|6323.0|6038|2706244
202407|ADM|41|27110|41150000|서울|서초구|서초동|4413000000|서초1동|2|35|0|10|16|11955|586|4679.0|4006|2741894
202407|CNTY_GU|44|42110|27110000|부산|강남구|서초동|4511000000|서초1동|2|50|0|9|732|12459|328|6218.0|5343|2039504
202407|CNTY_GU|47|11170|46110000|경기|서초구|역삼동|4511000000|서초1동|2|50|2|2|471|7419|20|6663.0|6030|133260
202407|PRVNC|47|47110|11170000|서울|성남시|인계동|4611000000|서초1동|1|60|0|1|318|12297|499|6308.0|5536|3147692
202407|CNTY_GU|41|11170|26110000|서울|강남구|인계동|4413000000|인계동|1|45|0|6|305|26175|97|7890.0|7706|765330
