기준년월|구분명|광역시도코드|시군구코드(개정후)|행정구역분류코드(개정후)|광역시도명|시군구명(개정후)|행정구역분류명(개정후)|법정동코드|법정동명|성별|연령구간대|직업 구분|분위코드(연소득기준)|최저 연소득 금액|최대 연소득 금액|거주자수|평균 연소득 금액|중위 연소득 금액|총연소득합계
202409|ADM|45|41150|46110000|인천|수원시|서초동|4611000000|역삼1가|1|50|2|3|653|28140|735|4048.0|3437|2975280
202409|CNTY_GU|11|27110|26140000|경기|수원시|서초동|2611000000|서초1동|1|55|1|10|42|7195|2|7576.0|5926|15152
202409|CNTY_GU|42|47110|11110000|서울|강남구|서초동|4611000000|서초1동|1|50|0|6|645|18130|595|6336.0|4527|3769920
202409|ADM|45|11170|43110000|부산|강남구|인계동|1111000000|서초1동|2|60|3|9|859|31485|724|4719.0|4498|3416556
202409|ADM|45|11200|27110000|서울|서초구|역삼동|4711000000|인계동|2|65|1|9|95|8470|786|3712.0|3232|2917632
202409|ADM|42|28110|45110000|부산|서초구|역삼동|4511000000|인계동|2|50|0|1|924|19268|469|7231.0|6788|3391339
202409|CNTY_GU|45|28110|44130000|대구|서초구|역삼동|4413000000|서초1동|1|40|0|5|360|27093|115|2647.0|2222|304405
202409|ADM|26|28110|28110000|대구|강남구|인계동|4611000000|서초1동|1|45|3|5|743|13051|677|7980.0|7552|5402460
202409|CNTY_GU|44|42110|44130000|부산|강남구|서초동|4413000000|서초1동|1|70|3|5|562|8888|789|2101.0|1793|1657689
202409|CNTY_GU|42|11140|11170000|부산|서초구|역삼동|4413000000|인계동|1|70|1|9|237|11030|390|4068.0|3356|1586520
202409|ADM|46|47110|26140000|부산|성남시|인계동|4311000000|서초1동|1|55|0|1|794|31519|25|2345.0|1748|58625
202409|ADM|11|45110|28110000|서울|성남시|인계동|4511000000|역삼1가|2|30|3|7|738|42625|783|4257.0|3885|3333231
202409|CNTY_GU|45|26140|45110000|부산|수원시|인계동|1111000000|역삼1가|1|60|0|5|418|11272|467|5155.0|4651|2407385
202409|CNTY_GU|26|44130|26110000|경기|서초구|서초동|4311000000|인계동|1|30|0|6|118|46630|375|3272.0|3135|1227000
202409|CNTY_GU|45|45110|41110000|대구|수원시|서초동|4311000000|역삼1가|2|30|1|8|632|37043|613|6292.0|4514|3856996
202409|ADM|44|46110|26110000|서울|성남시|서초동|2811000000|서초1동|2|65|0|6|184|30196|150|1484.0|1133|222600
202409|CNTY_GU|43|45110|11140000|대구|강남구|서초동|4211000000|인계동|2|25|3|10|765|23707|284|3524.0|2514|1000816
202409|CNTY_GU|42|41150|11110000|경기|서초구|역삼동|4711000000|인계동|2|45|0|9|881|25256|527|6612.0|5470|3484524
202409|ADM|41|44130|44130000|부산|강남구|서초동|1120000000|서초1동|2|60|0|5|189|45705|226|1077.0|911|243402
202409|CNTY_GU|44|27110|47110000|대구|서초구|서초동|4511000000|서초1동|1|50|1|10|990|49144|769|5968.0|4716|4589392
202409|ADM|44|41130|41110000|경기|수원시|서초동|4611000000|역삼1가|1|65|1|8|110|14768|659|5761.0|4335|3796499
202409|ADM|44|41110|11140000|인천|성남시|인계동|2611000000|인계동|2|45|1|10|19|20274|254|5903.0|4394|1499362
202409|ADM|27|11110|47110000|부산|강남구|인계동|4511000000|서초1동|1|20|0|3|411|19101|776|3429.0|3257|2660904
202409|CNTY_GU|47|47110|11170000|서울|서초구|역삼동|1111000000|서초1동|2|20|1|4|141|48448|264|1370.0|1216|361680
202409|CNTY_GU|45|41130|11110000|서울|성남시|서초동|1111000000|서초1동|1|70|0|8|876|20903|217|4960.0|3719|1076320
202409|ADM|11|41150|41110000|인천|강남구|서초동|2711000000|인계동|2|60|1|5|352|41039|612|7143.0|6291|4371516
202409|CNTY_GU|46|28110|43110000|대구|서초구|인계동|1111000000|역삼1가|1|40|2|8|219|17614|619|2784.0|2035|1723296
202409|ADM|27|41110|27110000|인천|수원시|서초동|4311000000|인계동|1|20|1|9|155|10844|768|6413.0|5265|4925184
202409|ADM|46|26140|11110000|부산|성남시|역삼동|1117000000|서초1동|2|40|0|10|81|20518|482|2749.0|2108|1325018
202409|CNTY_GU|44|11200|11110000|대구|강남구|서초동|4211000000|인계동|1|25|0|7|410|34440|335|1314.0|1295|440190
202409|CNTY_GU|45|43110|44130000|서울|성남시|인계동|4311000000|서초1동|1|35|0|2|166|22618|339|7090.0|6085|2403510
202409|ADM|45|41130|43110000|대구|성남시|역삼동|1117000000|서초1동|1|55|1|1|313|47768|484|7481.0|5702|3620804
202409|CNTY_GU|11|43110|45110000|서울|강남구|역삼동|4115000000|역삼1가|2|60|0|4|506|12565|484|3610.0|2730|1747240
202409|CNTY_GU|11|43110|47110000|부산|수원시|서초동|1117000000|역삼1가|1|45|3|7|930|16694|92|2176.0|1902|200192
202409|ADM|26|41130|45110000|경기|서초구|인계동|1114000000|역삼1가|1|40|0|4|274|29067|122|2473.0|2060|301706
202409|CNTY_GU|41|11140|11140000|대구|서초구|인계동|4711000000|인계동|1|65|0|7|911|21382|354|5057.0|4450|1790178
202409|ADM|27|11170|26140000|경기|수원시|역삼동|4413000000|서초1동|1|25|1|7|710|10849|393|4246.0|2977|1668678
202409|ADM|43|47110|46110000|경기|서초구|서초동|1114000000|서초1동|2|30|2|4|441|22360|442|2524.0|1823|1115608
202409|ADM|26|45110|42110000|대구|수원시|서초동|1114000000|서초1동|1|70|3|3|360|9235|701|6092.0|4499|4270492
202409|ADM|43|45110|41150000|경기|수원시|인계동|1111000000|서초1동|2|55|2|5|288|12195|23|4610.0|4486|106030
202409|ADM|26|41110|11200000|부산|성남시|역삼동|4211000000|역삼1가|2|40|2|3|520|19616|82|5944.0|5806|487408
202409|ADM|47|46110|41130000|인천|수원시|인계동|4113000000|역삼1가|1|55|0|1|636|42200|632|2089.0|1939|1320248
202409|ADM|26|11110|41110000|대구|수원시|서초동|4311000000|인계동|2|60|3|6|618|20868|220|7215.0|5349|1587300
202409|CNTY_GU|47|26140|46110000|대구|강남구|서초동|1120000000|역삼1가|1|60|1|3|106|37564|507|2877.0|2067|1458639
