기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202406|H|47|26140|41130000|4311000000|서울특별시|종로구|홍대|명동1가|GG0102|마트|1|1|11|2|46|43110|11110000|2611000000|인천|서초구|서초동|서초1동|2|2|273|4906544|17972
202406|W|44|44130|11110000|2614000000|서울특별시|종로구|신촌|서교동|LL0201|마트|1|2|15|3|45|41150|44130000|1111000000|인천|수원시|서초동|서초1동|1|5|56|2206034|39393
202406|W|27|11170|44130000|2614000000|서울특별시|성동구|강남|명동1가|HH0101|카페|1|1|14|10|41|46110|45110000|2614000000|경기|강남구|서초동|서초1동|1|5|174|2785537|16008
202406|W|44|43110|44130000|1120000000|서울특별시|용산구|신촌|역삼동|FF0201|약국|2|1|15|4|41|28110|26140000|4113000000|경기|서초구|서초동|서초1동|2|3|83|1273381|15341
202406|W|42|26140|43110000|2611000000|서울특별시|중구|강남|역삼동|FF0102|한식|1|2|13|9|26|42110|46110000|4413000000|서울|수원시|역삼동|서초1동|2|5|254|2470271|9725
202406|W|42|27110|41130000|1111000000|서울특별시|용산구|신촌|명동1가|FF0201|카페|1|1|15|3|26|41150|27110000|4111000000|서울|수원시|서초동|서초1동|1|1|278|1117744|4020
202406|W|44|26110|46110000|4113000000|서울특별시|성동구|신촌|명동1가|LL0101|약국|1|2|15|4|44|41150|42110000|4113000000|서울|강남구|인계동|서초1동|2|5|250|2394790|9579
202406|H|42|47110|28110000|1114000000|서울특별시|중구|홍대|명동1가|HH0101|병원|1|2|14|2|47|42110|26140000|1111000000|대구|강남구|서초동|서초1동|1|5|130|3392945|26099
202406|W|42|42110|46110000|4413000000|서울특별시|종로구|홍대|서교동|GG0101|카페|1|2|14|3|47|41130|47110000|2611000000|인천|성남시|서초동|역삼1동|1|5|233|3115973|13373
202406|H|46|44130|27110000|4113000000|서울특별시|용산구|강남|서교동|II0101|약국|1|1|13|3|41|28110|11110000|2811000000|인천|강남구|인계동|서초1동|1|5|279|1291078|4627
202406|W|47|44130|47110000|4113000000|서울특별시|중구|강남|역삼동|FF0102|병원|1|2|14|10|42|26110|45110000|4113000000|경기|강남구|서초동|역삼1동|1|3|195|2076374|10648
202406|W|41|11170|11110000|1120000000|서울특별시|용산구|강남|서교동|FF0101|한식|1|1|15|10|42|11200|47110000|4611000000|서울|수원시|역삼동|서초1동|1|5|121|3113605|25732
202406|W|45|26140|43110000|1117000000|서울특별시|용산구|강남|역삼동|KK0101|카페|1|2|15|7|46|41150|41130000|4611000000|부산|서초구|인계동|역삼1동|1|1|24|3314093|138087
