기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202401|W|11|26140|41130000|2711000000|서울특별시|종로구|명동|역삼동|JJ0101|마트|1|2|14|8|45|47110|41110000|4413000000|인천|성남시|서초동|역삼1동|2|5|23|455362|19798
202401|H|44|41110|26140000|2811000000|서울특별시|중구|홍대|역삼동|II0101|병원|1|2|13|9|45|11140|28110000|4711000000|서울|강남구|인계동|서초1동|2|5|122|3872040|31738
202401|H|41|46110|43110000|2611000000|서울특별시|용산구|홍대|서교동|LL0102|마트|1|2|14|9|41|44130|27110000|1111000000|경기|서초구|역삼동|역삼1동|1|5|140|3276311|23402
202401|W|26|28110|45110000|4115000000|서울특별시|중구|강남|명동1가|HH0101|마트|1|x|12|4|26|42110|42110000|1111000000|부산|강남구|서초동|역삼1동|1|2|240|2200003|9166
202401|W|43|27110|43110000|4711000000|서울특별시|성동구|명동|명동1가|FF0201|한식|1|2|15|1|46|11170|43110000|4211000000|부산|수원시|서초동|서초1동|x|5|43|2170746|50482
202401|W|46|11140|46110000|4511000000|서울특별시|종로구|신촌|서교동|KK0101|카페|2|1|15|1|26|46110|26110000|2611000000|경기|수원시|인계동|역삼1동|1|4|133|4294403|32288
202401|H|41|46110|11140000|4113000000|서울특별시|종로구|명동|역삼동|GG0101|병원|1|1|10|8|42|11170|41110000|4111000000|부산|성남시|인계동|역삼1동|1|5|49|438868|8956
202401|H|42|26140|42110000|1117000000|서울특별시|중구|강남|서교동|JJ0101|한식|1|2|14|9|46|11170|41110000|1114000000|부산|서초구|서초동|역삼1동|1|5|237|3489866|14725
202401|W|11|28110|47110000|4511000000|서울특별시|중구|명동|역삼동|II0101|병원|1|2|15|7|42|41130|41110000|1114000000|경기|서초구|역삼동|서초1동|2|5|191|1015332|5315
202401|W|45|11140|41130000|2611000000|서울특별시|성동구|신촌|역삼동|FF0201|약국|1|2|13|8|46|11140|27110000|4111000000|서울|수원시|서초동|서초1동|2|5|151|479944|3178
202401|H|46|26110|47110000|4611000000|서울특별시|성동구|강남|서교동|FF0101|마트|1|1|15|1|42|11140|11200000|4211000000|서울|강남구|역삼동|역삼1동|2|5|120|2637130|21976
