기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202411|W|26|41130|11110000|1117000000|서울특별시|종로구|신촌|서교동|GG0101|마트|1|2|15|1|41|46110|47110000|4611000000|인천|성남시|역삼동|역삼1동|x|5|207|638722|3085
202411|H|47|41110|28110000|4111000000|서울특별시|종로구|명동|명동1가|GG0201|마트|1|1|14|10|26|28110|41150000|2611000000|대구|강남구|서초동|역삼1동|2|5|284|3658433|12881
202411|W|41|41150|47110000|1111000000|서울특별시|용산구|명동|명동1가|LL0201|병원|1|2|14|6|44|11170|41110000|4111000000|인천|성남시|서초동|서초1동|1|5|126|1705971|13539
202411|W|26|46110|11140000|2611000000|서울특별시|중구|강남|명동1가|LL0301|카페|1|1|14|1|43|45110|26140000|1111000000|인천|수원시|역삼동|서초1동|2|5|139|1961932|14114
202411|W|43|43110|26140000|4115000000|서울특별시|종로구|강남|명동1가|HH0101|병원|1|2|13|9|47|46110|26110000|1117000000|부산|성남시|역삼동|역삼1동|1|4|189|4118547|21791
202411|W|44|44130|26140000|4511000000|서울특별시|용산구|강남|역삼동|FF0102|마트|1|x|14|3|11|27110|45110000|4711000000|서울|서초구|서초동|서초1동|1|5|257|497369|1935
202411|W|26|11200|26110000|4211000000|서울특별시|용산구|신촌|서교동|GG0102|약국|2|1|13|6|45|11110|44130000|2611000000|대구|수원시|서초동|서초1동|1|5|41|1059248|25835
202411|W|44|46110|11110000|4311000000|서울특별시|중구|홍대|명동1가|GG0101|마트|1|2|15|5|41|47110|41110000|1120000000|인천|서초구|서초동|역삼1동|1|3|150|4598191|30654
202411|H|11|41130|47110000|4711000000|서울특별시|중구|강남|명동1가|GG0101|카페|1|1|12|8|46|43110|27110000|4113000000|대구|강남구|서초동|서초1동|2|5|247|379632|1536
202411|W|45|41130|42110000|4115000000|서울특별시|중구|명동|명동1가|LL0102|마트|1|2|15|2|44|11110|11110000|2711000000|서울|수원시|인계동|서초1동|1|5|241|2536370|10524
