기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202409|W|43|11140|43110000|1120000000|서울특별시|중구|강남|서교동|GG0101|약국|1|1|14|5|26|41130|11110000|1117000000|인천|성남시|역삼동|서초1동|1|5|60|4265650|71094
202409|W|44|42110|11110000|4115000000|서울특별시|중구|홍대|역삼동|HH0201|한식|1|2|14|6|26|11140|28110000|1111000000|대구|강남구|서초동|역삼1동|1|5|112|4139663|36961
202409|H|27|45110|11170000|2611000000|서울특별시|중구|홍대|명동1가|GG0101|한식|1|x|11|2|26|44130|28110000|1117000000|인천|성남시|인계동|서초1동|2|5|81|2287857|28245
202409|W|11|27110|11200000|1111000000|서울특별시|용산구|강남|역삼동|LL0301|병원|1|x|14|1|47|11200|41110000|1111000000|부산|수원시|서초동|역삼1동|2|5|143|1612623|11277
202409|W|26|44130|43110000|4111000000|서울특별시|중구|강남|서교동|LL0201|카페|2|x|10|7|41|11140|26140000|4115000000|대구|성남시|서초동|서초1동|2|5|272|1009449|3711
202409|W|26|47110|44130000|2611000000|서울특별시|성동구|강남|명동1가|JJ0101|카페|1|1|15|9|47|27110|44130000|4115000000|경기|성남시|인계동|역삼1동|2|x|124|4237264|34171
202409|W|44|41110|41150000|4211000000|서울특별시|중구|신촌|역삼동|GG0101|카페|1|2|15|5|47|11170|43110000|4113000000|인천|강남구|역삼동|역삼1동|1|4|70|1411220|20160
202409|W|45|28110|28110000|4413000000|서울특별시|용산구|강남|명동1가|LL0201|병원|1|1|14|9|44|41150|42110000|2614000000|대구|서초구|역삼동|역삼1동|x|3|133|3639794|27366
202409|H|44|43110|42110000|1120000000|서울특별시|성동구|명동|역삼동|GG0101|병원|1|2|14|1|41|26140|11170000|1120000000|서울|성남시|역삼동|역삼1동|2|3|110|1011440|9194
202409|W|41|41110|26110000|2811000000|서울특별시|용산구|신촌|명동1가|LL0102|약국|1|2|13|8|42|27110|11170000|4115000000|경기|성남시|서초동|역삼1동|2|2|9|1482640|164737
202409|H|42|42110|11200000|2711000000|서울특별시|용산구|홍대|명동1가|FF0201|카페|1|x|12|10|46|41150|11200000|2711000000|인천|강남구|역삼동|서초1동|1|4|250|2967840|11871
