기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202405|W|47|47110|46110000|4211000000|서울특별시|성동구|강남|역삼동|FF0201|한식|1|1|13|9|43|46110|41150000|4115000000|대구|성남시|서초동|역삼1동|x|5|176|688473|3911
202405|H|11|26110|11170000|4311000000|서울특별시|용산구|홍대|서교동|LL0301|마트|2|x|15|7|46|11140|41130000|2614000000|경기|서초구|역삼동|서초1동|1|2|130|1833953|14107
202405|W|27|26140|41150000|2611000000|서울특별시|용산구|강남|명동1가|FF0201|마트|1|1|15|6|41|11170|11170000|4111000000|서울|서초구|인계동|역삼1동|1|5|210|1500558|7145
202405|H|44|45110|27110000|2811000000|서울특별시|성동구|신촌|역삼동|FF0201|마트|1|1|14|4|26|26110|45110000|2614000000|부산|성남시|역삼동|서초1동|2|5|52|246934|4748
202405|H|43|41130|11170000|4413000000|서울특별시|용산구|신촌|역삼동|LL0301|마트|1|1|15|7|43|28110|42110000|4111000000|경기|수원시|서초동|서초1동|2|5|86|3378366|39283
202405|W|26|26110|41130000|2711000000|서울특별시|종로구|홍대|서교동|FF0101|마트|1|1|13|5|41|11170|41150000|4111000000|부산|성남시|역삼동|서초1동|1|4|191|3501231|18331
202405|W|42|41110|42110000|4611000000|서울특별시|용산구|홍대|명동1가|FF0201|한식|1|2|15|7|11|41130|41130000|4311000000|인천|서초구|인계동|역삼1동|1|5|258|2264528|8777
202405|W|11|27110|11200000|4611000000|서울특별시|용산구|명동|서교동|GG0102|마트|1|1|13|7|42|43110|45110000|2711000000|경기|성남시|역삼동|역삼1동|1|5|196|4490673|22911
202405|H|46|41150|41130000|4115000000|서울특별시|성동구|강남|서교동|LL0101|카페|1|2|11|8|44|11140|42110000|4111000000|경기|수원시|역삼동|역삼1동|2|5|149|3483770|23381
202405|W|43|44130|27110000|4311000000|서울특별시|중구|명동|역삼동|FF0201|카페|1|1|14|10|11|11110|41130000|2614000000|부산|서초구|인계동|서초1동|1|5|7|3212524|458932
202405|W|44|11110|44130000|4413000000|서울특별시|중구|신촌|명동1가|JJ0101|마트|1|2|15|2|42|11110|26110000|2611000000|인천|서초구|인계동|역삼1동|1|3|209|4347435|20801
202405|H|47|41130|47110000|1114000000|서울특별시|중구|신촌|서교동|GG0101|카페|1|1|11|1|43|41150|41110000|2811000000|경기|강남구|인계동|역삼1동|1|5|26|1386695|53334
202405|W|27|45110|45110000|4413000000|서울특별시|용산구|신촌|역삼동|GG0201|약국|1|1|15|4|44|44130|41130000|1111000000|경기|성남시|역삼동|서초1동|x|5|192|4198219|21865
202405|W|45|41150|26140000|4311000000|서울특별시|종로구|명동|명동1가|LL0201|약국|1|2|12|7|42|41130|26110000|1111000000|부산|수원시|인계동|서초1동|2|5|42|1619157|38551
202405|H|46|11110|41110000|4711000000|서울특별시|성동구|명동|역삼동|JJ0101|카페|1|1|15|8|26|45110|45110000|4711000000|대구|서초구|인계동|서초1동|1|1|280|1128359|4029
202405|H|47|44130|41130000|1111000000|서울특별시|중구|신촌|역삼동|GG0102|마트|2|2|15|8|41|26140|27110000|4611000000|서울|서초구|역삼동|역삼1동|1|5|94|517590|5506
202405|W|44|28110|11170000|1111000000|서울특별시|종로구|명동|명동1가|KK0101|약국|1|2|14|2|47|41130|41110000|4113000000|서울|서초구|서초동|서초1동|1|5|46|408727|8885
202405|W|47|43110|26110000|4611000000|서울특별시|용산구|홍대|서교동|HH0201|한식|1|2|14|1|47|11200|41110000|4711000000|서울|강남구|서초동|역삼1동|1|5|195|3398892|17430
202405|W|46|11140|42110000|1117000000|서울특별시|종로구|강남|역삼동|LL0102|한식|1|2|14|2|41|41110|26110000|4511000000|경기|수원시|역삼동|역삼1동|2|5|119|1041284|8750
202405|W|27|11110|11200000|4711000000|서울특별시|중구|홍대|역삼동|FF0201|한식|1|2|14|4|44|43110|45110000|2711000000|대구|성남시|역삼동|서초1동|2|5|178|2650200|14888
202405|H|42|11200|27110000|4111000000|서울특별시|종로구|명동|서교동|HH0101|병원|1|2|15|6|44|27110|26110000|1111000000|대구|성남시|역삼동|서초1동|1|5|193|3325386|17229
202405|W|43|11140|11110000|1117000000|서울특별시|성동구|신촌|역삼동|FF0201|카페|1|1|15|3|44|27110|11110000|2614000000|인천|성남시|서초동|서초1동|2|5|134|1341959|10014
202405|H|43|42110|27110000|4311000000|서울특별시|용산구|홍대|서교동|LL0101|카페|1|1|15|5|11|41130|46110000|2614000000|경기|강남구|서초동|서초1동|1|1|161|2390247|14846
202405|W|27|44130|11170000|1111000000|서울특별시|중구|명동|역삼동|LL0102|병원|1|1|13|7|27|46110|45110000|4711000000|부산|수원시|인계동|역삼1동|2|5|59|3764573|63806
202405|W|47|43110|11140000|2611000000|서울특별시|종로구|홍대|역삼동|LL0101|병원|1|2|15|2|43|47110|47110000|1111000000|대구|성남시|역삼동|서초1동|1|5|92|3476524|37788
202405|H|44|11200|47110000|2614000000|서울특별시|용산구|신촌|서교동|FF0101|마트|1|2|14|8|42|11110|46110000|1111000000|경기|서초구|역삼동|서초1동|2|5|132|4891292|37055
202405|W|45|27110|44130000|4311000000|서울특별시|중구|명동|명동1가|FF0102|마트|1|1|15|7|11|42110|26110000|4413000000|서울|서초구|역삼동|역삼1동|1|2|254|3432336|13513
202405|W|44|43110|26110000|4115000000|서울특별시|성동구|명동|역삼동|FF0201|한식|1|2|15|1|43|11140|11200000|2711000000|서울|강남구|역삼동|역삼1동|1|5|165|1804422|10935
202405|H|44|47110|11170000|1114000000|서울특별시|용산구|강남|명동1가|GG0102|한식|1|2|14|4|43|26110|11170000|2811000000|서울|서초구|인계동|서초1동|2|5|54|1889988|34999
202405|H|46|11200|42110000|2611000000|서울특별시|종로구|강남|서교동|FF0101|마트|1|1|10|8|42|26140|42110000|2711000000|인천|수원시|역삼동|서초1동|1|1|111|589767|5313
202405|W|26|44130|41150000|2611000000|서울특별시|용산구|홍대|역삼동|LL0102|약국|1|2|14|2|43|26110|47110000|4211000000|서울|강남구|인계동|서초1동|1|5|194|3702432|19084
202405|W|42|45110|11140000|4113000000|서울특별시|성동구|신촌|서교동|LL0301|마트|2|2|10|3|47|26110|26110000|1111000000|대구|강남구|역삼동|서초1동|x|5|189|2989855|15819
202405|W|41|41130|11170000|4413000000|서울특별시|성동구|신촌|역삼동|FF0201|한식|1|1|15|4|46|42110|44130000|4113000000|부산|수원시|서초동|역삼1동|x|4|7|1305479|186497
202405|W|26|26110|46110000|1114000000|서울특별시|성동구|명동|명동1가|II0101|카페|1|2|14|3|47|47110|27110000|1114000000|경기|강남구|인계동|서초1동|2|5|140|3310233|23644
202405|W|44|45110|11140000|4113000000|서울특별시|용산구|신촌|서교동|FF0201|한식|1|2|14|3|44|27110|41110000|4611000000|경기|서초구|인계동|서초1동|1|5|240|926951|3862
202405|W|41|11200|42110000|1120000000|서울특별시|중구|명동|역삼동|HH0201|마트|1|1|12|1|11|44130|41130000|4111000000|경기|강남구|역삼동|역삼1동|1|5|198|2975468|15027
202405|W|47|41150|11110000|2811000000|서울특별시|중구|홍대|서교동|GG0201|카페|1|2|15|7|41|43110|11170000|2811000000|대구|수원시|역삼동|서초1동|1|1|167|3940415|23595
202405|W|45|26140|27110000|4115000000|서울특별시|중구|명동|서교동|FF0102|약국|1|2|14|3|44|11110|26110000|4311000000|서울|수원시|역삼동|역삼1동|2|5|283|2106583|7443
202405|H|46|42110|42110000|4111000000|서울특별시|성동구|신촌|명동1가|GG0101|약국|2|2|14|7|46|11140|28110000|2711000000|인천|성남시|서초동|서초1동|2|5|39|3161101|81053
202405|H|43|42110|41110000|2711000000|서울특별시|중구|강남|명동1가|KK0101|마트|1|1|15|1|26|11140|41150000|4111000000|경기|성남시|서초동|역삼1동|2|5|243|3632363|14947
202405|H|42|46110|47110000|2711000000|서울특별시|성동구|강남|서교동|GG0102|카페|1|2|11|10|42|26110|11170000|2614000000|대구|성남시|인계동|서초1동|2|5|191|1372012|7183
202405|H|46|45110|11140000|1114000000|서울특별시|종로구|신촌|명동1가|LL0301|병원|1|2|14|1|45|26110|41130000|4711000000|부산|수원시|인계동|서초1동|1|3|28|1549527|55340
