기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202407|W|46|11200|44130000|4511000000|서울특별시|중구|신촌|명동1가|HH0201|한식|1|x|14|1|46|11170|27110000|1117000000|대구|성남시|인계동|서초1동|1|5|291|1704477|5857
202407|W|26|11200|11200000|1111000000|서울특별시|중구|명동|역삼동|FF0201|한식|1|1|10|3|11|11200|26110000|1117000000|경기|성남시|역삼동|역삼1동|2|2|52|3078966|59210
202407|W|47|27110|26110000|1111000000|서울특별시|중구|명동|역삼동|JJ0101|마트|1|2|13|3|45|45110|27110000|4113000000|서울|수원시|역삼동|역삼1동|2|5|150|4559476|30396
202407|H|45|47110|45110000|4115000000|서울특별시|용산구|명동|명동1가|LL0201|카페|2|1|14|8|26|11110|28110000|1117000000|서울|성남시|인계동|역삼1동|1|5|285|181687|637
202407|H|43|42110|47110000|4113000000|서울특별시|성동구|강남|역삼동|JJ0101|마트|1|1|12|5|43|26110|44130000|4111000000|경기|성남시|역삼동|서초1동|1|3|42|1800431|42867
202407|H|41|41150|11200000|4611000000|서울특별시|용산구|신촌|역삼동|JJ0101|마트|1|1|15|3|27|26110|47110000|4113000000|경기|강남구|역삼동|서초1동|2|5|12|769435|64119
202407|W|27|41110|41130000|4311000000|서울특별시|성동구|명동|역삼동|LL0301|약국|1|2|15|9|44|11170|27110000|1117000000|인천|서초구|인계동|역삼1동|x|5|200|1251535|6257
202407|H|26|11110|47110000|4111000000|서울특별시|성동구|강남|서교동|GG0201|한식|1|1|14|9|42|11140|44130000|2614000000|서울|성남시|서초동|서초1동|1|3|283|3597505|12712
202407|W|45|45110|41110000|4511000000|서울특별시|성동구|강남|명동1가|LL0102|마트|2|2|14|5|46|45110|26110000|4611000000|부산|수원시|서초동|역삼1동|2|5|2|3217872|1608936
202407|H|42|28110|11200000|1117000000|서울특별시|용산구|강남|서교동|GG0102|병원|1|2|14|2|41|44130|45110000|2811000000|인천|성남시|서초동|서초1동|2|5|109|3251312|29828
202407|W|47|43110|45110000|2711000000|서울특별시|중구|신촌|역삼동|FF0201|약국|2|2|14|8|27|41130|41150000|4311000000|인천|성남시|서초동|서초1동|2|5|78|2592952|33242
202407|W|27|41150|41130000|1117000000|서울특별시|용산구|명동|서교동|HH0201|카페|1|2|15|7|42|46110|41150000|4711000000|대구|성남시|역삼동|역삼1동|1|5|52|3049308|58640
202407|W|41|11140|41150000|1120000000|서울특별시|성동구|홍대|서교동|LL0101|마트|1|2|10|6|27|44130|41130000|1120000000|부산|강남구|서초동|역삼1동|1|5|281|950749|3383
202407|H|46|41130|11110000|4111000000|서울특별시|종로구|명동|명동1가|II0101|마트|2|x|15|3|41|11170|11170000|2611000000|서울|서초구|서초동|서초1동|2|5|58|3182167|54864
202407|H|42|11110|11170000|1114000000|서울특별시|종로구|홍대|서교동|HH0201|약국|1|2|15|3|46|43110|47110000|4211000000|대구|수원시|서초동|역삼1동|1|5|20|579583|28979
202407|W|47|43110|26140000|4511000000|서울특별시|용산구|신촌|역삼동|GG0101|카페|1|1|15|2|11|28110|27110000|4113000000|대구|강남구|인계동|서초1동|2|1|75|2932853|39104
202407|H|45|43110|11140000|4413000000|서울특별시|성동구|명동|서교동|GG0201|마트|1|1|14|1|11|26140|43110000|1120000000|경기|성남시|역삼동|서초1동|1|3|232|2127297|9169
