기준연월|공휴일구분코드|가맹점행정구역분류시도코드|가맹점행정구역분류시군구코드|가맹점행정구역분류코드|가맹점법정동코드|가맹점행정구역분류시도명|가맹점행정구역분류시군구명|가맹점행정구역분류명|가맹점법정동명|통합카드업종3레벨코드|통합카드업종3레벨명|조직구분코드|통합카드성별코드|통합카드5세단위연령코드|통합카드직업코드|고객행정구역분류시도코드|고객행정구역분류시군구코드|고객행정구역분류코드|고객법정동코드|고객행정구역분류시도명|고객행정구역분류시군구명|고객행정구역분류명|고객법정동명|통합카드혼인구분코드|통합카드가구형태코드|카드사용건수|카드사용금액|1인당평균사용금액
202404|W|11|27110|26140000|1114000000|서울특별시|용산구|강남|명동1가|FF0201|병원|1|1|10|7|46|11110|46110000|4115000000|경기|서초구|역삼동|서초1동|1|5|250|1610169|6440
202404|H|43|41150|26140000|4211000000|서울특별시|성동구|신촌|서교동|LL0301|한식|1|1|14|7|43|44130|28110000|4413000000|서울|서초구|인계동|서초1동|1|4|77|4817112|62559
202404|H|46|26140|11140000|1114000000|서울특별시|성동구|신촌|서교동|GG0201|마트|1|1|14|10|45|28110|45110000|1120000000|서울|서초구|서초동|역삼1동|1|4|207|2730054|13188
202404|H|45|27110|44130000|4211000000|서울특별시|용산구|홍대|역삼동|HH0201|약국|1|x|14|4|27|26110|46110000|4511000000|인천|서초구|역삼동|역삼1동|1|3|159|3675700|23117
202404|H|42|43110|11110000|4113000000|서울특별시|종로구|강남|역삼동|LL0102|병원|1|1|15|7|46|41150|46110000|4413000000|경기|수원시|역삼동|역삼1동|2|5|22|3375532|153433
202404|W|42|26110|46110000|4211000000|서울특별시|용산구|신촌|서교동|KK0101|카페|1|x|11|10|46|11200|41150000|4711000000|인천|서초구|역삼동|서초1동|2|5|125|63436|507
202404|H|26|28110|41110000|2711000000|서울특별시|용산구|명동|역삼동|FF0102|한식|1|2|14|10|42|47110|28110000|1111000000|서울|서초구|서초동|역삼1동|1|5|228|4160605|18248
202404|W|26|11200|26110000|4211000000|서울특별시|중구|홍대|역삼동|FF0101|병원|2|1|12|1|11|11140|28110000|2611000000|서울|강남구|인계동|역삼1동|1|4|261|3999480|15323
202404|W|46|41150|47110000|4511000000|서울특별시|성동구|신촌|서교동|LL0102|한식|1|1|12|3|42|41110|11110000|2611000000|대구|성남시|역삼동|역삼1동|2|4|248|4425758|17845
202404|W|46|46110|11200000|4113000000|서울특별시|종로구|홍대|명동1가|GG0101|카페|2|2|14|1|45|43110|26110000|4111000000|부산|성남시|인계동|서초1동|1|4|3|548622|182874
202404|W|41|11170|41110000|4511000000|서울특별시|성동구|신촌|명동1가|GG0102|한식|1|2|14|7|43|26110|11200000|4511000000|대구|수원시|서초동|서초1동|2|3|213|1036120|4864
202404|H|44|41130|11170000|4211000000|서울특별시|종로구|명동|역삼동|GG0201|마트|1|2|11|8|47|43110|26140000|2611000000|경기|서초구|서초동|서초1동|2|5|87|4722105|54277
202404|W|41|26110|26140000|1111000000|서울특별시|종로구|신촌|역삼동|HH0101|약국|1|2|14|7|11|11140|44130000|4311000000|경기|강남구|서초동|서초1동|1|2|202|4156982|20579
202404|H|46|44130|41130000|2811000000|서울특별시|종로구|강남|역삼동|LL0301|카페|1|2|15|6|47|11170|26140000|1120000000|인천|서초구|역삼동|역삼1동|1|5|35|4376794|125051
202404|W|46|41150|11110000|1120000000|서울특별시|중구|홍대|역삼동|LL0102|병원|1|1|10|1|42|41130|43110000|4511000000|경기|성남시|서초동|서초1동|2|5|1|2276307|2276307
202404|W|41|41150|11200000|2711000000|서울특별시|종로구|명동|서교동|FF0101|마트|1|2|13|3|11|26140|26110000|4113000000|서울|수원시|서초동|서초1동|2|5|243|1619618|6665
202404|H|26|11200|11200000|4113000000|서울특별시|용산구|강남|역삼동|JJ0101|약국|2|x|14|2|44|27110|26140000|4111000000|부산|성남시|인계동|역삼1동|1|x|82|1090605|13300
202404|H|27|11140|27110000|1111000000|서울특별시|성동구|강남|서교동|II0101|한식|1|1|15|4|42|43110|11170000|1111000000|서울|수원시|인계동|서초1동|1|5|24|3176065|132336
202404|H|45|44130|11110000|4113000000|서울특별시|용산구|명동|역삼동|GG0101|약국|1|2|14|7|42|45110|28110000|2611000000|서울|성남시|역삼동|역삼1동|2|5|57|1305019|22895
202404|W|11|41150|45110000|4311000000|서울특별시|용산구|강남|서교동|HH0101|병원|1|1|14|6|27|26110|11170000|1117000000|인천|서초구|인계동|서초1동|1|5|141|4850649|34401
202404|H|11|26140|11200000|4711000000|서울특별시|성동구|신촌|명동1가|LL0101|카페|1|2|12|7|41|41150|42110000|4311000000|경기|수원시|역삼동|서초1동|1|4|159|4842424|30455
